Model,AICc,Species
m2,306.935459,ATTW
m5,307.6723372,ATTW
m7,309.0372496,ATTW
m8,309.7699292,ATTW
m0,312.3280799,ATTW
m3,312.8718679,ATTW
m1,313.0511555,ATTW
m6,314.9779796,ATTW
m4,315.155166,ATTW
Model,AICc,Species
m0,29.54744493,BBWO
m7,NA,BBWO
m4,41.72981859,BBWO
m5,NA,BBWO
m8,42.49185791,BBWO
m1,NA,BBWO
m2,NA,BBWO
m3,NA,BBWO
m6,NA,BBWO
Model,AICc,Species
m0,192.4145631201365,DOWO
m1,199.12279187141846,DOWO
m4,200.09629946682566,DOWO
m2,200.84296575678133,DOWO
m3,201.2204705226098,DOWO
m7,201.8155357057768,DOWO
m6,202.15987162046665,DOWO
m5,202.95792407043686,DOWO
m8,203.91177909995002,DOWO
Model,AICc,Species
m0,415.2123735762987,HAWo
m1,418.3943905275999,HAWo
m4,419.59434909067414,HAWo
m3,420.25871424161465,HAWo
m2,420.28226501548266,HAWo
m6,421.4699116479429,HAWo
m7,421.51965050486035,HAWo
m5,422.22313834173474,HAWo
m8,423.4671611560589,HAWo
Model,AICc,Species
m2,323.0133925017347,NOFL
m7,324.26336429085825,NOFL
m5,324.4098119673133,NOFL
m8,325.66339514379075,NOFL
m1,331.6576285980521,NOFL
m4,333.3102623277927,NOFL
m3,333.6077769635861,NOFL
m6,335.2566687775659,NOFL
m0,337.5824647157547,NOFL
Model,AICc,Species
m5,233.88915506779048,PIWO
m3,235.71625435952132,PIWO
m8,236.0024030123539,PIWO
m6,237.8311615982138,PIWO
m0,240.6938803397873,PIWO
m1,249.1088311128386,PIWO
m2,249.4817124977854,PIWO
m4,251.20671957618612,PIWO
m7,251.59020629661174,PIWO
Model,AICc,Species
m0,658.4916878955937,YBSA
m7,662.7959354101312,YBSA
m4,662.852089043492,YBSA
m8,664.9162361918203,YBSA
m6,664.9446611370028,YBSA
m1,669.8515582348684,YBSA
m2,670.1150654131147,YBSA
m3,671.956967255833,YBSA
m5,672.1861044867402,YBSA
