Sample Station Label,Year,BHC20_100,day1,day2,day3,day4,tssr1,tssr2,tssr3,tssr4,dur1,dur2,dur3,dur4,visit1,visit2,visit3,visit4
PC18-091,2018,CMF,0.421917808,0.487671233,,,0.097222222,0.2375,,,0.167,0.167,,,0,1,,
PC18-092,2018,CYF,0.430136986,0.476712329,,,0.161111111,0.107638889,,,0.167,0.167,,,0,0,,
PC18-093,2018,WRI,0.421917808,0.487671233,,,0.113194444,0.184722222,,,0.167,0.167,,,0,0,,
PC18-094,2018,CMF,0.421917808,0.487671233,,,0.080555556,0.196527778,,,0.167,0.167,,,0,0,,
PC18-095,2018,RSH,0.421917808,0.487671233,,,0.1,0.172222222,,,0.167,0.167,,,0,0,,
PC18-095A,2018,CMF,,0.468493151,,,,0.067361111,,,,0.167,,,,0,,
PC18-096,2018,RSH,,0.487671233,,,,0.165277778,,,,0.167,,,,0,,
PC18-097,2018,CMF,0.421917808,0.487671233,,,0.145833333,0.14375,,,0.167,0.167,,,0,0,,
PC18-098,2018,RSH,0.421917808,0.487671233,,,0.119444444,0.145138889,,,0.167,0.167,,,0,0,,
PC18-099,2018,DYF,0.421917808,0.487671233,,,0.169444444,0.123611111,,,0.167,0.167,,,0,0,,
PC18-100,2018,DYF,0.421917808,0.487671233,,,0.188194444,0.095138889,,,0.167,0.167,,,0,0,,
PC18-101,2018,DMF,0.421917808,0.487671233,,,0.158333333,0.098611111,,,0.167,0.167,,,0,1,,
PC18-102,2018,DMF,0.421917808,0.487671233,,,0.177777778,0.113888889,,,0.167,0.167,,,0,0,,
PC18-103,2018,DMF,0.443835616,0.487671233,,,0.006944444,0.069444444,,,0.167,0.167,,,0,0,,
PC18-104,2018,DMF,0.443835616,0.487671233,,,0.033333333,0.0625,,,0.167,0.167,,,0,0,,
PC18-105,2018,DMF,0.430136986,0.476712329,,,0.188194444,0.134027778,,,0.167,0.167,,,0,1,,
PC18-106,2018,DMF,0.430136986,0.476712329,,,-0.002777778,0.153472222,,,0.167,0.167,,,0,0,,
PC18-107,2018,DMF,0.430136986,0.476712329,,,0.185416667,0.1375,,,0.167,0.167,,,0,0,,
PC18-108,2018,DMF,0.430136986,0.476712329,,,0.204166667,0.154166667,,,0.167,0.167,,,0,0,,
PC18-109,2018,RMF,,0.476712329,,,,0.167361111,,,,0.167,,,,0,,
PC18-111,2018,DMF,0.443835616,0.487671233,,,0.054166667,0.018055556,,,0.167,0.167,,,0,0,,
PC18-112,2018,DMF,0.443835616,0.487671233,,,0.065972222,0.034722222,,,0.167,0.167,,,0,0,,
PC18-113,2018,RMF,0.443835616,0.487671233,,,0.086111111,0.017361111,,,0.167,0.167,,,0,0,,
PC18-114,2018,WRI,0.443835616,0.487671233,,,0.101388889,0.030555556,,,0.167,0.167,,,0,0,,
PC18-115,2018,WRI,0.443835616,0.487671233,,,0.11875,0.04375,,,0.167,0.167,,,0,0,,
PC18-116,2018,DSH,0.443835616,0.476712329,,,0.165972222,0.19375,,,0.167,0.167,,,0,0,,
PC18-117,2018,DSH,0.443835616,0.476712329,,,0.153472222,0.190972222,,,0.167,0.167,,,0,0,,
PC19-027,2019,CYF,0.432876712,0.484931507,,,0.139583333,0.085416667,,,0.167,0.167,,,0,0,,
PC19-028,2019,CMF,0.432876712,0.484931507,,,0.1625,0.106944444,,,0.167,0.167,,,0,0,,
PC19-029,2019,DYF,0.432876712,0.484931507,,,0.180555556,0.123611111,,,0.167,0.167,,,0,0,,
PC19-030,2019,DYF,0.432876712,0.484931507,,,0.16875,0.100694444,,,0.167,0.167,,,0,0,,
PC19-032,2019,DMF,0.432876712,0.484931507,,,0.145138889,0.079166667,,,0.167,0.167,,,0,0,,
PC19-049,2019,WRI,0.432876712,0.471232877,,,0.100694444,0.175,,,0.167,0.167,,,0,0,,
PC19-054,2019,NVE,0.432876712,0.471232877,,,0.077083333,0.170138889,,,0.167,0.167,,,0,0,,
PC19-057,2019,CYF,0.432876712,0.465753425,,,0.051388889,0.065972222,,,0.167,0.167,,,0,0,,
PC19-058,2019,CMF,0.432876712,0.465753425,,,0.020833333,0.036111111,,,0.167,0.167,,,0,0,,
PC19-060,2019,DYF,0.430136986,0.465753425,,,0.124305556,0.020138889,,,0.167,0.167,,,0,0,,
PC19-062,2019,DYF,0.430136986,0.465753425,,,0.142361111,0.090277778,,,0.167,0.167,,,0,0,,
PC19-063,2019,DYF,,0.465753425,,,,0.065277778,,,,0.167,,,,0,,
PC19-065,2019,NVE,0.849315068,0.465753425,,,0.059722222,0.136111111,,,0.167,0.167,,,0,0,,
PC19-067,2019,CMF,0.430136986,,,,0.115972222,,,,0.167,,,,0,,,
PC19-068,2019,CYF,0.424657534,0.465753425,,,0.056944444,0.154166667,,,0.167,0.167,,,0,0,,
PC19-069,2019,CYF,0.424657534,0.465753425,,,0.032638889,0.1375,,,0.167,0.167,,,0,0,,
PC19-070,2019,DYF,0.424657534,0.465753425,,,0,0.108333333,,,0.167,0.167,,,0,0,,
PC19-071,2019,CMF,0.424657534,0.468493151,,,0.082638889,0.085416667,,,0.167,0.167,,,0,0,,
PC19-073,2019,CYF,0.424657534,0.468493151,,,0.105555556,0.059027778,,,0.167,0.167,,,0,0,,
PC19-074,2019,CMF,0.424657534,0.468493151,,,0.125,0.038888889,,,0.167,0.167,,,0,0,,
PC19-077,2019,DYF,0.424657534,0.468493151,,,0.151388889,0.045833333,,,0.167,0.167,,,0,0,,
PC19-078,2019,CYF,0.430136986,0.468493151,,,0.039583333,0.138888889,,,0.167,0.167,,,0,0,,
PC19-081,2019,DYF,0.424657534,0.468493151,,,0.167361111,0.025,,,0.167,0.167,,,0,0,,
PC19-082,2019,DYF,0.430136986,0.468493151,,,0.020833333,0.161805556,,,0.167,0.167,,,0,0,,
PC19-084,2019,DYF,0.430136986,0.468493151,,,0.028472222,0.110416667,,,0.167,0.167,,,0,0,,
PC19-086,2019,DYF,0.430136986,0.471232877,,,0.063194444,0.038194444,,,0.167,0.167,,,0,0,,
PC19-088,2019,DYF,0.421917808,0.468493151,,,0.183333333,0.132638889,,,0.167,0.167,,,0,0,,
PC19-089,2019,CYF,0.421917808,0.471232877,,,0.15,0.06875,,,0.167,0.167,,,0,0,,
PC19-090,2019,DYF,0.421917808,0.468493151,,,0.164583333,0.160416667,,,0.167,0.167,,,0,0,,
PC19-092,2019,DYF,0.421917808,0.471232877,,,0.125694444,0.086805556,,,0.167,0.167,,,0,0,,
PC19-093,2019,DYF,0.421917808,0.471232877,,,0.109027778,0.06875,,,0.167,0.167,,,0,0,,
PC19-094,2019,DYF,0.421917808,0.471232877,,,0.085416667,0.047916667,,,0.167,0.167,,,0,0,,
PC19-096,2019,CYF,0.421917808,0.471232877,,,0.05625,0.020138889,,,0.167,0.167,,,0,0,,
PC19-100,2019,DMF,0.421917808,0.471232877,,,0.015972222,0.127083333,,,0.167,0.167,,,0,0,,
PC19-139,2019,CYF,0.419178082,0.463013699,,,0.022222222,0.067361111,,,0.167,0.167,,,0,0,,
PC19-141,2019,NVE,0.419178082,0.463013699,,,0.05,0.105555556,,,0.167,0.167,,,0,0,,
PC19-143,2019,CYF,0.419178082,0.463013699,,,0.063194444,0.073611111,,,0.167,0.167,,,0,0,,
PC19-152,2019,WRI,0.419178082,0.463013699,,,0.025694444,0.036111111,,,0.167,0.167,,,0,0,,
PC19-153,2019,DYF,,0.476712329,,,,0.000694444,,,,0.167,,,,0,,
PC19-157,2019,RSH,0.416438356,0.463013699,,,0.122222222,0.017361111,,,0.167,0.167,,,0,0,,
PC19-158,2019,CYF,0.435616438,0.476712329,,,-0.004166667,0.027083333,,,0.167,0.167,,,0,0,,
PC19-160,2019,CYF,0.416438356,0.463013699,,,0.154861111,0.007638889,,,0.167,0.167,,,0,0,,
PC19-161,2019,CMF,0.435616438,0.476712329,,,0.026388889,0.033333333,,,0.167,0.167,,,0,0,,
PC19-162,2019,CYF,0.416438356,0.460273973,,,0.081944444,0.171527778,,,0.167,0.167,,,0,0,,
PC19-163,2019,CYF,0.41369863,0.460273973,,,0.197916667,0.147916667,,,0.167,0.167,,,0,0,,
PC19-164,2019,DYF,0.416438356,0.460273973,,,0.056944444,0.188888889,,,0.167,0.167,,,0,0,,
PC19-165,2019,CYF,,0.460273973,,,,0.1625,,,,0.167,,,,0,,
PC19-166,2019,RSH,0.416438356,0.460273973,,,0.006944444,0.119444444,,,0.167,0.167,,,0,0,,
PC19-167,2019,CYF,0.435616438,0.942465753,,,0.025694444,0.00625,,,0.167,0.167,,,0,0,,
PC19-168,2019,CYF,0.41369863,0.460273973,,,0.203472222,0.123611111,,,0.167,0.167,,,0,0,,
PC19-172,2019,CYF,0.435616438,0.476712329,,,0.058333333,0.063194444,,,0.167,0.167,,,0,0,,
PC19-173,2019,RSH,0.41369863,0.460273973,,,0.170138889,0.094444444,,,0.167,0.167,,,0,0,,
PC19-176,2019,CYF,0.435616438,0.476712329,,,0.056944444,0.063888889,,,0.167,0.167,,,0,0,,
PC19-181,2019,NVE,0.41369863,0.460273973,,,0.090277778,0.007638889,,,0.167,0.167,,,0,0,,
PC19-182,2019,RYF,0.41369863,0.460273973,,,0.093055556,0.020138889,,,0.167,0.167,,,0,0,,
PC19-183,2019,CYF,0.41369863,0.460273973,,,0.117361111,0.04375,,,0.167,0.167,,,0,0,,
PC19-184,2019,CMF,0.41369863,0.460273973,,,0.122916667,0.065277778,,,0.167,0.167,,,0,0,,
PC19-188,2019,CMF,0.41369863,0.460273973,,,0.149305556,0.090972222,,,0.167,0.167,,,0,0,,
PC19-189,2019,CYF,0.438356164,0.479452055,,,0.128472222,0.069444444,,,0.167,0.167,,,0,0,,
PC19-190,2019,DYF,0.438356164,0.479452055,,,0.114583333,0.059027778,,,0.167,0.167,,,0,0,,
PC19-191,2019,CYF,0.438356164,0.476712329,,,0.075694444,0.159722222,,,0.167,0.167,,,0,0,,
PC19-192,2019,DSH,0.438356164,0.476712329,,,0.077083333,0.161805556,,,0.167,0.167,,,0,0,,
PC19-193,2019,CYF,0.41369863,0.460273973,,,0.018055556,0.013888889,,,0.167,0.167,,,0,0,,
PC19-194,2019,DSH,0.438356164,0.476712329,,,0.03125,0.126388889,,,0.167,0.167,,,0,0,,
PC19-195,2019,CYF,0.41369863,0.460273973,,,0.046527778,0.038888889,,,0.167,0.167,,,0,0,,
PC19-197,2019,RSH,0.41369863,0.460273973,,,0.026388889,0.060416667,,,0.167,0.167,,,0,0,,
PC19-198,2019,DYF,0.438356164,0.482191781,,,0.193055556,0.102083333,,,0.167,0.167,,,0,0,,
PC19-199,2019,CYF,0.438356164,0.482191781,,,0.196527778,0.14375,,,0.167,0.167,,,0,0,,
PC19-200,2019,DYF,0.438356164,0.476712329,,,0.009027778,0.103472222,,,0.167,0.167,,,0,0,,
PC19-204,2019,DYF,0.438356164,0.476712329,,,0.004861111,0.098611111,,,0.167,0.167,,,0,0,,
PC19-206,2019,FBS,0.438356164,0.476712329,,,0.034722222,0.124305556,,,0.167,0.167,,,0,0,,
