Sample Station Label,Year,BHC20_100,day1,day2,day3,day4,tssr1,tssr2,tssr3,tssr4,dur1,dur2,dur3,dur4,visit1,visit2,visit3,visit4
PC11-PR-02_25,2011,DMF,,0.402739726,,,,0.009722222,,,,0.08,,,,0,,
PC11-PR-02_26,2011,DMF,,0.402739726,,,,0.018055556,,,,0.08,,,,0,,
PC11-PR-02_27,2011,DMF,,0.402739726,,,,0.024305556,,,,0.08,,,,0,,
PC11-PR-02_28,2011,DMF,,0.402739726,,,,0.03125,,,,0.08,,,,0,,
PC11-PR-02_29,2011,DMF,,0.402739726,,,,0.0375,,,,0.08,,,,0,,
PC11-PR-02_30,2011,DMF,,0.402739726,,,,0.048611111,,,,0.08,,,,0,,
PC11-PR-02_31,2011,DMF,,0.402739726,,,,0.054861111,,,,0.08,,,,0,,
PC11-PR-02_32,2011,DMF,,0.402739726,,,,0.0625,,,,0.08,,,,0,,
PC11-PR-02_33,2011,DMF,,0.402739726,,,,0.068055556,,,,0.08,,,,0,,
PC11-PR-02_34,2011,DMF,,0.402739726,,,,0.073611111,,,,0.08,,,,0,,
PC11-PR-02_35,2011,DMF,,0.402739726,,,,0.080555556,,,,0.08,,,,0,,
PC11-PR-02_36,2011,DMF,,0.402739726,,,,0.092361111,,,,0.08,,,,0,,
PC11-PR-02_37,2011,DMF,,0.402739726,,,,0.102083333,,,,0.08,,,,0,,
PC11-PR-02_38,2011,DMF,,0.402739726,,,,0.111111111,,,,0.08,,,,0,,
PC11-PR-02_39,2011,DMF,,0.402739726,,,,0.120833333,,,,0.08,,,,0,,
PC11-PR-02_40,2011,DMF,,0.402739726,,,,0.133333333,,,,0.08,,,,0,,
PC11-PR-02_44,2011,DMF,,,0.421917808,,,,0.000694444,,,,0.08,,,,0,
PC11-PR-02_45,2011,DMF,,,0.421917808,,,,0.00625,,,,0.08,,,,0,
PC11-PR-02_46,2011,DMF,,,0.421917808,,,,0.0125,,,,0.08,,,,0,
PC11-PR-02_47,2011,DMF,,,0.421917808,,,,0.01875,,,,0.08,,,,0,
PC11-PR-02_48,2011,DMF,,,0.421917808,,,,0.025,,,,0.08,,,,0,
PC11-PR-02_49,2011,DMF,,,0.421917808,,,,0.035416667,,,,0.08,,,,0,
PC11-PR-02_50,2011,DMF,,,0.421917808,,,,0.042361111,,,,0.08,,,,0,
PC11-PR-02_51,2011,DMF,,,0.421917808,,,,0.047916667,,,,0.08,,,,0,
PC11-PR-02_52,2011,DMF,,,0.421917808,,,,0.054861111,,,,0.08,,,,0,
PC11-PR-02_53,2011,DMF,,,0.421917808,,,,0.060416667,,,,0.08,,,,0,
PC11-PR-02_54,2011,DMF,,,0.421917808,,,,0.067361111,,,,0.08,,,,0,
PC11-PR-02_55,2011,DMF,,,0.421917808,,,,0.077777778,,,,0.08,,,,0,
PC11-PR-02_56,2011,DMF,,,0.421917808,,,,0.0875,,,,0.08,,,,0,
PC11-PR-02_57,2011,DMF,,,0.421917808,,,,0.095138889,,,,0.08,,,,0,
PC11-PR-02_58,2011,DMF,,,0.421917808,,,,0.105555556,,,,0.08,,,,0,
PC11-PR-02_59,2011,DMF,,,0.421917808,,,,0.114583333,,,,0.08,,,,0,
PC11-TC-11_01,2011,DYF,0.405479452,,,,0.000694444,,,,0.08,,,,0,,,
PC11-TC-11_02,2011,DYF,0.405479452,,,,0.008333333,,,,0.08,,,,0,,,
PC11-TC-11_03,2011,DSG,0.405479452,,,,0.018055556,,,,0.08,,,,0,,,
PC11-TC-11_04,2011,DYF,0.405479452,,,,0.029861111,,,,0.08,,,,0,,,
PC11-TC-11_05,2011,DYF,0.405479452,,,,0.045138889,,,,0.08,,,,0,,,
PC11-TC-11_06,2011,DSS,0.405479452,,,,0.060416667,,,,0.08,,,,0,,,
PC11-TC-11_14,2011,NVE,,0.424657534,,,,0.019444444,,,,0.08,,,,0,,
PC11-TC-11_15,2011,NVE,,0.424657534,,,,0.029861111,,,,0.08,,,,0,,
PC11-TC-11_17,2011,NVE,,0.424657534,,,,0.054166667,,,,0.08,,,,0,,
PC11-TC-11_18,2011,DYF,,0.424657534,,,,0.063888889,,,,0.08,,,,0,,
PC11-TC-11_19,2011,DYF,,0.424657534,,,,0.071527778,,,,0.08,,,,0,,
PC11-TC-11_20,2011,DYF,,0.424657534,,,,0.082638889,,,,0.08,,,,0,,
PC11-TC-11_21,2011,DYF,,0.424657534,,,,0.090277778,,,,0.08,,,,0,,
PC11-TC-11_22,2011,DSH,,0.424657534,,,,0.097222222,,,,0.08,,,,0,,
PC11-TC-11_23,2011,DYF,,0.424657534,,,,0.108333333,,,,0.08,,,,0,,
PC11-TC-11_24,2011,DYF,,0.424657534,,,,0.117361111,,,,0.08,,,,0,,
PC11-TC-11_25,2011,DYF,,0.424657534,0.515068493,,,0.13125,0.15,,,0.08,0.08,,,0,0,
PC11-TC-11_26,2011,DYF,,0.424657534,0.515068493,,,0.148611111,0.1625,,,0.08,0.08,,,0,0,
PC11-TC-11_28,2011,DYF,,,0.515068493,,,,0.009722222,,,,0.08,,,,0,
PC11-TC-11_29,2011,DSS,,,0.515068493,,,,0.019444444,,,,0.08,,,,0,
PC11-TC-11_30,2011,DYF,,,0.515068493,,,,0.033333333,,,,0.08,,,,0,
PC11-TC-11_31,2011,DYF,,,0.515068493,,,,0.047222222,,,,0.08,,,,0,
PC11-TC-11_32,2011,DYF,,,0.515068493,,,,0.058333333,,,,0.08,,,,0,
PC11-TC-11_33,2011,DYF,,,0.515068493,,,,0.070138889,,,,0.08,,,,0,
PC11-TC-11_34,2011,DYF,,,0.515068493,,,,0.083333333,,,,0.08,,,,0,
PC11-TC-11_35,2011,DYF,,,0.515068493,,,,0.098611111,,,,0.08,,,,0,
PC11-TC-11_36,2011,DYF,,,0.515068493,,,,0.1125,,,,0.08,,,,0,
PC11-TC-11_37,2011,CYF,,,0.515068493,,,,0.133333333,,,,0.08,,,,0,
PC11-TC-11_38,2011,NVE,,0.424657534,,,,0.000694444,,,,0.08,,,,0,,
PC11-TC-11_39,2011,CYF,0.405479452,,,,0.148611111,,,,0.08,,,,0,,,
PC11-TC-11_40,2011,DYF,0.405479452,,,,0.132638889,,,,0.08,,,,0,,,
PC11-TC-11_41,2011,DYF,0.405479452,,,,0.076388889,,,,0.08,,,,0,,,
PC11-TC-11_48,2011,DYF,0.405479452,,,,0.088888889,,,,0.08,,,,0,,,
PC11-TC-11_49,2011,DSG,0.405479452,,,,0.102777778,,,,0.08,,,,0,,,
PC11-TC-11_50,2011,DYF,0.405479452,,,,0.117361111,,,,0.08,,,,0,,,
PC11-TC-11_51,2011,DYF,,0.424657534,,,,0.045138889,,,,0.08,,,,0,,
PC12-85-B-10,2012,DYF,0.402739726,0.416438356,0.454794521,,0.108333333,0.035416667,0.036805556,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-11,2012,DYF,0.402739726,0.416438356,0.454794521,,0.113194444,0.03125,0.031944444,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-12,2012,DSG,0.402739726,0.416438356,0.454794521,,0.120833333,0.026388889,0.027083333,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-13,2012,DYF,0.402739726,0.416438356,0.454794521,,0.125694444,0.020833333,0.022222222,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-14,2012,DYF,0.402739726,0.416438356,0.454794521,,0.130555556,0.015277778,0.018055556,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-15,2012,DYF,0.402739726,0.416438356,0.454794521,,0.135416667,0.010416667,0.013194444,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-16,2012,DYF,0.402739726,0.416438356,0.454794521,,0.140972222,0.005555556,0.008333333,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-17,2012,ANT,0.402739726,0.416438356,0.454794521,,0.146527778,2.22045E-16,0.002777778,,0.08,0.08,0.08,,0,0,0,
PC12-85-B-9,2012,DSG,0.402739726,0.416438356,0.454794521,,0.103472222,0.040277778,0.041666667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-E-1,2012,CUL,0.364383562,0.378082192,0.430136986,0.465753425,-1.38778E-16,0.109027778,0.003472222,1.11022E-16,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-10,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.047916667,0.061805556,0.050694444,0.041666667,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-11,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.052777778,0.056944444,0.05625,0.047916667,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-12,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.058333333,0.052777778,0.0625,0.052083333,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-13,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.063194444,0.047916667,0.069444444,0.056944444,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-14,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.068055556,0.041666667,0.075694444,0.0625,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-15,2012,CYF,0.364383562,0.378082192,,0.465753425,0.072916667,0.036805556,,0.067361111,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-16,2012,CYF,0.364383562,0.378082192,,0.465753425,0.077777778,0.03125,,0.072222222,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-17,2012,CYF,0.364383562,0.378082192,,0.465753425,0.083333333,0.026388889,,0.077083333,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-18,2012,CUL,0.364383562,0.378082192,,0.465753425,0.088194444,0.020138889,,0.081944444,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-19,2012,CUL,0.364383562,0.378082192,,0.465753425,0.09375,0.015277778,,0.086805556,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-2,2012,CUL,0.364383562,0.378082192,0.430136986,0.465753425,0.004861111,0.103472222,0.009027778,0.004166667,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-20,2012,CUL,0.364383562,0.378082192,,0.465753425,0.100694444,0.010416667,,0.092361111,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-21,2012,CUL,0.364383562,0.378082192,,0.465753425,0.105555556,0.005555556,,0.097916667,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-22,2012,DYF,0.364383562,0.378082192,,0.465753425,0.110416667,-0.000694444,,0.102777778,0.08,0.08,,0.08,0,0,,0
PC12-AE-E-3,2012,DYF,0.364383562,0.378082192,0.430136986,0.465753425,0.009722222,0.098611111,0.014583333,0.009027778,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-4,2012,DYF,0.364383562,0.378082192,0.430136986,0.465753425,0.01875,0.09375,0.019444444,0.013888889,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-5,2012,DYF,0.364383562,0.378082192,0.430136986,0.465753425,0.022916667,0.088888889,0.024305556,0.01875,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-6,2012,DYF,0.364383562,0.378082192,0.430136986,0.465753425,0.027777778,0.083333333,0.029166667,0.022916667,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-7,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.033333333,0.077777778,0.034027778,0.027777778,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-8,2012,CUL,0.364383562,0.378082192,0.430136986,0.465753425,0.038194444,0.072916667,0.038888889,0.032638889,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-E-9,2012,CYF,0.364383562,0.378082192,0.430136986,0.465753425,0.043055556,0.066666667,0.044444444,0.0375,0.08,0.08,0.08,0.08,0,0,0,0
PC12-AE-F-10,2012,ANT,0.361643836,0.375342466,0.42739726,,0.046527778,0.096527778,0.047916667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-11,2012,DMF,0.361643836,0.375342466,0.42739726,,0.051388889,0.091666667,0.052083333,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-12,2012,DMF,0.361643836,0.375342466,0.42739726,,0.05625,0.085416667,0.056944444,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-13,2012,DMF,0.361643836,0.375342466,0.42739726,,0.061111111,0.079861111,0.065277778,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-14,2012,DMF,0.361643836,0.375342466,0.42739726,,0.065972222,0.074305556,0.070833333,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-15,2012,DMF,0.361643836,0.375342466,0.42739726,,0.071527778,0.068055556,0.075694444,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-16,2012,DMF,0.361643836,0.375342466,0.42739726,,0.076388889,0.063194444,0.080555556,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-17,2012,DMF,0.361643836,0.375342466,0.42739726,,0.084027778,0.058333333,0.085416667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-18,2012,DMF,0.361643836,0.375342466,0.42739726,,0.089583333,0.053472222,0.090972222,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-19,2012,DYF,0.361643836,0.375342466,0.42739726,,0.094444444,0.047222222,0.095833333,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-20,2012,DYF,0.361643836,0.375342466,0.42739726,,0.099305556,0.040277778,0.101388889,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-21,2012,DYF,0.361643836,0.375342466,0.42739726,,0.105555556,0.035416667,0.10625,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-22,2012,DYF,0.361643836,0.375342466,0.42739726,,0.110416667,0.029861111,0.111111111,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-23,2012,DYF,0.361643836,0.375342466,0.42739726,,0.119444444,0.025694444,0.115972222,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-24,2012,DYF,0.361643836,0.375342466,0.42739726,,0.125694444,0.020833333,0.124305556,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-25,2012,DYF,0.361643836,0.375342466,0.42739726,,0.129861111,0.015972222,0.130555556,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-26,2012,DYF,0.361643836,0.375342466,0.42739726,,0.134722222,0.011111111,0.135416667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-27,2012,DYF,0.361643836,0.375342466,0.42739726,,0.139583333,0.00625,0.142361111,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-28,2012,DYF,0.361643836,0.375342466,0.42739726,,0.145138889,4.71845E-16,0.147916667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-4,2012,DSG,0.361643836,0.375342466,0.42739726,,0.014583333,0.125,0.018055556,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-5,2012,DYF,0.361643836,0.375342466,0.42739726,,0.021527778,0.120833333,0.022916667,,0.08,0.08,0.08,,0,0,0,
PC12-AE-F-9,2012,DYF,0.361643836,0.375342466,0.42739726,,0.041666667,0.101388889,0.042361111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-10,2012,DYF,0.367123288,0.383561644,0.446575342,,0.040972222,0.113888889,0.057638889,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-11,2012,DYF,0.367123288,0.383561644,0.446575342,,0.045138889,0.109027778,0.0625,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-12,2012,DYF,0.367123288,0.383561644,0.446575342,,0.05,0.104166667,0.067361111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-13,2012,DYF,0.367123288,0.383561644,0.446575342,,0.054861111,0.097916667,0.072222222,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-14,2012,DYF,0.367123288,0.383561644,0.446575342,,0.059722222,0.092361111,0.076388889,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-15,2012,DYF,0.367123288,0.383561644,0.446575342,,0.064583333,0.0875,0.08125,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-16,2012,DYF,0.367123288,0.383561644,0.446575342,,0.070138889,0.081944444,0.085416667,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-17,2012,DYF,0.367123288,0.383561644,0.446575342,,0.075,0.077083333,0.090277778,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-18,2012,DYF,0.367123288,0.383561644,0.446575342,,0.079166667,0.071527778,0.095833333,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-19,2012,DYF,0.367123288,0.383561644,0.446575342,,0.084027778,0.065972222,0.1,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-2,2012,DYF,0.367123288,0.383561644,0.446575342,,0.004166667,0.154166667,0.018055556,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-20,2012,DYF,0.367123288,0.383561644,0.446575342,,0.088888889,0.060416667,0.104861111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-21,2012,DYF,0.367123288,0.383561644,0.446575342,,0.09375,0.055555556,0.109722222,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-22,2012,DYF,0.367123288,0.383561644,0.446575342,,0.097916667,0.050694444,0.117361111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-23,2012,DYF,0.367123288,0.383561644,0.446575342,,0.103472222,0.045833333,0.122222222,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-24,2012,DYF,0.367123288,0.383561644,0.446575342,,0.109027778,0.041666667,0.127083333,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-25,2012,DYF,0.367123288,0.383561644,0.446575342,,0.113194444,0.036111111,0.13125,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-26,2012,DYF,0.367123288,0.383561644,0.446575342,,0.118055556,0.029861111,0.136111111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-27,2012,DYF,0.367123288,0.383561644,0.446575342,,0.122916667,0.022916667,0.140972222,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-28,2012,DYF,0.367123288,0.383561644,0.446575342,,0.127777778,0.015972222,0.145833333,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-29,2012,DYF,0.367123288,0.383561644,0.446575342,,0.132638889,0.011111111,0.15,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-3,2012,DYF,0.367123288,0.383561644,0.446575342,,0.009027778,0.15,0.024305556,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-30,2012,DYF,0.367123288,0.383561644,0.446575342,,0.1375,0.005555556,0.154861111,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-31,2012,RYF,0.367123288,0.383561644,0.446575342,,0.143055556,-3.33067E-16,0.160416667,,0.08,0.08,0.08,,0,0,10,
PC12-DS-D-4,2012,DYF,0.367123288,0.383561644,0.446575342,,0.013194444,0.144444444,0.029166667,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-5,2012,DYF,0.367123288,0.383561644,0.446575342,,0.018055556,0.139583333,0.033333333,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-6,2012,DYF,0.367123288,0.383561644,0.446575342,,0.022222222,0.134027778,0.038194444,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-7,2012,DYF,0.367123288,0.383561644,0.446575342,,0.027083333,0.129166667,0.043055556,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-8,2012,CUL,0.367123288,0.383561644,0.446575342,,0.03125,0.124305556,0.047916667,,0.08,0.08,0.08,,0,0,0,
PC12-DS-D-9,2012,DYF,0.367123288,0.383561644,0.446575342,,0.036111111,0.11875,0.052777778,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-1,2012,CYF,0.405479452,0.419178082,0.457534247,,0.003472222,0.111805556,0.108333333,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-10,2012,DYF,0.405479452,0.419178082,0.457534247,,0.050694444,0.059722222,0.058333333,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-11,2012,CYF,0.405479452,0.419178082,0.457534247,,0.05625,0.054166667,0.024305556,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-12,2012,CYF,0.405479452,0.419178082,0.457534247,,0.060416667,0.048611111,0.029166667,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-13,2012,CYF,0.405479452,0.419178082,0.457534247,,0.065277778,0.044444444,0.034027778,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-14,2012,CYF,0.405479452,0.419178082,0.457534247,,0.070138889,0.039583333,0.038888889,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-15,2012,CYF,0.405479452,0.419178082,0.457534247,,0.075,0.035416667,0.043055556,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-16,2012,CYF,0.405479452,0.419178082,0.457534247,,0.079861111,0.030555556,0.047916667,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-17,2012,CYF,0.405479452,0.419178082,0.457534247,,0.085416667,0.025,0.052083333,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-18,2012,ANT,0.405479452,0.419178082,0.457534247,,0.097916667,0.01875,0.019444444,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-19,2012,DYF,0.405479452,0.419178082,0.457534247,,0.104166667,0.015277778,0.014583333,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-2,2012,DYF,0.405479452,0.419178082,0.457534247,,0.007638889,0.106944444,0.103472222,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-20,2012,DYF,0.405479452,0.419178082,0.457534247,,0.109027778,0.009722222,0.009027778,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-21,2012,CYF,0.405479452,0.419178082,0.457534247,,0.115277778,0.004861111,0.003472222,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-3,2012,CYF,0.405479452,0.419178082,0.457534247,,0.011805556,0.102083333,0.097916667,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-4,2012,ANT,0.405479452,0.419178082,0.457534247,,0.018055556,0.095138889,0.090972222,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-5,2012,DYF,0.405479452,0.419178082,0.457534247,,0.023611111,0.088888889,0.065277778,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-6,2012,DYF,0.405479452,0.419178082,0.457534247,,0.028472222,0.082638889,0.070138889,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-7,2012,DYF,0.405479452,0.419178082,0.457534247,,0.034722222,0.077083333,0.075,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-8,2012,CUL,0.405479452,0.419178082,0.457534247,,0.038888889,0.072222222,0.079861111,,0.08,0.08,0.08,,0,0,0,
PC12-LY-A-9,2012,CUL,0.405479452,0.419178082,0.457534247,,0.04375,0.067361111,0.084027778,,0.08,0.08,0.08,,0,0,0,
PC16-093,2016,RSH,0.454794521,0.512328767,,,0.013888889,-0.002777778,,,0.08,0.08,,,0,0,,
PC16-094,2016,RSH,0.454794521,0.512328767,,,0.029861111,0.013888889,,,0.08,0.08,,,0,0,,
PC16-095,2016,NVE,0.454794521,0.512328767,,,0.048611111,0.030555556,,,0.08,0.08,,,0,0,,
PC16-096,2016,NVE,0.468493151,0.512328767,,,0.057638889,0.038888889,,,0.08,0.08,,,0,0,,
PC16-097,2016,RMF,0.454794521,0.512328767,,,0.072916667,0.050694444,,,0.08,0.08,,,0,0,,
PC16-098,2016,CMF,0.454794521,0.512328767,,,0.091666667,0.065972222,,,0.08,0.08,,,0,0,,
PC16-099,2016,RMF,0.536986301,0.512328767,,,0.095138889,0.0875,,,0.08,0.08,,,0,0,,
PC16-100,2016,RMF,0.454794521,0.512328767,,,0.126388889,0.104166667,,,0.08,0.08,,,0,0,,
PC16-101,2016,WRI,0.454794521,0.512328767,,,0.152777778,0.123611111,,,0.08,0.08,,,0,0,,
PC16-102,2016,NVE,0.454794521,0.512328767,,,0.144444444,0.129861111,,,0.08,0.08,,,0,0,,
PC16-103,2016,NVE,0.454794521,0.512328767,,,0.160416667,0.1375,,,0.08,0.08,,,0,0,,
PC16-104,2016,RSH,0.454794521,0.512328767,,,0.172916667,0.150694444,,,0.08,0.08,,,0,0,,
PC16-105,2016,DYF,0.454794521,0.512328767,,,0.188888889,0.172222222,,,0.08,0.08,,,0,0,,
PC16-106,2016,DMF,0.454794521,0.512328767,,,0.202777778,0.1875,,,0.08,0.08,,,0,0,,
PC16-107,2016,WRI,0.515068493,,,,0.188194444,,,,0.08,,,,0,,,
PC16-108,2016,RSH,0.515068493,,,,0.179166667,,,,0.08,,,,0,,,
PC16-109,2016,RSH,0.515068493,,,,0.165972222,,,,0.08,,,,0,,,
PC16-110,2016,CMF,0.515068493,,,,0.063888889,,,,0.08,,,,0,,,
PC16-111,2016,CMF,0.515068493,,,,0.088194444,,,,0.08,,,,0,,,
PC16-117,2016,CUL,0.375342466,0.449315068,0.504109589,,0.1,0.172222222,0.183333333,,0.08,0.08,0.08,,0,0,0,
PC16-118,2016,CUL,0.405479452,0.449315068,0.504109589,,0.102777778,0.161805556,0.172916667,,0.08,0.08,0.08,,0,0,0,
PC16-119,2016,CUL,0.405479452,0.449315068,0.504109589,,0.095138889,0.154861111,0.165972222,,0.08,0.08,0.08,,0,0,0,
PC16-120,2016,CUL,0.405479452,0.449315068,0.504109589,,0.088888889,0.146527778,0.154861111,,0.08,0.08,0.08,,0,0,0,
PC16-121,2016,DSS,0.405479452,0.449315068,0.504109589,,0.077777778,0.13125,0.142361111,,0.08,0.08,0.08,,0,0,0,
PC16-122,2016,DSG,0.490410959,0.449315068,,,0.020138889,0.045833333,,,0.08,0.08,,,0,0,,
PC16-123,2016,DSG,0.405479452,0.449315068,0.504109589,,0.01875,0.05625,0.052083333,,0.08,0.08,0.08,,0,0,0,
PC16-124,2016,DSG,0.405479452,0.449315068,,,0.025694444,0.06875,,,0.08,0.08,,,0,0,,
PC16-125,2016,DSG,0.405479452,0.449315068,0.504109589,,0.034722222,0.080555556,0.079166667,,0.08,0.08,0.08,,0,0,0,
PC16-126,2016,DSG,0.405479452,0.449315068,0.504109589,,0.045138889,0.094444444,0.097916667,,0.08,0.08,0.08,,0,0,0,
PC16-127,2016,DSG,0.405479452,0.449315068,0.504109589,,0.055555556,0.115277778,0.117361111,,0.08,0.08,0.08,,0,0,0,
PC16-138,2016,WGR,0.361643836,0.463013699,0.501369863,,-0.001388889,-0.001388889,0.009027778,,0.08,0.08,0.08,,0,0,0,
PC16-139,2016,WSH,0.361643836,0.463013699,0.501369863,,0.020833333,0.025694444,0.021527778,,0.08,0.08,0.08,,0,0,0,
PC16-140,2016,WSH,0.361643836,0.463013699,0.501369863,,0.040277778,0.045833333,0.038888889,,0.08,0.08,0.08,,0,0,0,
PC16-141,2016,WSH,0.361643836,0.463013699,0.501369863,,0.061805556,0.067361111,0.056944444,,0.08,0.08,0.08,,0,0,0,
PC16-142,2016,WSH,0.361643836,0.463013699,0.501369863,,0.079861111,0.091666667,0.072222222,,0.08,0.08,0.08,,0,0,0,
PC16-143,2016,WGR,0.361643836,0.463013699,0.501369863,,0.104861111,0.1125,0.088194444,,0.08,0.08,0.08,,0,0,0,
PC16-144,2016,WGR,0.361643836,0.463013699,0.501369863,,0.120138889,0.128472222,0.101388889,,0.08,0.08,0.08,,0,0,0,
PC16-145,2016,FBS,0.380821918,0.463013699,0.501369863,,0.147222222,0.183333333,0.15625,,0.08,0.08,0.08,,0,0,0,
PC16-146,2016,CMF,0.380821918,0.463013699,0.501369863,,0.156944444,0.192361111,0.164583333,,0.08,0.08,0.08,,0,0,0,
PC16-157,2016,CMF,0.361643836,0.443835616,0.493150685,,0.1875,0.223611111,0.175694444,,0.08,0.08,0.08,,0,0,0,
PC16-158,2016,CMF,0.361643836,0.443835616,0.493150685,,0.175,0.207638889,0.163888889,,0.08,0.08,0.08,,0,0,0,
