coef,coef(bestmod),species
p(BHCRipforest),1.0821777499495033,WBNU
p(BHCWetland),-8.724270128231293,WBNU
p(BHCDry slopes),-7.779864945458248,WBNU
p(BHCCultiv),-7.438796756163266,WBNU
p(BHCNon-veg),-5.9591603519226934,WBNU
p(day),-13.513461670438533,WBNU
coef,coef(bestmod),species
psi(Int),7.27747925918752,DUFL
p(Int),-16.233074088806752,DUFL
p(BHCDecid),9.86796940293497,DUFL
p(BHCRipforest),11.317326911903747,DUFL
p(BHCWetland),11.542414377114017,DUFL
p(BHCDry slopes),12.263531234779975,DUFL
p(BHCCultiv),-3.4511511152276197,DUFL
p(BHCNon-veg),-2.4957793777293715,DUFL
coef,coef(bestmod),species
psi(Int),-1.754599194546272,EAPH
p(Int),0.44125869806189494,EAPH
p(BHCDecid),0.6605223740461557,EAPH
p(BHCRipforest),0.3463257798286818,EAPH
p(BHCWetland),0.8154572734088836,EAPH
p(BHCDry slopes),1.4017720498687551,EAPH
p(BHCCultiv),0.8588792424001381,EAPH
p(BHCNon-veg),-8.50784927945068,EAPH
p(xYear),-0.8704691216049765,EAPH
p(day),-8.961663431118875,EAPH
p(tssr),5.874220121227515,EAPH
coef,coef(bestmod),species
psi(Int),-3.139975281310598,YBFL
p(Int),-1.8344185788940943,YBFL
p(BHCDecid),1.7504640425403366,YBFL
p(BHCRipforest),-21.84608895657409,YBFL
p(BHCWetland),-8.501806160422761,YBFL
p(BHCDry slopes),-8.07116076112157,YBFL
p(BHCCultiv),-13.585869817890003,YBFL
p(BHCNon-veg),-12.804359601392473,YBFL
p(tssr),-19.838730924357666,YBFL
coef,coef(bestmod),species
psi(Int),-0.4126596370067864,BKSW
p(Int),-4.358218883694974,BKSW
p(BHCDecid),0.21823187600767266,BKSW
p(BHCRipforest),-0.48528192215303184,BKSW
p(BHCWetland),2.0584496584267926,BKSW
p(BHCDry slopes),2.759056153395572,BKSW
p(BHCCultiv),-8.864645930363862,BKSW
p(BHCNon-veg),3.3517882992995287,BKSW
p(xYear),-1.4551231758729652,BKSW
p(day),-3.278659777028063,BKSW
p(tssr),21.650721673355243,BKSW
coef,coef(bestmod),species
psi(Int),-2.996440219087132,MACW
p(Int),16.124572600100493,MACW
p(BHCDecid),-9.680553061774575,MACW
p(BHCRipforest),-10.254805434417236,MACW
p(BHCWetland),-34.3704711770693,MACW
p(BHCDry slopes),-5.501131026591576,MACW
p(BHCCultiv),-26.786353370147832,MACW
p(BHCNon-veg),-18.023821392981354,MACW
p(xYear),5.7730867072731105,MACW
p(day),-37.915569245477265,MACW
p(tssr),19.521222669938652,MACW
coef,coef(bestmod),species
psi(Int),0.360735759754268,GRCA
p(Int),-23.41944956465566,GRCA
p(BHCDecid),11.269495170660393,GRCA
p(BHCRipforest),-5.667012132696951,GRCA
p(BHCWetland),-2.6135771824240037,GRCA
p(BHCDry slopes),15.545412914650253,GRCA
p(BHCCultiv),12.533558214743815,GRCA
p(BHCNon-veg),-2.1840700030460685,GRCA
p(day),16.014413068941852,GRCA
coef,coef(bestmod),species
psi(Int),-0.8616601812599368,BEKI
p(Int),1.9019043501675048,BEKI
p(BHCDecid),-2.087502115460094,BEKI
p(BHCRipforest),1.7436688882047227,BEKI
p(BHCWetland),0.36427164154574837,BEKI
p(BHCDry slopes),-8.222593812170038,BEKI
p(BHCCultiv),-7.464096763439486,BEKI
