nrow,nlevels,successes,trials,mean,lower,upper
24,3,0,20,0,0,0.16843347098308536
296,38,18,20,0.9,0.6830172859809177,0.9876514728297052
568,72,20,20,1,0.8315665290169146,1
844,107,20,20,1,0.8315665290169146,1
1089,142,20,20,1,0.8315665290169146,1
1293,176,20,20,1,0.8315665290169146,1
1491,211,20,20,1,0.8315665290169146,1
1692,246,20,20,1,0.8315665290169146,1
1890,280,20,20,1,0.8315665290169146,1
2094,315,20,20,1,0.8315665290169146,1
