nrow,nlevels,successes,trials,mean,lower,upper
614,3,7,50,0.14,0.05819170034037213,0.26739600249700846
866,4,24,50,0.48,0.33660509160345997,0.6258480549209058
1090,5,40,50,0.8,0.6628168916165119,0.899697762527429
1228,6,47,50,0.94,0.8345180533962271,0.9874514121646659
1704,8,50,50,1,0.9288782635358024,1
2094,10,50,50,1,0.9288782635358024,1
