nrow,nlevels,successes,trials,mean,lower,upper
24,3,0,50,0,0,0.07112173646419762
296,38,41,50,0.82,0.6856305887143496,0.9142379218903364
568,72,47,50,0.94,0.8345180533962271,0.9874514121646659
844,107,50,50,1,0.9288782635358024,1
1089,142,50,50,1,0.9288782635358024,1
1293,176,50,50,1,0.9288782635358024,1
1491,211,50,50,1,0.9288782635358024,1
1692,246,50,50,1,0.9288782635358024,1
1890,280,50,50,1,0.9288782635358024,1
2094,315,50,50,1,0.9288782635358024,1
