OBJECTID_12_13,FID_Footprint_20200701,OBJECTID,PAZ,Shape_Leng,Area_ha,FID_CEM_Oct10_13,OBJECTID_1,OBJECTID_12,OBJECTID_2,OBJECTID_3,FEATURE_ID,CEM_ECP,ECP_TAG,FCODE,JOIN_ID,MAPSH_NBR,POLY_NBR,SOURCE,MAP_SRC,ECO_SEC,BGC_ZONE,BGC_SUBZON,BGC_VRT,BGC_PHASE,SDEC_1,SITE_S1,SITEMC_S1,SITE_M1A,SITE_M1B,STRCT_S1,STRCT_M1,SERAL_1,SDEC_2,SITE_S2,SITEMC_S2,SITE_M2A,SITE_M2B,STRCT_S2,STRCT_M2,SERAL_2,SDEC_3,SITE_S3,SITEMC_S3,SITE_M3A,SITE_M3B,STRCT_S3,STRCT_M3,SERAL_3,AREA,PERIMETER,HECTARES,Shape_Leng_1,SDEC1_Area,SDEC2_Area,SDEC3_Area,HabType_1,HabType_2,HabType_3,PUMP_Strat,MCECA_W,MALAM_W,MODHE_W,MODVI_W,FOREST_TYP,FOREST_T_1,FOREST_T_2,AGE_TYPE1,AGE_TYPE2,AGE_TYPE3,Dens_SAV,MAPE_CT_De,Shape_Le_1,Tot_Dens_S,Tot_Densit,Resting,Vert_Div,Shape_Le_2,Wetland,Grassland,Area_ha_1,Shape_Length,Shape_Area
1,0,1,Dam,42514.256556899999850,2035.160690830000021,45174,45152,25986,39281,0.000000000000000,3246263.000000000000000,25986, , ,314,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,417.867999999999995,3734.690000000000055,41.700000000000003,3734.692923000000064,417.911800000000028,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,2862.856456749999779,46.737736584300002,9.664177432570000,0.000762845043206,0.711000000000000,2862.856435830000009,No,No,28.995431685100002,432.393076886099209,5678.321466578765467
2,0,1,Dam,42514.256556899999850,2035.160690830000021,45366,45352,26369,39234,0.000000000000000,324611.000000000000000,26369, , ,319,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,3293.836999999999989,3852.213000000000193,32.930000000000000,3852.213834879999922,3293.784140000000207,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,2843.046957160000147,30.319928321900001,6.269391469490000,0.000762845043206,0.711000000000000,2843.048412199999802,No,No,18.810052930000001,1934.456522580371484,28464.440606739113719
3,0,1,Dam,42514.256556899999850,2035.160690830000021,45423,45409,26500,39235,0.000000000000000,3246283.000000000000000,26500, , ,112,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,1,AM,k, ,5, ,ap,0, , , , , , , ,0, , , , , , , ,25143.251000000000204,4393.234999999999673,25.140000000000001,4393.234441139999944,25143.234799999998359,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.206499993801000,0.320860013962000,0.096242298722300,0.062440001368500,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,66.148321206000006,0.009084055650610,0.001878352098980,0.000762845043206,0.711000000000000,66.148831920500001,No,No,0.005634944352230,66.148762767276921,56.349081065046711
4,0,1,Dam,42514.256556899999850,2035.160690830000021,45439,45425,26541,39244,0.000000000000000,3246295.000000000000000,26541, , ,248,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,3,SW, , ,5, ,as,0, , , , , , , ,0, , , , , , , ,18386.270000000000437,1928.390000000000100,1.839000000000000,1928.389699999999948,18386.184000000001106,0.000000000000000,0.000000000000000,Upland Forest, , ,Dry,0.235740402639000,0.367148007274000,0.178179992080000,0.035679999202500,DD, , ,YF, , ,3.720500000000000,0.333300000000000,1301.697252769999977,20.227967757700000,1.812117095460000,0.000705218258146,0.677300000000000,1301.697083730000031,No,No,5.436894317570000,1123.019455148387578,47831.459934642633016
5,0,1,Dam,42514.256556899999850,2035.160690830000021,45517,45511,26801,35887,0.000000000000000,324591.000000000000000,26801, , ,25,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,222328.730000000010477,2779.594000000000051,22.233000000000001,2779.594273000000157,222328.711398000014015,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,2779.594922490000044,35.837175000400002,7.410218020750000,0.000762845043206,0.711000000000000,2779.595280059999823,No,No,22.232871472300001,741.686750934014526,9636.994791343056932
6,0,1,Dam,42514.256556899999850,2035.160690830000021,64371,66053,1225,0,0.000000000000000,0.000000000000000,81193,094A026_3518,WI25200100, ,094A026,3518,P,TEM,PEL,BWBS,mw,1, ,10,1,AM,h,w,4, ,ap,0, , , , , , , ,0, , , , , , , ,78504.898437500000000,1391.150146480000103,0.000000000000000,0.000000000000000,78473.779096800004481,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.283317991495000,0.321386013985000,0.173175797701000,0.016502000361700,DZ, , ,YF, , ,0.000000000000000,0.333300000000000,1390.790437910000037,0.000000000000000,2.615532418950000,0.000762845043206,0.711000000000000,1390.790437910000037,No,No,7.847381995060000,1229.224885577943951,45568.764064507478906
7,0,1,Dam,42514.256556899999850,2035.160690830000021,64400,66838,2492,0,0.000000000000000,0.000000000000000,82469,094A016_3127,WI25200100, ,094A016,3127,P,TEM,PEL,BWBS,mw,1, ,10,1,AM,h, ,3, ,ap,0, , , , , , , ,0, , , , , , , ,167442.078125000000000,1987.537109379999947,0.000000000000000,0.000000000000000,167376.451460999989649,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic Open,0.195307701319000,0.260895995736000,0.119894004464000,0.057088002711500,DZ, , ,NV, , ,0.000000000000000,0.000000000000000,1986.836993610000036,0.000000000000000,0.000000000000000,0.000584425148498,0.596700000000000,1986.836993610000036,No,No,16.737642742300000,108.655210450540991,659.388498393426062
8,0,1,Dam,42514.256556899999850,2035.160690830000021,65180,65140,26163,39228,0.000000000000000,6497931.000000000000000,26163, , ,31,94A16,0, ,VRI,PEL,BWBS,mw,1, ,10,0,UR, , , , , ,0, , , , , , , ,0, , , , , , , ,359422.597000000008848,1398.210000000000036,35.942000000000000,1398.215590000000020,359422.521799999987707,0.000000000000000,0.000000000000000,Non Vegetated/Anthropogenic, , ,Anthro,0.176681399882000,0.056808001473500,0.070063997983900,0.007358999960120,NF, , , , , ,0.000000000000000,0.000000000000000,5906.502021410000452,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5906.501413979999597,No,No,13.366883958100001,519.361677372770487,3886.925043679347709
9,0,1,Dam,42514.256556899999850,2035.160690830000021,65213,65173,138,0,0.000000000000000,0.000000000000000,80109,094A026_30126,WI25200100, ,094A026,30126,P,TEM,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,334778.381310000026133,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,4637.385379139999714,53.962935446000003,11.158165136899999,0.000762845043206,0.711000000000000,4637.385379149999608,No,No,33.477843194999998,4642.003646442636636,334655.613062717078719
10,0,1,Dam,42514.256556899999850,2035.160690830000021,65255,65215,133,0,0.000000000000000,0.000000000000000,80161,094A026_30122,WI25200100, ,094A026,30122,P,TEM,PEL,BWBS,mw,1, ,8,0,ES, , ,1, , ,2,1,AM,c, ,3, ,ap,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,219292.466805000003660,54823.116701300001296,0.000000000000000,Non Vegetated/Anthropogenic,Upland Forest, ,Anthro,0.176681399882000,0.056808001473500,0.070063997983900,0.007358999960120,NF,DZ, ,NV,NV, ,0.000000000000000,0.000000000000000,2729.496717240000180,0.000000000000000,0.000000000000000,0.000145367523416,0.000000000000000,2729.496717240000180,No,No,27.411561818100001,1433.958491168162709,15071.989689773798091
11,0,1,Dam,42514.256556899999850,2035.160690830000021,65257,65217,135,0,0.000000000000000,0.000000000000000,80163,094A026_30124,WI25200100, ,094A026,30124,P,TEM,PEL,BWBS,mw,1, ,8,4,BL, , ,4, , ,2,0,OW, , , , , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28760.459376899998460,7190.114844220000123,0.000000000000000,Upland Forest,Water, ,Forested WL,0.071779402688100,0.206718003511000,0.016308000423000,0.020516000039900,CP,NF, ,YF, , ,0.000000000000000,0.000000000000000,2027.450573430000077,0.000000000000000,0.000000000000000,0.000754182469678,0.706100000000000,2027.450573419999955,No,No,3.595055122240000,2027.450716474357023,35950.549369448926882
12,0,1,Dam,42514.256556899999850,2035.160690830000021,65258,65218,136,0,0.000000000000000,0.000000000000000,80164,094A026_30125,WI25200100, ,094A026,30125,P,TEM,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,61045.392946200001461,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,1845.402925070000038,9.839904867080000,2.034642528820000,0.000762845043206,0.711000000000000,1845.402925070000038,No,No,6.104538040250000,1847.631871581079849,60695.116023189984844
13,0,1,Dam,42514.256556899999850,2035.160690830000021,65297,65257,219,0,0.000000000000000,0.000000000000000,80208,094A016_30215,WI25200100, ,094A016,30215,P,TEM,PEL,BWBS,mw,1, ,10,1,AM,g,k,5, ,ap,0, , , , , , , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,972864.459979000035673,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.206499993801000,0.320860013962000,0.096242298722300,0.062440001368500,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,8846.949156909999147,156.816027128999991,32.425573448800002,0.000762845043206,0.711000000000000,8846.949156909999147,No,No,97.286448991300006,4803.924978370289864,184396.972535906475969
14,0,1,Dam,42514.256556899999850,2035.160690830000021,65324,65284,250,0,0.000000000000000,0.000000000000000,80239,094A016_37584,WI25200100, ,094A016,37584,P,TEM,PEL,BWBS,mw,1, ,7,4,BL, , ,5, ,al,3,10,TS, , ,4, , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20100.612392499999260,8614.548168220000662,0.000000000000000,Upland Forest,Forested Wetland, ,Forested WL,0.071779402688100,0.206718003511000,0.016308000423000,0.020516000039900,CP, , ,YF,PS, ,0.000000000000000,0.000000000000000,1692.784702100000004,0.000000000000000,0.000000000000000,0.000754182469678,0.706100000000000,1692.784702100000004,Wetland,No,2.871515033830000,950.583457235576816,13722.996224487371364
15,0,1,Dam,42514.256556899999850,2035.160690830000021,65348,65308,286,0,0.000000000000000,0.000000000000000,80273,094A016_37580,WI25200100, ,094A016,37580,P,TEM,PEL,BWBS,mw,1, ,8,1,AM, , ,5, ,ap,2,0,SE, , ,2,b, ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,48069.930256300001929,12017.482564100000673,0.000000000000000,Upland Forest,Wetland, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ,WL, ,YF,NV, ,1.611900000000000,0.266640000000000,2008.414625879999903,9.685491648079999,1.602171036070000,0.000762845043206,0.711000000000000,2008.414625879999903,Wetland,No,6.008742259480000,2008.414705030477307,60087.424409706065489
16,0,1,Dam,42514.256556899999850,2035.160690830000021,65349,65309,287,0,0.000000000000000,0.000000000000000,80274,094A016_37589,WI25200100, ,094A016,37589,V,TEM,PEL,BWBS,mw,1, ,6,1,AM, , ,5, ,ap,4,0,WS, , ,3,a, ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22614.059553800001595,15076.039702500000203,0.000000000000000,Upland Forest,Wetland, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ,WL, ,YF,NV, ,1.611900000000000,0.199980000000000,1102.931689759999927,6.075260903860000,0.753725836313000,0.000762845043206,0.711000000000000,1102.931689759999927,Wetland,No,3.769006082170000,1102.931705622581831,37690.055675445713860
17,0,1,Dam,42514.256556899999850,2035.160690830000021,65399,65359,361,0,0.000000000000000,0.000000000000000,80344,094A016_37688,WI25200100, ,094A016,37688,G,TEM,PEL,BWBS,mw,1, ,6,1,AM, , ,4, ,ap,4,0,SE, , ,3, , ,0, , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,135179.748219000000972,90119.832145899999887,0.000000000000000,Upland Forest,Wetland, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ,WL, ,YF,NV, ,0.000000000000000,0.199980000000000,4753.857068149999577,0.000000000000000,4.590152231800000,0.000762845043206,0.711000000000000,4753.857055890000083,Wetland,No,22.953056036100001,663.982631133686141,15439.060289069024293
18,0,1,Dam,42514.256556899999850,2035.160690830000021,65463,65423,464,0,0.000000000000000,0.000000000000000,80462,094A016_3258,WI25200100, ,094A016,3258,V,TEM,PEL,BWBS,mw,1, ,10,1,AM,t, ,4, ,ap,0, , , , , , , ,0, , , , , , , ,204919.875000000000000,2596.228271479999876,0.000000000000000,0.000000000000000,204838.996318999998039,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,0.000000000000000,0.333300000000000,2593.461429139999836,0.000000000000000,6.827283282130000,0.000762845043206,0.711000000000000,2593.461429139999836,No,No,20.483898236200002,1583.643183409584708,88596.732885988822090
19,0,1,Dam,42514.256556899999850,2035.160690830000021,65599,65566,692,0,0.000000000000000,0.000000000000000,80656,094A026_4906,WI25200100, ,094A026,4906,P,TEM,PEL,BWBS,mw,1, ,6,3,SW,h,w,5, ,as,4,3,SW,h,w,4, ,as,0, , , , , , , ,207164.093750000000000,3541.775390629999947,0.000000000000000,0.000000000000000,124249.551584999993793,82833.034390200002235,0.000000000000000,Upland Forest,Upland Forest, ,Dry,0.391568804383000,0.426478008449000,0.338659984946000,0.011839999735400,DD,DD, ,YF,PS, ,3.720500000000000,0.333300000000000,3539.675785569999789,77.045076276700001,6.902062605300000,0.000705218258146,0.677300000000000,3539.675785569999789,No,No,20.708258641800001,3460.269263121057520,199316.561956403369550
20,0,1,Dam,42514.256556899999850,2035.160690830000021,65601,65568,695,0,0.000000000000000,0.000000000000000,80659,094A026_3676,WI25200100, ,094A026,3676,P,TEM,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,52807.453125000000000,1218.079467770000065,0.000000000000000,0.000000000000000,65810.595415699994192,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,1443.616824239999914,10.608010899400000,2.193467357010000,0.000762845043206,0.711000000000000,1443.616824239999914,No,No,6.581060177060000,1453.327388230146653,65679.321995785518084
21,0,1,Dam,42514.256556899999850,2035.160690830000021,65603,65570,697,0,0.000000000000000,0.000000000000000,80661,094A026_3579,WI25200100, ,094A026,3579,G,TEM,PEL,BWBS,mw,1, ,10,1,AM,g, ,5, ,ap,0, , , , , , , ,0, , , , , , , ,22217.046875000000000,887.922119141000053,0.000000000000000,0.000000000000000,22208.874007300000812,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,887.030567120999990,3.579844757050000,0.740221017138000,0.000762845043206,0.711000000000000,887.030567120999990,No,No,2.220885139930000,139.511338970924015,244.010768894055616
22,0,1,Dam,42514.256556899999850,2035.160690830000021,65604,65571,698,0,0.000000000000000,0.000000000000000,80662,094A026_3623,WI25200100, ,094A026,3623,P,TEM,PEL,BWBS,mw,1, ,8,0,AS,g, ,3,b, ,2,0,WW,g, ,2,b, ,0, , , , , , , ,35391.187500000000000,1189.476928710000038,0.000000000000000,0.000000000000000,28302.074666500000603,7075.518666629999643,0.000000000000000,Aspen Shrubland,Grassland, ,Dry Open,0.343698596179000,0.274046014547000,0.243713994384000,0.000669000005815,NF,NF, ,NV,NV, ,0.000000000000000,0.000000000000000,1190.103206360000058,0.000000000000000,0.000000000000000,0.000145367523416,0.000000000000000,1190.103206360000058,No,Grassland,3.537756592610000,1190.103239312418737,35377.574512244907964
23,0,1,Dam,42514.256556899999850,2035.160690830000021,65660,65627,2475,0,0.000000000000000,0.000000000000000,82452,094A016_3096,WI25200100, ,094A016,3096,P,TEM,PEL,BWBS,mw,1, ,8,0,CF,t, ,2, , ,2,3,SW,t, ,5, ,as,0, , , , , , , ,187487.281250000000000,2802.482177729999876,0.000000000000000,0.000000000000000,149934.730803000013111,37483.682700700002897,0.000000000000000,Non Vegetated/Anthropogenic,Upland Forest, ,Field,0.206541306853000,0.110459996551000,0.128047998488000,0.010258000019900, ,DD, ,NV,YF, ,0.000000000000000,0.066660000000000,2802.537668930000109,0.000000000000000,1.249331242380000,0.000000000000000,0.000000000000000,2802.537668930000109,No,No,18.741842819999999,2802.537573345402052,187418.425822321325541
24,0,1,Dam,42514.256556899999850,2035.160690830000021,65838,65805,910,0,0.000000000000000,0.000000000000000,80869,094A016_3215,WI25200100, ,094A016,3215,V,TEM,PEL,BWBS,mw,1, ,10,1,AM,h,k,4, ,ap,0, , , , , , , ,0, , , , , , , ,218804.187500000000000,3277.528076170000077,0.000000000000000,0.000000000000000,218717.817573999986053,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.206499993801000,0.320860013962000,0.096242298722300,0.062440001368500,DZ, , ,YF, , ,0.000000000000000,0.333300000000000,3275.633757510000123,0.000000000000000,7.289864042130000,0.000762845043206,0.711000000000000,3275.633757510000123,No,No,21.871779304299999,793.258578460529179,8617.113975536820362
25,0,1,Dam,42514.256556899999850,2035.160690830000021,65980,65947,1094,0,0.000000000000000,0.000000000000000,81065,094A026_4902,WI25200100, ,094A026,4902,G,TEM,PEL,BWBS,mw,1, ,6,5,SC, , ,4, ,ab,4,5,SC, , ,4, ,ep,0, , , , , , , ,223252.453125000000000,3149.127685550000024,0.000000000000000,0.000000000000000,133897.300029000005452,89264.866686199995456,0.000000000000000,Upland Forest,Upland Forest, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DM,DM, ,YF,PS, ,0.000000000000000,0.477300000000000,3147.236232469999777,0.000000000000000,10.651529880000000,0.000873867321963,0.769300000000000,3147.236232469999777,No,No,22.316215964800001,2096.705452194691134,79801.924975119167357
26,0,1,Dam,42514.256556899999850,2035.160690830000021,66077,66044,1209,0,0.000000000000000,0.000000000000000,81177,094A026_3393,WI25200100, ,094A026,3393,P,TEM,PEL,BWBS,mw,1, ,5,1,AM,g, ,5, ,ap,5,0,CB, , ,1, , ,0, , , , , , , ,116017.023438000003807,3454.089843750000000,0.000000000000000,0.000000000000000,64583.388727099998505,64583.388727099998505,0.000000000000000,Upland Forest,Non Vegetated/Anthropogenic, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ,NF, ,YF,NV, ,1.611900000000000,0.166650000000000,3746.116084360000059,20.820394358700000,2.152564501450000,0.000762845043206,0.711000000000000,3746.116084360000059,No,No,12.916678676600000,3676.151223807699807,125423.639413777971640
27,0,1,Dam,42514.256556899999850,2035.160690830000021,66143,66117,1339,0,0.000000000000000,0.000000000000000,81298,094A026_3618,WI25200100, ,094A026,3618,P,TEM,PEL,BWBS,mw,1, ,10,3,SW,s,w,5, ,as,0, , , , , , , ,0, , , , , , , ,37603.562500000000000,1092.099487299999964,0.000000000000000,0.000000000000000,37588.956247800000710,0.000000000000000,0.000000000000000,Upland Forest, , ,Dry,0.391568804383000,0.426478008449000,0.338659984946000,0.011839999735400,DD, , ,YF, , ,3.720500000000000,0.333300000000000,1091.105587380000088,13.984975657700000,1.252840313590000,0.000705218258146,0.677300000000000,1091.105587380000088,No,No,3.758896830460000,1081.287861367951791,37078.252591547308839
28,0,1,Dam,42514.256556899999850,2035.160690830000021,66145,66119,1342,0,0.000000000000000,0.000000000000000,81301,094A026_3485,WI25200100, ,094A026,3485,G,TEM,PEL,BWBS,mw,1, ,8,1,AM,k,s,6, , ,2,6,SC,k, ,6, , ,0, , , , , , , ,207635.968750000000000,2836.369140629999947,0.000000000000000,0.000000000000000,166042.063311000005342,41510.515827700000955,0.000000000000000,Upland Forest,Upland Forest, ,Mesic,0.152099996805000,0.256199992001000,0.069222997680300,0.017920000851200,CZ,CM, ,MF,MF, ,0.000000000000000,0.450000000000000,2834.734722350000084,0.000000000000000,9.339866280810000,0.000799245767734,0.731000000000000,2834.734722350000084,No,No,20.755258401799999,380.304249353275850,3797.516939130531682
29,0,1,Dam,42514.256556899999850,2035.160690830000021,66147,66121,1345,0,0.000000000000000,0.000000000000000,81304,094A026_3509,WI25200100, ,094A026,3509,P,TEM,PEL,BWBS,mw,1, ,10,0,CF,t, ,2, , ,0, , , , , , , ,0, , , , , , , ,9392.367187500000000,647.544799805000025,0.000000000000000,0.000000000000000,9388.726008480000019,0.000000000000000,0.000000000000000,Non Vegetated/Anthropogenic, , ,Field,0.206541306853000,0.110459996551000,0.128047998488000,0.010258000019900, , , ,NV, , ,0.000000000000000,0.000000000000000,647.149591241000053,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,647.149591241000053,No,No,0.938873064151000,647.149705489179041,9388.730802584024786
30,0,1,Dam,42514.256556899999850,2035.160690830000021,66148,66122,1347,0,0.000000000000000,0.000000000000000,81306,094A026_3457,WI25200100, ,094A026,3457,P,TEM,PEL,BWBS,mw,1, ,10,1,AM, , ,5, ,ap,0, , , , , , , ,0, , , , , , , ,64479.984375000000000,1460.546020510000062,0.000000000000000,0.000000000000000,64454.693011000003025,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,1460.114258809999910,10.389448742200001,2.148274251360000,0.000762845043206,0.711000000000000,1460.114258809999910,No,No,6.445467300810000,1460.114231095854393,64454.669185326165461
31,0,1,Dam,42514.256556899999850,2035.160690830000021,66150,66124,1351,0,0.000000000000000,0.000000000000000,81310,094A016_3208,WI25200100, ,094A016,3208,G,TEM,PEL,BWBS,mw,1, ,10,6,SC, , ,6, , ,0, , , , , , , ,0, , , , , , , ,290963.250000000000000,3516.659179690000201,0.000000000000000,0.000000000000000,290853.451945999986492,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic,0.125634597361000,0.220919993103000,0.065533997803900,0.014272000677900,CM, , ,MF, , ,0.000000000000000,0.000000000000000,3521.596729410000080,0.000000000000000,0.000000000000000,0.000597790637765,0.606400000000000,3521.596729410000080,No,No,29.085348228899999,780.303836861828813,35431.523253131519596
32,0,1,Dam,42514.256556899999850,2035.160690830000021,66171,66145,1382,0,0.000000000000000,0.000000000000000,81341,094A026_3578,WI25200100, ,094A026,3578,G,TEM,PEL,BWBS,mw,1, ,6,1,AM,t,y,6, ,ap,4,7,SH,t, ,6, ,ac,0, , , , , , , ,872980.437500000000000,9242.194335939999291,0.000000000000000,0.000000000000000,523575.809747999999672,349050.539831999980379,0.000000000000000,Upland Forest,Riparian Forest, ,Mesic B,0.170568994880000,0.276676012039000,0.091113398790400,0.049729001089900,DZ,DW, ,MF,MF, ,0.000000000000000,0.874820000000000,9242.848579859999518,0.000000000000000,76.339092481099996,0.000855530001590,0.760200000000000,9242.848579870000322,No,No,87.262628290500004,3751.944878136149782,379128.902980218466837
33,0,1,Dam,42514.256556899999850,2035.160690830000021,66207,66181,1439,0,0.000000000000000,0.000000000000000,81398,094A026_3823,WI25200100, ,094A026,3823,V,TEM,PEL,BWBS,mw,1, ,8,0,WW,g, ,2, , ,2,0,CB,g,w,1, , ,0, , , , , , , ,237419.875000000000000,5131.091308590000153,0.000000000000000,0.000000000000000,189860.433916999987559,47465.108479299997271,0.000000000000000,Grassland,Non Vegetated/Anthropogenic, ,Dry Open,0.343698596179000,0.274046014547000,0.243713994384000,0.000669000005815,NF,NF, ,NV,NV, ,0.000000000000000,0.000000000000000,5130.704428019999796,0.000000000000000,0.000000000000000,0.000145367523416,0.000000000000000,5130.704428019999796,No,Grassland,23.732556939999998,87.334788164216462,113.293023108022254
34,0,1,Dam,42514.256556899999850,2035.160690830000021,66243,66217,1709,0,0.000000000000000,0.000000000000000,81460,094A026_3734,WI25200100, ,094A026,3734,G,TEM,PEL,BWBS,mw,1, ,10,5,SC,k, ,5, ,ep,0, , , , , , , ,0, , , , , , , ,28413.156250000000000,916.736938476999967,0.000000000000000,0.000000000000000,28401.711387100000138,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.206499993801000,0.320860013962000,0.096242298722300,0.062440001368500,DM, , ,YF, , ,0.000000000000000,0.000000000000000,916.147455723000007,0.000000000000000,0.000000000000000,0.000873867321963,0.769300000000000,916.147455722000018,No,No,2.840170450020000,916.147652166326452,28401.702121731101215
35,0,1,Dam,42514.256556899999850,2035.160690830000021,66245,66219,1711,0,0.000000000000000,0.000000000000000,81462,094A026_3600,WI25200100, ,094A026,3600,P,TEM,PEL,BWBS,mw,1, ,10,3,SW,k, ,5, ,as,0, , , , , , , ,0, , , , , , , ,76412.578125000000000,2095.746582029999900,0.000000000000000,0.000000000000000,76382.993837100002565,0.000000000000000,0.000000000000000,Upland Forest, , ,Dry,0.285400003195000,0.425780008435000,0.188209991634000,0.044799998998600,DD, , ,YF, , ,3.720500000000000,0.333300000000000,2094.969140189999962,28.418291002000000,2.545845018410000,0.000705218258146,0.677300000000000,2094.969140189999962,No,No,7.638298885120000,1916.764539991428364,70646.757087925463566
36,0,1,Dam,42514.256556899999850,2035.160690830000021,66248,66222,1864,0,0.000000000000000,0.000000000000000,81468,094A026_3561,WI25200100, ,094A026,3561,V,TEM,PEL,BWBS,mw,1, ,7,0,WW,g, ,2, , ,2,0,AS,g, ,3, , ,1,0,CB,w, ,1, , ,129234.968750000000000,2039.599243160000015,0.000000000000000,0.000000000000000,90429.178831099998206,25836.908237499999814,12918.454118699999526,Grassland,Aspen Shrubland,Non Vegetated/Anthropogenic,Dry Open,0.343698596179000,0.274046014547000,0.243713994384000,0.000669000005815,NF,NF,NF,NV,NV,NV,0.000000000000000,0.000000000000000,2038.321416839999983,0.000000000000000,0.000000000000000,0.000145367523416,0.000000000000000,2038.321416839999983,No,Grassland,12.918454556100000,1555.986958945305560,24339.823356658918783
37,0,1,Dam,42514.256556899999850,2035.160690830000021,66249,66223,1910,0,0.000000000000000,0.000000000000000,81469,094A026_3522,WI25200100, ,094A026,3522,P,TEM,PEL,BWBS,mw,1, ,10,1,AM,g,w,5, ,ap,0, , , , , , , ,0, , , , , , , ,79723.671875000000000,2905.376708979999876,0.000000000000000,0.000000000000000,79693.375666199994157,0.000000000000000,0.000000000000000,Upland Forest, , ,Mesic B,0.283317991495000,0.321386013985000,0.173175797701000,0.016502000361700,DZ, , ,YF, , ,1.611900000000000,0.333300000000000,2906.932183420000001,12.845777529499999,2.656180687750000,0.000762845043206,0.711000000000000,2906.932183420000001,No,No,7.969338997150000,2906.932085220790668,79693.386464451206848
