FID,Shape *,OBJECTID_1,OBJECTID,OBJECTID_2,OBJECTID_3,FEATURE_ID,CEM_ECP,ECP_TAG,SOURCE,MAP_SRC,ECO_SEC,BECUNIT,SDEC_1,DEC1,SDEC_2,DEC2,SDEC_3,DEC3,BHC20_1,BHC20_2,BHC20_3,BHC33_1,BHC33_2,BHC33_3,SDEC1_AREA,SDEC2_AREA,SDEC3_AREA,Area_m
148,Polygon,6109,18048,55392,0,7381262,18048, , ,VRI,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,164654.7584,0,0,1064654.761
149,Polygon,6112,18066,55359,0,738191,18066, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,249159.2919,0,0,42938.6426
150,Polygon,6120,18083,55424,0,7381274,18083, , ,VRI,PEL,BWBSmw1,10,SC:ab3,0, ,0, ,DSH, , ,DSH-At, , ,4216.75277,0,0,4216.737468
151,Polygon,6144,18165,55413,0,7381465,18165, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,18984.67635,0,0,18984.59955
152,Polygon,6147,18174,55358,0,738116,18174, , ,VRI,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,16958.69328,0,0,153641.2896
153,Polygon,6159,18205,55386,0,738156,18205, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,15955.88339,0,0,159550.77
154,Polygon,6161,18207,55352,0,7381268,18207, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,143428.5395,0,0,143428.5733
155,Polygon,6173,18232,55389,0,7381298,18232, , ,VRI,PEL,BWBSmw1,10,BL6,0, ,0, ,CMF, , ,CMF-Sb, , ,343142.283,0,0,343142.0635
156,Polygon,6178,18246,55389,0,7381298,18246, , ,VRI,PEL,BWBSmw1,10,BL6,0, ,0, ,CMF, , ,CMF-Sb, , ,191.18551,0,0,191.185998
157,Polygon,6205,18301,55353,0,738188,18301, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,11276.9488,0,0,112760.9447
158,Polygon,6215,18323,55394,0,738158,18323, , ,VRI,PEL,BWBSmw1,10,SC7,0, ,0, ,CMF, , ,CMF-Sw, , ,27.83296,0,0,27.783597
159,Polygon,6216,18325,55388,0,7381383,18325, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,3139.14463,0,0,3139.138502
160,Polygon,6222,18347,5543,0,738121,18347, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,27813.4389,0,0,207813.3567
161,Polygon,6236,18394,5542,0,738997,18394, , ,VRI,PEL,BWBSmw1,10,SC7,0, ,0, ,CMF, , ,CMF-Sw, , ,136419.5839,0,0,136419.5388
162,Polygon,6251,18447,55433,0,7381195,18447, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,454.85757,0,0,454.108647
163,Polygon,6257,18465,55397,0,738116,18465, , ,VRI,PEL,BWBSmw1,10,RI,0, ,0, ,WAT, , ,WAT, , ,9258.21268,0,0,9258.128493
164,Polygon,6262,18481,5544,0,7381438,18481, , ,VRI,PEL,BWBSmw1,10,SC5,0, ,0, ,CYF, , ,CYF-Sw, , ,111368.6194,0,0,111368.6064
165,Polygon,6265,18493,55394,0,738158,18493, , ,VRI,PEL,BWBSmw1,10,SC7,0, ,0, ,CMF, , ,CMF-Sw, , ,315.59835,0,0,315.595107
166,Polygon,6268,18500,55394,0,738158,18500, , ,VRI,PEL,BWBSmw1,10,SC7,0, ,0, ,CMF, , ,CMF-Sw, , ,288.85946,0,0,288.839805
167,Polygon,6310,18652,5541,0,7381415,18652, , ,VRI,PEL,BWBSmw1,10,BL6,0, ,0, ,CMF, , ,CMF-Sb, , ,13126.38779,0,0,13126.30029
168,Polygon,6316,18674,55355,0,7381184,18674, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,585986.8954,0,0,585986.8678
169,Polygon,6319,18683,5541,0,7381415,18683, , ,VRI,PEL,BWBSmw1,10,BL6,0, ,0, ,CMF, , ,CMF-Sb, , ,13.28576,0,0,13.282159
170,Polygon,6330,18716,55431,0,73818,18716, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,22285.8573,0,0,346.96114
171,Polygon,6335,18733,55435,0,7381398,18733, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,38756.6327,0,0,1843.247615
172,Polygon,6381,18849,55363,0,738183,18849, , ,VRI,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,2129.73484,0,0,194340.5214
173,Polygon,6402,18923,55456,0,7381187,18923, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,28344.3894,0,0,108133.7257
174,Polygon,6434,19022,55351,0,738121,19022, , ,VRI,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,1394.4451,0,0,1003939.718
175,Polygon,6445,19053,4678,0,7381457,19053, , ,VRI,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,12275.28877,0,0,12275.26043
176,Polygon,6464,19116,55364,0,738125,19116, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,51233.8196,0,0,448172.6596
177,Polygon,6469,19132,4678,0,7381457,19132, , ,VRI,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,1468.42945,0,0,1468.423867
178,Polygon,6483,19166,4741,0,7381177,19166, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,4213.63898,0,0,4213.625843
179,Polygon,6501,19225,4748,0,738123,19225, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,71588.58878,0,0,60526.75977
180,Polygon,6509,19244,4679,0,7381431,19244, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,45541.99357,0,0,91340.61569
181,Polygon,6511,19251,4678,0,7381457,19251, , ,VRI,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,365.43245,0,0,3605.432913
182,Polygon,6513,19256,46712,0,738177,19256, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,81714.19443,0,0,81714.1686
183,Polygon,6518,19267,55367,0,738152,19267, , ,VRI,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,43683.45188,0,0,184817.2499
184,Polygon,6521,19288,4675,0,7381216,19288, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,26878.29321,0,0,206878.2373
185,Polygon,6544,19357,4751,0,7381375,19357, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,14222.7375,0,0,74152.49465
186,Polygon,6554,19385,46716,0,738197,19385, , ,VRI,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,1872.53866,0,0,1872.474718
187,Polygon,6561,19398,46994,0,7381245,19398, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,977.26617,0,0,977.261717
188,Polygon,6580,19457,46994,0,7381245,19457, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,359.17783,0,0,359.176808
189,Polygon,6585,19470,46713,0,7381212,19470, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,48921.59663,0,0,489210.319
190,Polygon,6590,19483,46994,0,7381245,19483, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,221.99143,0,0,2201.986643
191,Polygon,6614,19546,46721,0,73811,19546, , ,VRI,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,5865.95221,0,0,58065.00826
192,Polygon,6625,19585,4754,0,7381441,19585, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,813.24647,0,0,813.243406
193,Polygon,6633,19623,4754,0,7381441,19623, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,169.23583,0,0,169.238798
194,Polygon,6634,19624,4754,0,7381441,19624, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,4.78163,0,0,4.781252
195,Polygon,6638,19631,4754,0,7381441,19631, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,18.19392,0,0,18.19596
196,Polygon,6640,19641,4754,0,7381441,19641, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,0.75838,0,0,0.758275
197,Polygon,6644,19661,4754,0,7381441,19661, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,2.46572,0,0,2.466025
198,Polygon,6646,19663,4754,0,7381441,19663, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,846.33431,0,0,846.036298
199,Polygon,6647,19664,4754,0,7381441,19664, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,216.67568,0,0,2160.693323
200,Polygon,6669,19725,4754,0,7381441,19725, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,731.23686,0,0,731.239876
201,Polygon,6694,19807,4742,0,7381278,19807, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,137685.557,0,0,147511.9674
202,Polygon,6718,20029,46925,0,7381322,20029, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,25945.1278,0,0,3049.602006
203,Polygon,6740,20108,46936,0,73815,20108, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,522533.3443,0,0,522533.3442
204,Polygon,6741,20112,46929,0,7381369,20112, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,17668.697,0,0,79785.82026
205,Polygon,6742,20113,46999,0,738114,20113, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,1557.58428,0,0,1557.591456
206,Polygon,6744,20118,46664,0,7381217,20118, , ,VRI,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,24222.51199,0,0,24222.43169
207,Polygon,6745,20126,46999,0,738114,20126, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,358.79819,0,0,358.815589
208,Polygon,6754,20159,4747,0,7381432,20159, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,528553.7976,0,0,467760.1675
209,Polygon,6755,20160,46664,0,7381217,20160, , ,VRI,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,1.27843,0,0,1000.259161
210,Polygon,6769,20226,46669,0,738165,20226, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,45653.59222,0,0,145349.2096
211,Polygon,7168,6167,0,0,0,86126,094A001_370,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,113035.4242,0,0,113035.4305
212,Polygon,7169,6168,0,0,0,86127,094A001_371,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,85385.56836,0,0,85385.60157
213,Polygon,7170,6170,0,0,0,86129,094A001_362,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,157131.5216,0,0,157131.4321
214,Polygon,7171,6172,0,0,0,86131,094A001_355,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,96596.14741,0,0,96596.15154
215,Polygon,7467,6456,0,0,0,86427,094A001_109,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,60855.5292,0,0,60855.55014
216,Polygon,7697,6698,0,0,0,86657,094A001_146,E,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,36328.03791,0,0,36328.04784
217,Polygon,7699,6700,0,0,0,86659,094A001_155,P,TEM,PEL,BWBSmw1,10,SH7,0, ,0, ,CMF, , ,CMF-Sw, , ,4931.66157,0,0,4931.646609
218,Polygon,7700,6701,0,0,0,86660,094A001_119,G,TEM,PEL,BWBSmw1,8,AM6,2,BT6,0, ,CMF,FBT, ,CMF-Sw,FBT-Sb, ,693165.3362,173291.3341,0,866456.6629
219,Polygon,8007,7017,0,0,0,86987,093P091_10267,P,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,8832.0487,0,0,8659.735129
220,Polygon,8008,7018,0,0,0,86988,093P091_26,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,15006.55386,0,0,9335.87625
221,Polygon,8009,7019,0,0,0,86989,093P091_16,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,91622.74303,0,0,85734.31412
222,Polygon,8010,7020,0,0,0,86990,093P091_23,P,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,13956.6692,0,0,6686.343602
223,Polygon,7032,6115,0,0,0,86077,094A001_376,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,51589.55876,0,0,51589.57148
224,Polygon,7034,6117,0,0,0,86079,094A001_360,P,TEM,PEL,BWBSmw1,10,BL:al4,0, ,0, ,DYF, , ,DYF-At, , ,257944.1921,0,0,257944.1412
225,Polygon,7036,6119,0,0,0,86081,094A001_373,P,TEM,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,177769.1933,0,0,177769.221
226,Polygon,7041,6771,0,0,0,86747,093P091_108,V,TEM,PEL,BWBSmw1,5,BT3,5,SH3,0, ,FBS,CSH, ,FBS-Sb,CSH-Sw, ,113822.3435,113822.3435,0,227644.6627
227,Polygon,7055,5379,0,0,0,85344,094A001_352,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,15643.54176,0,0,15643.54668
228,Polygon,7058,5382,0,0,0,85347,094A001_273,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,46162.39658,0,0,46162.39486
229,Polygon,7062,5386,0,0,0,85351,094A001_244,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,155012.1523,0,0,45773.98699
230,Polygon,7063,5387,0,0,0,85352,094A001_213,P,TEM,PEL,BWBSmw1,10,WH2,0, ,0, ,WRI, , ,WRI, , ,28926.54174,0,0,28926.50366
231,Polygon,7065,5389,0,0,0,85354,094A001_206,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,37472.93053,0,0,37472.90337
232,Polygon,7073,5471,0,0,0,85433,094A001_318,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,229347.2493,0,0,229347.2702
233,Polygon,7074,5472,0,0,0,85434,094A001_283,P,TEM,PEL,BWBSmw1,5,AM:ap4,3,AM:3,2,CF2,DYF, ,CUL,DYF-At, ,CUL,63323.60563,37994.16338,25329.44225,126647.2112
234,Polygon,7077,5475,0,0,0,85437,094A001_282,G,TEM,PEL,BWBSmw1,10,LL5,0, ,0, ,CYF, , ,CYF-Pl, , ,71870.86555,0,0,71870.82229
235,Polygon,7080,5478,0,0,0,85440,094A001_157,P,TEM,PEL,BWBSmw1,8,AM:ap5,2,AM:3,0, ,DYF, , ,DYF-At, , ,31403.14475,7850.78619,0,39253.93025
236,Polygon,7081,5479,0,0,0,85441,094A001_162,P,TEM,PEL,BWBSmw1,5,AS3,5,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,9692.3327,9692.3327,0,19384.64789
237,Polygon,7083,5531,0,0,0,85487,094A001_382,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,14895.57455,0,0,14895.60168
238,Polygon,7086,5534,0,0,0,85490,094A001_110,G,TEM,PEL,BWBSmw1,10,SH:ac5,0, ,0, ,DYF, , ,DYF-Ac, , ,893152.4584,0,0,893152.4175
239,Polygon,7087,5535,0,0,0,85491,094A001_343,P,TEM,PEL,BWBSmw1,10,RW,0, ,0, ,ANT, , ,ANT, , ,19947.19421,0,0,19947.1982
240,Polygon,7088,5595,0,0,0,85551,094A001_336,P,TEM,PEL,BWBSmw1,7,WH2,3,Fm024,0, ,WRI,RYF, ,WRI,RYF-Ac, ,27840.98964,11931.8527,0,39772.85416
241,Polygon,7091,5598,0,0,0,85554,094A001_329,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,49514.40447,0,0,49514.44256
242,Polygon,7092,5599,0,0,0,85555,094A001_337,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,12094.17839,0,0,12094.16564
243,Polygon,7093,5600,0,0,0,85556,094A001_334,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,35386.11689,0,0,35386.08386
244,Polygon,7098,5605,0,0,0,85561,094A001_276,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,10198.98996,0,0,10199.00838
245,Polygon,7099,5606,0,0,0,85562,094A001_277,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,2343.10663,0,0,2343.115816
246,Polygon,7101,5629,0,0,0,85585,094A001_278,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,206075.3146,0,0,206075.4034
247,Polygon,7105,5633,0,0,0,85589,094A001_327,P,TEM,PEL,BWBSmw1,8,WW2,2,AM:4,0, ,DSG, , ,DSG, , ,5120.49758,1280.1244,0,6400.608177
248,Polygon,7106,5634,0,0,0,85590,094A001_328,P,TEM,PEL,BWBSmw1,10,RW,0, ,0, ,ANT, , ,ANT, , ,16182.63933,0,0,16182.64738
249,Polygon,7107,5635,0,0,0,85591,094A001_309,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,55387.56166,0,0,55387.56806
250,Polygon,7110,5913,0,0,0,85689,094A001_249,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,11444.35721,0,0,11444.39025
251,Polygon,7111,6283,0,0,0,85696,094A001_300,P,TEM,PEL,BWBSmw1,6,RW,4,AM:5,0, ,ANT, , ,ANT, , ,259300.1055,172866.737,0,432166.8365
252,Polygon,7114,5877,0,0,0,85844,094A001_4815,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,277765.527,0,0,277765.53
253,Polygon,7118,5881,0,0,0,85848,094A001_341,E,TEM,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,213666.6372,0,0,213666.6573
254,Polygon,7119,5882,0,0,0,85849,094A001_325,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,53945.53604,0,0,53945.53289
255,Polygon,7123,5906,0,0,0,85873,094A001_379,P,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,157918.3915,0,0,157918.3799
256,Polygon,7127,5914,0,0,0,85879,094A001_234,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,55454.6629,0,0,55454.69704
257,Polygon,7131,5918,0,0,0,85883,094A001_238,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,92897.04664,0,0,48925.68171
258,Polygon,7132,6049,0,0,0,86011,094A001_330,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,258148.2071,0,0,258148.2123
259,Polygon,7134,6051,0,0,0,86013,094A001_365,G,TEM,PEL,BWBSmw1,10,SH:ac6,0, ,0, ,DMF, , ,DMF-Ac, , ,114979.7002,0,0,114979.6329
260,Polygon,7137,6054,0,0,0,86016,094A001_316,P,TEM,PEL,BWBSmw1,7,WH2,3,GB1,0, ,WRI,NVE, ,WRI,NVE, ,43092.51516,18468.22078,0,61560.77067
261,Polygon,7139,6056,0,0,0,86018,094A001_320,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,48928.10447,0,0,48928.07815
262,Polygon,7140,6057,0,0,0,86019,094A001_326,P,TEM,PEL,BWBSmw1,7,Fm026,3,AM6,0, ,RMF,CMF, ,RMF-Ac,CMF-Sw, ,23356.33072,0,0,23356.32489
263,Polygon,7141,6058,0,0,0,86020,094A001_323,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,69704.30071,0,0,69704.3259
264,Polygon,7146,6063,0,0,0,86025,094A001_248,P,TEM,PEL,BWBSmw1,6,CF2,2,AM:5,2,RW,CUL, ,ANT,CUL, ,ANT,9495.71879,3165.2396,3165.2396,15826.22807
265,Polygon,7147,6064,0,0,0,86026,094A001_153,V,TEM,PEL,BWBSmw1,8,AM:ap4,2,RZ,0, ,DYF,ANT, ,DYF-At,ANT, ,247322.6587,61830.66468,0,309153.3408
266,Polygon,7149,6066,0,0,0,86028,094A001_138,P,TEM,PEL,BWBSmw1,10,SH7,0, ,0, ,CMF, , ,CMF-Sw, , ,64298.96738,0,0,64298.97449
267,Polygon,7151,6068,0,0,0,86030,094A001_114,V,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,298300.14,0,0,298300.0987
268,Polygon,7160,6113,0,0,0,86075,094A001_344,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,190801.6177,0,0,190801.6293
269,Polygon,7175,6176,0,0,0,86135,094A001_369,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,76588.2027,0,0,76588.24583
270,Polygon,7176,6177,0,0,0,86136,094A001_364,P,TEM,PEL,BWBSmw1,10,BL5,0, ,0, ,CYF, , ,CYF-Sb, , ,142270.5847,0,0,142270.5682
271,Polygon,7178,6179,0,0,0,86138,094A001_359,P,TEM,PEL,BWBSmw1,10,BL4,0, ,0, ,CYF, , ,CYF-Sb, , ,120789.1481,0,0,120789.1698
272,Polygon,7179,6180,0,0,0,86139,094A001_358,G,TEM,PEL,BWBSmw1,10,LL:ak5,0, ,0, ,DYF, , ,DYF-At, , ,94911.17974,0,0,94911.19437
273,Polygon,7181,6182,0,0,0,86141,094A001_372,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,48290.04975,0,0,48290.1104
274,Polygon,7184,6185,0,0,0,86144,094A001_308,E,TEM,PEL,BWBSmw1,10,LL5,0, ,0, ,CYF, , ,CYF-Pl, , ,1194204.188,0,0,1194204.274
275,Polygon,7191,6192,0,0,0,86151,094A001_340,E,TEM,PEL,BWBSmw1,10,SO6,0, ,0, ,CMF, , ,CMF-Sw, , ,121814.6821,0,0,121814.6463
276,Polygon,7199,6200,0,0,0,86159,094A001_353,E,TEM,PEL,BWBSmw1,10,Fm026,0, ,0, ,RMF, , ,RMF-Ac, , ,60248.7584,0,0,60248.73941
277,Polygon,7203,6204,0,0,0,86163,094A001_350,G,TEM,PEL,BWBSmw1,8,WH3,2,Fm023,0, ,WRI,RSH, ,WRI,RSH-Ac, ,58320.99941,14580.24985,0,72901.27217
278,Polygon,7205,6206,0,0,0,86165,094A001_357,P,TEM,PEL,BWBSmw1,6,BL4,4,BL3,0, ,CYF,CSH, ,CYF-Sb,CSH-Sb, ,30347.51821,20231.67881,0,50579.17276
279,Polygon,7207,6208,0,0,0,86167,094A001_4814,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,171849.2262,0,0,171849.198
280,Polygon,7211,6212,0,0,0,86171,094A001_306,P,TEM,PEL,BWBSmw1,6,CF2,4,RZ,0, ,CUL,ANT, ,CUL,ANT, ,83183.29178,55455.52785,0,138638.7702
281,Polygon,7213,6214,0,0,0,86173,094A001_356,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,29602.26043,0,0,29602.28997
282,Polygon,7219,6220,0,0,0,86179,094A001_305,G,TEM,PEL,BWBSmw1,10,LL:ak5,0, ,0, ,DYF, , ,DYF-At, , ,217356.7366,0,0,217356.8568
283,Polygon,7220,6221,0,0,0,86180,094A001_4813,P,TEM,PEL,BWBSmw1,10,SO6,0, ,0, ,CMF, , ,CMF-Sw, , ,105877.1876,0,0,105877.1543
284,Polygon,7222,6223,0,0,0,86182,094A001_351,P,TEM,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,22832.01441,0,0,22832.0613
285,Polygon,7223,6224,0,0,0,86183,094A001_339,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,62748.89383,0,0,62748.92813
286,Polygon,7224,6225,0,0,0,86184,094A001_349,G,TEM,PEL,BWBSmw1,8,AS3,2,CB1,0, ,DSS,NVE, ,DSS,NVE, ,30443.22677,7610.80669,0,38054.02397
287,Polygon,7226,6227,0,0,0,86186,094A001_345,G,TEM,PEL,BWBSmw1,5,Fm023,5,Fm024,0, ,RSH,RYF, ,RSH-Ac,RYF-Ac, ,8690.42078,8690.42078,0,17380.83522
288,Polygon,7227,6228,0,0,0,86187,094A001_342,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,140070.9067,0,0,140070.8992
289,Polygon,7228,6229,0,0,0,86188,094A001_348,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,19463.00576,0,0,19463.00104
290,Polygon,7229,6230,0,0,0,86189,094A001_335,V,TEM,PEL,BWBSmw1,7,WH2,3,Fm026,0, ,WRI,RMF, ,WRI,RMF-Ac, ,84186.32149,36079.85207,0,120266.172
291,Polygon,7230,6231,0,0,0,86190,094A001_347,E,TEM,PEL,BWBSmw1,10,LL4,0, ,0, ,CYF, , ,CYF-Pl, , ,33944.71583,0,0,33944.69401
292,Polygon,7231,6232,0,0,0,86191,094A001_346,E,TEM,PEL,BWBSmw1,10,GP1,0, ,0, ,ANT, , ,ANT, , ,25143.63752,0,0,25143.63284
293,Polygon,7232,6233,0,0,0,86192,094A001_331,V,TEM,PEL,BWBSmw1,8,AS3,2,CB1,0, ,DSS,NVE, ,DSS,NVE, ,56119.18081,14029.7952,0,70148.9757
