ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
315,Sphyrapicus thyroideus thyroideus,,Williamson's Sapsucker, thyroideus subspecies,,B-WISA-TH,ABNYF05032,G5T4,2016-4-9 0:00:00,SNRB,2012-12-17 0:00:00,2013-1-2 0:00:00,E (Dec 2017),Full Species,No Status,Y (Jun 2006),,,,,,1-E (Aug 2006),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Piciformes,Picidae,DAB;DCS;DKA;DOS,3;8,TNRD;NORD;KBRD;OSRD,,BG;ICH;IDF;MS;PP,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,Not recognized as a subspecies (Gyug et al 2012).
316,Sphyrapicus varius,,Yellow-bellied Sapsucker,,B-YBSA,ABNYF05010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,Riparian Forest;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
317,Caracara cheriway,,Crested Caracara,,B-CRCA,ABNKD02020,G5,2000-9-8 0:00:00,SNA,2015-3-5 0:00:00,2002-1-10 0:00:00,,,Accidental,,,,,,,,,8 - Accidental (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
318,Falco columbarius,,Merlin,,B-MERL,ABNKD06030,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,2005-11-29 0:00:00,NAR (May 1985),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,,,,,,Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Avalanche Track;Meadow;Grassland;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed,Native,Regularly occurring,Y,,N,N,
319,Falco mexicanus,,Prairie Falcon,,B-PRFA,ABNKD06090,G5,2016-4-7 0:00:00,S1,2018-4-27 0:00:00,2018-4-27 0:00:00,NAR (May 1996),,Red,Y (Jun 2006),,,,,,,,3 - Sensitive (2005),I,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,DAB;DCC;DCH;DCS;DKA;DKL;DMH;DOS;DRM,3;4;5;8,EKRD;CKRD;SLRD;TNRD;CBRD;KBRD;OSRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBS,Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Tundra;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,Y,
320,Falco peregrinus,,Peregrine Falcon,,B-PEFA,ABNKD06070,G4,2016-4-7 0:00:00,S3,2015-3-5 0:00:00,1998-6-30 0:00:00,SC (Apr 2007),Anatum, pealei and tundrius subspecies.,No Status,,,,,,,1-SC,,4 - Secure (2005),I,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,DCC;DCH;DCK;DCR;DCS;DKA;DMH;DNC;DND;DNI;DOS;DQC;DRM;DSC;DSI;DSQ;DSS_C,1;2;3;4;5;6;8,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;SLRD;TNRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;SKRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBS;SWB,,Native,Regularly occurring,Y,,N,N,This species is being tracked and mapped at the subspecies level.
321,Falco peregrinus anatum,,Peregrine Falcon, anatum subspecies,,B-PEFA-AN,ABNKD06071,G4T4,2016-4-7 0:00:00,S2?,2011-1-4 0:00:00,2011-1-4 0:00:00,NAR (Dec 2017),,Red,,,,,Y,,1-SC (Jun 2012),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Falconiformes,Falconidae,DCC;DCH;DCK;DCS;DKA;DKL;DMH;DMK;DOS;DRM;DSC;DSI;DSQ,1;2;3;4;5;6;8,EKRD;MVRD;CRD;CVRD;PWRD;SCRD;CKRD;SLRD;TNRD;CBRD;KBRD;BNRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;IDF;MS;PP;SBS,Bog;Fen;Swamp;Marsh;Alkali Ponds/Salt Flats;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Beach;Urban/Suburban;Pond/Open Water;Riparian Herbaceous;A,Native,Regularly occurring,Y,,N,Y,
322,Falco peregrinus pealei,,Peregrine Falcon, pealei subspecies,,B-PEFA-PE,ABNKD06073,G4T3,2016-4-7 0:00:00,S3S4,2019-4-30 0:00:00,2019-5-15 0:00:00,SC (Dec 2017),,Blue,,,,,,,1-SC (Jun 2003),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Falconiformes,Falconidae,DCR;DKM;DNC;DNI;DQC;DSI,1;5;6,CVRD;RDN;ACRD;CXRD;STRD;MWRD;CCRD;SQCRD;KSRD,,CDF;CWH,Estuary;Marsh;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Rock/Sparsely Vegetated Rock;Intertidal Marine;Meadow;Marine Island;Beach;Urban/Suburban;Pond/Open Water;Riparian Herbaceous;Gravel Bar;Mudflats - Intertidal;Sheltered Water,Native,Regularly occurring,Y,,N,Y,
323,Falco peregrinus tundrius,,Peregrine Falcon, tundrius subspecies,,B-PEFA-TU,ABNKD06074,G4T3,2016-4-7 0:00:00,SUM,2019-4-12 0:00:00,2009-1-26 0:00:00,NAR (Dec 2017),,Unknown,,,,,,,1-SC (Jun 2012),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Falconiformes,Falconidae,,,,,,,Native,Regularly occurring,N,,N,N,Transient non-breeder. There are regular records, however the subspecies is not always distinguished from other subspecies.
324,Falco rusticolus,,Gyrfalcon,,B-GYRF,ABNKD06080,G5,2016-4-7 0:00:00,S3S4B, SNRN,2015-3-5 0:00:00,2005-11-29 0:00:00,NAR (May 1987),,Blue,,,,,,,,,4 - Secure (2005),I,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,DFN;DSS_C,6;9,KSRD;SKRD;NRRD,,BAFA;BG;BWBS;CDF;CWH;ICH;IDF;SBPS;SBS;SWB,Estuary;Bog;Fen;Swamp;Marsh;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Tundra;Intertidal Marine;Meadow;Grassland;Shrub - Natural;Pond/Open Water;Mudflats - Intertidal;Alpine/Subalpine Meadow;Alpine Grassland;Sheltered Waters - Mar,Native,Regularly occurring,Y,,N,Y,
325,Falco sparverius,,American Kestrel,,B-AMKE,ABNKD06020,G5,2016-4-7 0:00:00,S4S5B,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Tundra;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed,Native,Regularly occurring,Y,,N,N,
326,Falco tinnunculus,,Eurasian Kestrel,,B-EUKE,ABNKD06010,G5,1996-11-22 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,,,,8 - Accidental (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Falconiformes,Falconidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
327,Contopus cooperi,,Olive-sided Flycatcher,,B-OSFL,ABPAE32010,G4,2016-4-7 0:00:00,S3S4B,2015-3-5 0:00:00,2009-1-26 0:00:00,SC (May 2018),,Blue,,,,,,Y,1-T (Feb 2010),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Pond/Open Water,Native,Regularly occurring,Y,,N,N,Currently not mapping this species as it is still wide spread and has been listed based on declining trends.
328,Contopus sordidulus,,Western Wood-Pewee,,B-WWPE,ABPAE32050,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Pond/Open Water;Shrub - Logged;Indust,Native,Regularly occurring,Y,,N,N,
329,Empidonax alnorum,,Alder Flycatcher,,B-ALFL,ABPAE33030,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
330,Empidonax difficilis,,Pacific-slope Flycatcher,,B-PSFL,ABPAE33120,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,,BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS,Riparian Forest;Riparian Shrub;Cliff;Rock/Sparsely Vegetated Rock;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Riparian Herbaceous;Gravel Bar;Industrial,Native,Regularly occurring,Y,,N,N,
331,Empidonax flaviventris,,Yellow-bellied Flycatcher,,B-YBFL,ABPAE33010,G5,2016-4-7 0:00:00,S4B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,BWBS;SBS,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet,Native,Regularly occurring,Y,,N,N,
332,Empidonax hammondii,,Hammond's Flycatcher,,B-HAFL,ABPAE33080,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
333,Empidonax minimus,,Least Flycatcher,,B-LEFL,ABPAE33070,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
334,Empidonax oberholseri,,Dusky Flycatcher,,B-DUFL,ABPAE33090,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2011-1-4 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,Riparian Shrub;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Shrub - Logged,Native,Regularly occurring,Y,,N,N,
335,Empidonax occidentalis,,Cordilleran Flycatcher,,B-COFL,ABPAE33160,G5,2016-4-7 0:00:00,SU,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Unknown,,,,,,Y,,,5 - Undetermined (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
336,Empidonax traillii,,Willow Flycatcher,,B-WIFL,ABPAE33040,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DKA;DKL;DMH;DNI;DOS;DQU;DRM;DSC;DSI;DSQ,1;2;3;4;5;8,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KBRD;OSRD;FVRD,,BG;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS,Estuary;Marsh;Riparian Shrub;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Shrub - Natural;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix);Pond/Open Water;Shrub - Logged,Native,Regularly occurring,Y,,N,N,
337,Empidonax virescens,,Acadian Flycatcher,,B-ACFL,ABPAE33020,G5,2016-4-7 0:00:00,SNA,2015-3-5 0:00:00,,E (Apr 2010),,Accidental,,,,,,Y,1-E,Accidental in BC,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
338,Empidonax wrightii,,Gray Flycatcher,,B-GRFL,ABPAE33100,G5,2016-4-7 0:00:00,S3B,2015-3-5 0:00:00,2001-9-24 0:00:00,NAR (May 1992),,Blue,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,DOS,8,OSRD,,BG;IDF;PP,Conifer Forest - Dry,Native,Regularly occurring,Y,,N,Y,
339,Myiarchus cinerascens,,Ash-throated Flycatcher,,B-ATFL,ABPAE43050,G5,1996-12-2 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
340,Myiarchus crinitus,,Great Crested Flycatcher,,B-GCFL,ABPAE43070,G5,2016-4-9 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
341,Sayornis nigricans,,Black Phoebe,,B-BLPH,ABPAE35010,G5,1996-12-2 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
342,Sayornis phoebe,,Eastern Phoebe,,B-EAPH,ABPAE35020,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
343,Sayornis saya,,Say's Phoebe,,B-SAPH,ABPAE35030,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
344,Tyrannus crassirostris,,Thick-billed Kingbird,,B-TBKI,ABPAE52040,G5,1996-12-2 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
345,Tyrannus dominicensis,,Gray Kingbird,,B-GRKI,ABPAE52070,G5,2014-3-4 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
346,Tyrannus forficatus,,Scissor-tailed Flycatcher,,B-STFL,ABPAE52100,G5,2016-4-10 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
347,Tyrannus melancholicus,,Tropical Kingbird,,B-TRKI,ABPAE52010,G5,1996-12-2 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
348,Tyrannus tyrannus,,Eastern Kingbird,,B-EAKI,ABPAE52060,G5,2016-4-10 0:00:00,S5B,2015-3-5 0:00:00,2015-4-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,Swamp;Marsh;Riparian Forest;Riparian Shrub;Lake;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Pond/Open Water;Riparian Herbaceous;Antelope-brush Steppe;Gra,Native,Regularly occurring,Y,,N,N,
349,Tyrannus verticalis,,Western Kingbird,,B-WEKI,ABPAE52050,G5,2016-4-10 0:00:00,S4S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Tyrannidae,,,,,,,Native,Regularly occurring,Y,,N,N,
350,Lanius borealis,Lanius excubitor,Northern Shrike,,B-NOSH,ABPBR01040,G5,2016-4-9 0:00:00,S4B,S4N,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Laniidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Avalanche Track;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Krummholtz;Urban/Suburban,Native,Regularly occurring,Y,,N,N,
351,Lanius cristatus,,Brown Shrike,,B-BRSH,ABPBR01010,G5,1997-1-5 0:00:00,SNA,2019-10-22 0:00:00,2019-10-22 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Laniidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
352,Lanius ludovicianus,,Loggerhead Shrike,,B-LOSH,ABPBR01030,G4,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Laniidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
353,Vireo atricapilla,,Black-capped Vireo,,B-BCVI,ABPBW01120,G3,2008-11-7 0:00:00,SNA,2009-1-10 0:00:00,,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
354,Vireo cassinii,,Cassin's Vireo,,B-CAVI,ABPBW01290,G5,2016-4-10 0:00:00,S5B,2015-3-5 0:00:00,1998-10-13 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,,Native,Regularly occurring,Y,,N,N,
355,Vireo flavoviridis,,Yellow-green Vireo,,B-YGVI,ABPBW01270,G5,1996-12-3 0:00:00,SNA,2014-3-3 0:00:00,2014-3-3 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
356,Vireo gilvus,,Warbling Vireo,,B-WAVI,ABPBW01210,G5,2016-4-10 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,,Native,Regularly occurring,Y,,N,N,
357,Vireo huttoni,,Hutton's Vireo,,B-HUVI,ABPBW01190,G5,2016-4-10 0:00:00,S4,2015-3-5 0:00:00,1999-12-2 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,Riparian Forest;Riparian Shrub;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet,Native,Regularly occurring,Y,,N,N,
358,Vireo olivaceus,,Red-eyed Vireo,,B-REVI,ABPBW01240,G5,2016-4-10 0:00:00,S5B,2015-3-5 0:00:00,2015-4-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Riparian Forest;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
359,Vireo philadelphicus,,Philadelphia Vireo,,B-PHVI,ABPBW01230,G5,2016-4-10 0:00:00,S4B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,DFN;DPC,9,PRRD;NRRD,,BWBS,Riparian Forest;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
360,Vireo solitarius,,Blue-headed Vireo,,B-BHVI,ABPBW01160,G5,2016-4-10 0:00:00,S4S5B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Vireonidae,,,,,,,Native,Regularly occurring,Y,,N,N,
361,Aphelocoma californica,,Western Scrub-Jay,,B-WSJA,ABPAV06070,G5,1996-12-2 0:00:00,SUB,2015-3-5 0:00:00,2014-6-23 0:00:00,,,Unknown,,,,,,,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Corvidae,,,,,,,Native,Regularly occurring,Y,,N,N,
362,Corvus brachyrhynchos,,American Crow,,B-AMCR,ABPAV10010,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Corvidae,,,,,,,Native,Regularly occurring,Y,,N,N,
