Station,MitProp,Visit,SurveyID,Year,Date,Time,BHC20_100,UTM_Northing,UTM_Easting,B-ATTW,B-BBWO,B-DOWO,B-HAWO,B-NOFL,B-PIWO,B-YBSA
WP19-036,No,2,WP19-036-2,2019,2019-06-26,5:47:00,RSH,598463,6232720,0,0,0,0,1,0,0
WP19-037,No,1,WP19-037-1,2019,2019-06-05,8:23:00,DSH,598260,6232426,0,0,0,0,0,1,0
WP19-037,No,2,WP19-037-2,2019,2019-06-23,5:24:00,DSH,598260,6232426,0,0,0,0,0,0,0
WP19-038,No,1,WP19-038-1,2019,2019-06-05,7:00:00,DSH,595680,6230173,0,0,0,0,0,0,0
WP19-038,No,2,WP19-038-2,2019,2019-06-26,5:19:00,DSH,595680,6230173,0,0,0,0,0,0,0
WP19-039,No,1,WP19-039-1,2019,2019-06-05,7:32:00,RMF,595549,6230738,0,0,0,0,0,0,0
WP19-039,No,2,WP19-039-2,2019,2019-06-26,4:47:00,RMF,595549,6230738,0,0,0,0,0,0,0
WP19-040,No,1,WP19-040-1,2019,2019-06-05,7:53:00,DYF,595279,6230665,0,0,0,0,0,0,0
WP19-040,No,2,WP19-040-2,2019,2019-06-26,4:52:00,DYF,595279,6230665,0,0,0,0,0,0,0
WP19-041,No,1,WP19-041-1,2019,2019-06-05,6:32:00,CYF,595241,6230009,0,0,0,0,0,0,0
WP19-041,No,2,WP19-041-2,2019,2019-06-21,9:44:00,CYF,595241,6230009,0,0,0,0,0,0,0
WP19-042,No,1,WP19-042-1,2019,2019-06-05,6:08:00,CYF,595175,6229496,1,0,0,0,0,0,0
WP19-042,No,2,WP19-042-2,2019,2019-06-21,9:40:00,CYF,595175,6229496,0,0,0,0,0,0,0
WP19-045,No,1,WP19-045-1,2019,2019-06-04,9:55:00,CYF,594553,6229411,0,0,0,0,0,0,0
WP19-045,No,2,WP19-045-2,2019,2019-06-21,9:10:00,CYF,594553,6229411,0,0,0,1,0,1,0
WP19-046,No,1,WP19-046-1,2019,2019-06-05,5:38:00,CYF,594403,6228631,0,0,0,0,0,0,0
WP19-046,No,2,WP19-046-2,2019,2019-06-26,4:13:00,CYF,594403,6228631,0,0,0,0,0,0,0
WP19-050,No,1,WP19-050-1,2019,2019-06-04,9:21:00,CYF,594006,6229313,0,0,0,0,0,0,0
WP19-050,No,2,WP19-050-2,2019,2019-06-21,8:44:00,CYF,594006,6229313,0,0,2,0,1,0,0
WP19-051,No,1,WP19-051-1,2019,2019-06-05,5:09:00,CMF,593621,6228112,0,0,0,0,0,0,1
WP19-051,No,2,WP19-051-2,2019,2019-06-26,4:14:00,CMF,593621,6228112,0,0,0,0,0,0,0
WP19-052,No,1,WP19-052-1,2019,2019-06-05,4:32:00,CMF,593219,6228796,0,0,0,0,0,0,0
WP19-052,No,2,WP19-052-2,2019,2019-06-21,8:54:00,CMF,593219,6228796,0,0,0,0,0,0,0
WP19-053,No,1,WP19-053-1,2019,2019-06-03,9:39:00,CYF,592876,6227671,0,0,0,0,0,0,0
WP19-053,No,2,WP19-053-2,2019,2019-06-26,4:59:00,CYF,592876,6227671,0,0,0,0,0,0,0
WP19-055,No,1,WP19-055-1,2019,2019-06-03,9:26:00,CYF,592514,6227437,0,0,0,0,0,0,0
WP19-055,No,2,WP19-055-2,2019,2019-06-26,4:35:00,CYF,592514,6227437,0,0,0,0,0,0,0
WP19-056,No,1,WP19-056-1,2019,2019-06-03,8:59:00,CYF,592096,6227429,0,0,0,0,0,0,0
WP19-056,No,2,WP19-056-2,2019,2019-06-26,4:13:00,CYF,592096,6227429,0,0,0,0,0,0,0
WP19-061,No,1,WP19-061-1,2019,2019-06-03,8:21:00,CMF,590804,6226725,0,0,0,0,0,0,0
WP19-061,No,2,WP19-061-2,2019,2019-06-19,4:13:00,CMF,590804,6226725,1,0,0,0,0,0,0
WP19-064,No,1,WP19-064-1,2019,2019-06-03,7:48:00,DMF,589919,6226362,0,0,0,0,0,0,0
WP19-064,No,2,WP19-064-2,2019,2019-06-20,6:31:00,DMF,589919,6226362,0,0,0,0,0,2,0
WP19-066,No,1,WP19-066-1,2019,2019-06-03,7:19:00,DYF,589686,6226108,0,0,0,0,0,0,0
WP19-066,No,2,WP19-066-2,2019,2019-06-19,4:51:00,DYF,589686,6226108,0,0,0,0,0,1,0
WP19-067,No,1,WP19-067-1,2019,2019-06-06,7:06:00,CMF,589449,6226073,0,0,0,0,0,0,0
WP19-070,No,1,WP19-070-1,2019,2019-06-04,4:34:00,DYF,589104,6225693,0,0,0,0,0,0,2
WP19-070,No,2,WP19-070-2,2019,2019-06-19,7:01:00,DYF,589104,6225693,0,0,0,1,0,1,0
WP19-072,No,1,WP19-072-1,2019,2019-06-03,4:29:00,RMF,588610,6225496,0,0,0,0,0,0,0
WP19-072,No,2,WP19-072-2,2019,2019-06-19,8:02:00,RMF,588610,6225496,0,0,0,0,0,1,0
WP19-075,No,1,WP19-075-1,2019,2019-06-03,5:06:00,RMF,588264,6225075,0,0,0,1,0,0,0
WP19-075,No,2,WP19-075-2,2019,2019-06-19,8:52:00,RMF,588264,6225075,0,0,0,0,0,0,0
WP19-076,No,1,WP19-076-1,2019,2019-06-06,5:39:00,DMF,588063,6226297,0,0,0,0,0,0,0
WP19-076,No,2,WP19-076-2,2019,2019-06-25,4:13:00,DMF,588063,6226297,0,0,0,0,0,0,0
WP19-079,No,1,WP19-079-1,2019,2019-06-03,6:00:00,RMF,587895,6224757,0,0,0,0,0,0,0
WP19-079,No,2,WP19-079-2,2019,2019-06-19,8:49:00,RMF,587895,6224757,0,0,0,0,0,1,0
WP19-083,No,1,WP19-083-1,2019,2019-06-03,6:32:00,DYF,587381,6223986,0,0,0,0,0,0,0
WP19-083,No,2,WP19-083-2,2019,2019-06-19,9:23:00,DYF,587381,6223986,0,0,0,0,0,0,0
WP19-087,No,1,WP19-087-1,2019,2019-06-02,9:45:00,CYF,586768,6223923,2,0,0,0,0,0,0
WP19-087,No,2,WP19-087-2,2019,2019-06-19,9:30:00,CYF,586768,6223923,0,0,0,0,0,0,1
WP19-088,No,1,WP19-088-1,2019,2019-06-03,8:59:00,DYF,586739,6223156,0,0,0,0,0,0,0
WP19-088,No,2,WP19-088-2,2019,2019-06-20,7:36:00,DYF,586739,6223156,0,0,0,0,0,0,0
WP19-095,No,1,WP19-095-1,2019,2019-06-02,9:50:00,DYF,585734,6223064,0,0,0,0,0,0,2
WP19-095,No,2,WP19-095-2,2019,2019-06-20,5:50:00,DYF,585734,6223064,0,0,0,0,0,1,0
WP19-097,No,1,WP19-097-1,2019,2019-06-02,9:08:00,DYF,585604,6222173,0,0,0,0,0,0,0
WP19-097,No,2,WP19-097-2,2019,2019-06-20,5:02:00,DYF,585604,6222173,0,0,0,1,0,0,0
WP19-098,No,1,WP19-098-1,2019,2019-06-02,9:31:00,DMF,585340,6222233,0,0,0,0,0,0,0
WP19-098,No,2,WP19-098-2,2019,2019-06-20,4:34:00,DMF,585340,6222233,0,0,0,0,0,0,0
WP19-099,No,1,WP19-099-1,2019,2019-06-02,9:08:00,DMF,585013,6221585,0,0,0,0,0,0,0
WP19-099,No,2,WP19-099-2,2019,2019-06-20,8:05:00,DMF,585013,6221585,0,0,0,0,0,0,1
WP19-100,No,1,WP19-100-1,2019,2019-06-03,4:56:00,DYF,584627,6221222,0,0,0,0,0,0,2
WP19-100,No,2,WP19-100-2,2019,2019-06-21,7:28:00,DYF,584627,6221222,0,0,0,0,0,0,1
WP19-101,No,1,WP19-101-1,2019,2019-06-02,8:53:00,WRI,584600,6221574,0,0,0,0,0,0,0
WP19-101,No,2,WP19-101-2,2019,2019-06-20,7:35:00,WRI,584600,6221574,0,0,0,0,0,0,0
WP19-103,No,1,WP19-103-1,2019,2019-06-02,8:28:00,RMF,583685,6221145,0,0,0,0,0,0,0
WP19-103,No,2,WP19-103-2,2019,2019-06-20,8:54:00,RMF,583685,6221145,0,0,0,0,0,0,0
WP19-104,No,1,WP19-104-1,2019,2019-06-02,8:17:00,CYF,583246,6220940,0,0,0,0,0,0,0
WP19-104,No,2,WP19-104-2,2019,2019-06-20,9:14:00,CYF,583246,6220940,0,0,0,0,0,0,0
WP19-105,No,1,WP19-105-1,2019,2019-06-02,8:17:00,CYF,583016,6220669,0,0,0,0,0,0,0
WP19-105,No,2,WP19-105-2,2019,2019-06-20,9:41:00,CYF,583016,6220669,0,0,0,0,0,0,0
WP19-109,No,1,WP19-109-1,2019,2019-06-02,7:53:00,WRI,581104,6219943,0,0,0,0,0,0,0
WP19-109,No,2,WP19-109-2,2019,2019-06-21,7:13:00,WRI,581104,6219943,0,0,0,0,0,0,0
WP19-110,No,1,WP19-110-1,2019,2019-06-02,7:29:00,CMF,579025,6219519,0,0,0,1,0,0,1
WP19-110,No,2,WP19-110-2,2019,2019-06-20,9:05:00,CMF,579025,6219519,0,0,0,0,0,0,1
WP19-111,No,1,WP19-111-1,2019,2019-06-05,9:47:00,RMF,578765,6220213,0,0,0,0,0,0,0
WP19-111,No,2,WP19-111-2,2019,2019-06-22,8:57:00,RMF,578765,6220213,0,0,0,3,0,0,0
WP19-112,No,1,WP19-112-1,2019,2019-06-02,7:11:00,CMF,578637,6219418,0,0,0,0,0,0,0
WP19-112,No,2,WP19-112-2,2019,2019-06-20,5:28:00,CMF,578637,6219418,0,0,0,0,0,0,0
WP19-114,No,1,WP19-114-1,2019,2019-06-02,7:34:00,WRI,578499,6219683,1,0,0,0,0,0,0
WP19-114,No,2,WP19-114-2,2019,2019-06-20,9:48:00,WRI,578499,6219683,1,0,0,0,0,0,0
WP19-114,No,2,WP19-114-2,2019,2019-06-20,9:48:00,WRI,578499,6219683,1,0,0,0,0,0,0
WP19-115,No,1,WP19-115-1,2019,2019-06-02,6:25:00,CMF,578052,6219564,1,0,0,0,0,0,0
WP19-115,No,2,WP19-115-2,2019,2019-06-20,9:53:00,CMF,578052,6219564,0,0,0,0,0,0,0
WP19-116,No,1,WP19-116-1,2019,2019-06-02,6:57:00,WRI,577840,6219979,0,0,0,0,0,0,1
WP19-116,No,2,WP19-116-2,2019,2019-06-20,9:28:00,WRI,577840,6219979,0,0,0,1,1,0,0
WP19-117,Rutledge,1,WP19-117-1,2019,2019-06-05,9:16:00,DYF,577543,6220797,0,0,0,0,0,0,0
WP19-117,Rutledge,2,WP19-117-2,2019,2019-06-22,8:29:00,DYF,577543,6220797,0,0,0,0,0,0,0
WP19-121,No,1,WP19-121-1,2019,2019-06-01,7:04:00,WRI,577013,6219012,0,0,0,1,0,0,0
WP19-121,No,2,WP19-121-2,2019,2019-06-18,9:24:00,WRI,577013,6219012,0,0,0,0,0,0,0
WP19-122,Rutledge,1,WP19-122-1,2019,2019-06-05,8:50:00,DYF,576991,6220497,0,0,0,0,0,0,0
WP19-122,Rutledge,2,WP19-122-2,2019,2019-06-22,8:08:00,DYF,576991,6220497,0,0,0,0,0,0,0
WP19-123,No,1,WP19-123-1,2019,2019-06-01,7:31:00,RSH,576640,6219409,0,0,0,0,0,0,0
WP19-123,No,2,WP19-123-2,2019,2019-06-18,9:35:00,RSH,576640,6219409,0,0,0,0,0,0,0
WP19-124,No,1,WP19-124-1,2019,2019-06-04,8:53:00,DYF,576402,6219832,0,0,0,1,0,0,1
WP19-124,No,2,WP19-124-2,2019,2019-06-22,7:23:00,DYF,576402,6219832,0,0,0,1,0,0,0
WP19-125,Rutledge,1,WP19-125-1,2019,2019-06-04,9:18:00,DYF,576271,6220094,0,0,0,0,0,0,0
WP19-125,Rutledge,2,WP19-125-2,2019,2019-06-22,7:40:00,DYF,576271,6220094,0,0,0,0,0,0,0
WP19-127,No,1,WP19-127-1,2019,2019-06-01,9:12:00,CMF,576064,6219094,0,0,0,0,0,0,0
WP19-127,No,2,WP19-127-2,2019,2019-06-18,8:25:00,CMF,576064,6219094,0,0,0,0,0,0,0
WP19-129,No,1,WP19-129-1,2019,2019-06-01,7:38:00,WRI,575748,6219361,0,0,0,2,0,0,0
WP19-129,No,2,WP19-129-2,2019,2019-06-18,8:59:00,WRI,575748,6219361,0,0,0,0,0,0,0
WP19-131,No,1,WP19-131-1,2019,2019-06-02,6:29:00,DYF,575392,6219075,0,0,0,1,1,0,3
WP19-131,No,2,WP19-131-2,2019,2019-06-18,8:01:00,DYF,575392,6219075,0,0,0,0,0,0,0
WP19-132,No,1,WP19-132-1,2019,2019-06-02,7:03:00,DYF,575085,6218920,0,0,0,0,0,0,1
WP19-132,No,2,WP19-132-2,2019,2019-06-18,7:48:00,DYF,575085,6218920,1,0,0,0,0,0,1
WP19-133,No,1,WP19-133-1,2019,2019-06-02,5:40:00,DMF,574673,6218557,0,0,0,0,0,0,1
WP19-133,No,2,WP19-133-2,2019,2019-06-18,7:40:00,DMF,574673,6218557,0,0,0,0,0,0,0
WP19-134,No,1,WP19-134-1,2019,2019-06-02,5:09:00,DMF,574479,6218278,0,0,0,0,0,0,2
WP19-134,No,2,WP19-134-2,2019,2019-06-18,8:21:00,DMF,574479,6218278,0,0,0,0,0,0,0
WP19-137,No,1,WP19-137-1,2019,2019-06-01,9:05:00,CYF,573882,6216875,0,0,0,0,0,0,0
WP19-137,No,2,WP19-137-2,2019,2019-06-18,7:11:00,CYF,573882,6216875,0,0,0,0,0,0,0
WP19-139,No,1,WP19-139-1,2019,2019-06-02,5:06:00,CYF,573717,6215187,0,0,0,0,0,0,1
WP19-139,No,2,WP19-139-2,2019,2019-06-18,6:02:00,CYF,573717,6215187,0,0,0,0,0,0,0
WP19-140,No,1,WP19-140-1,2019,2019-06-01,6:05:00,DMF,573551,6214653,0,0,0,0,0,0,0
WP19-140,No,2,WP19-140-2,2019,2019-06-18,6:53:00,DMF,573551,6214653,0,0,0,1,0,0,0
WP19-142,No,1,WP19-142-1,2019,2019-06-04,8:27:00,CUL,573351,6217369,0,0,0,0,0,0,0
WP19-142,No,2,WP19-142-2,2019,2019-06-22,6:59:00,CUL,573351,6217369,0,0,0,0,0,0,0
WP19-143,No,1,WP19-143-1,2019,2019-06-02,6:06:00,CYF,573249,6214336,0,0,0,0,0,0,0
WP19-143,No,2,WP19-143-2,2019,2019-06-18,6:10:00,CYF,573249,6214336,0,0,0,0,0,0,0
WP19-144,No,1,WP19-144-1,2019,2019-06-04,7:07:00,DMF,573048,6215145,0,0,0,0,0,1,0
WP19-144,No,2,WP19-144-2,2019,2019-06-22,6:37:00,DMF,573048,6215145,0,0,0,1,0,0,0
WP19-146,No,1,WP19-146-1,2019,2019-06-04,7:41:00,DMF,572855,6214792,0,0,0,0,0,0,1
WP19-146,No,2,WP19-146-2,2019,2019-06-22,6:12:00,DMF,572855,6214792,0,0,1,1,0,2,0
WP19-147,No,1,WP19-147-1,2019,2019-06-04,6:39:00,RMF,572252,6214182,0,0,0,0,0,0,0
WP19-147,No,2,WP19-147-2,2019,2019-06-22,5:53:00,RMF,572252,6214182,0,0,1,0,0,0,0
WP19-148,No,1,WP19-148-1,2019,2019-06-04,6:21:00,DYF,572080,6214322,0,0,0,1,0,0,0
WP19-148,No,2,WP19-148-2,2019,2019-06-23,4:23:00,DYF,572080,6214322,0,0,0,0,0,0,0
WP19-150,No,1,WP19-150-1,2019,2019-06-04,6:00:00,CYF,571682,6213868,0,0,0,0,0,0,0
WP19-150,No,2,WP19-150-2,2019,2019-06-22,5:14:00,CYF,571682,6213868,0,0,0,0,0,0,0
WP19-151,No,1,WP19-151-1,2019,2019-06-01,5:21:00,DMF,571546,6212804,0,0,0,0,0,1,1
WP19-151,No,2,WP19-151-2,2019,2019-06-17,9:43:00,DMF,571546,6212804,0,0,0,0,0,0,1
WP19-153,No,1,WP19-153-1,2019,2019-06-08,4:14:00,DYF,571024,6213438,0,0,1,0,0,0,0
WP19-153,No,2,WP19-153-2,2019,2019-06-23,4:26:00,DYF,571024,6213438,0,0,0,0,0,0,1
WP19-154,No,1,WP19-154-1,2019,2019-06-04,5:39:00,ANT,570973,6212968,0,0,0,0,0,0,0
WP19-154,No,2,WP19-154-2,2019,2019-06-22,5:31:00,ANT,570973,6212968,0,0,0,0,0,0,0
WP19-156,No,1,WP19-156-1,2019,2019-06-01,4:42:00,CMF,570705,6211881,0,0,0,0,0,0,0
WP19-156,No,2,WP19-156-2,2019,2019-06-17,9:20:00,CMF,570705,6211881,0,0,0,3,0,0,0
WP19-157,No,1,WP19-157-1,2019,2019-06-01,7:32:00,RSH,570966,6211489,0,0,0,0,0,0,1
WP19-157,No,2,WP19-157-2,2019,2019-06-18,4:50:00,RSH,570966,6211489,0,0,0,0,1,1,2
WP19-158,No,1,WP19-158-1,2019,2019-06-08,4:23:00,CYF,570363,6212873,0,0,0,0,0,0,2
WP19-158,No,2,WP19-158-2,2019,2019-06-23,5:05:00,CYF,570363,6212873,2,0,0,0,0,0,1
WP19-160,No,1,WP19-160-1,2019,2019-06-01,8:18:00,CYF,570318,6211873,0,0,0,0,0,0,0
WP19-160,No,2,WP19-160-2,2019,2019-06-18,4:35:00,CYF,570318,6211873,0,0,0,0,0,0,0
WP19-161,No,1,WP19-161-1,2019,2019-06-08,4:56:00,CMF,570313,6212401,0,0,0,0,0,0,0
WP19-161,No,2,WP19-161-2,2019,2019-06-23,5:14:00,CMF,570313,6212401,0,0,0,0,1,0,1
WP19-162,No,1,WP19-162-1,2019,2019-06-01,6:33:00,CYF,570291,6211007,1,0,0,0,0,0,1
WP19-162,No,2,WP19-162-2,2019,2019-06-17,8:32:00,CYF,570291,6211007,1,0,1,0,0,0,0
WP19-163,No,1,WP19-163-1,2019,2019-05-31,9:20:00,CYF,570135,6211256,0,0,0,0,0,0,1
WP19-163,No,2,WP19-163-2,2019,2019-06-17,7:57:00,CYF,570135,6211256,0,0,0,0,0,1,1
WP19-164,No,1,WP19-164-1,2019,2019-06-01,5:57:00,DYF,569929,6210809,0,0,0,0,0,0,1
WP19-164,No,2,WP19-164-2,2019,2019-06-17,8:56:00,DYF,569929,6210809,0,0,1,0,0,0,1
WP19-165,No,1,WP19-165-1,2019,2019-06-01,5:19:00,CYF,569623,6210549,0,0,1,0,1,0,2
WP19-165,No,2,WP19-165-2,2019,2019-06-17,8:19:00,CYF,569623,6210549,0,0,0,1,0,0,1
WP19-166,No,2,WP19-166-2,2019,2019-06-17,7:16:00,RSH,569599,6211353,0,0,0,0,0,0,0
WP19-167,No,1,WP19-167-1,2019,2019-06-08,5:06:00,CYF,569426,6212121,0,0,0,0,0,0,0
WP19-167,No,2,WP19-167-2,2019,2019-06-23,4:27:00,CYF,569426,6212121,1,0,0,1,0,0,0
WP19-168,No,1,WP19-168-1,2019,2019-05-31,9:30:00,CYF,569156,6210234,0,0,0,1,1,0,0
WP19-168,No,2,WP19-168-2,2019,2019-06-17,7:22:00,CYF,569156,6210234,0,0,0,1,0,0,1
WP19-172,No,1,WP19-172-1,2019,2019-06-08,5:42:00,CYF,568881,6211771,0,0,0,0,0,0,0
WP19-172,No,2,WP19-172-2,2019,2019-06-23,5:56:00,CYF,568881,6211771,0,0,0,0,1,0,1
WP19-173,No,1,WP19-173-1,2019,2019-05-31,8:44:00,RSH,568793,6209983,0,0,0,0,0,0,1
WP19-173,No,2,WP19-173-2,2019,2019-06-17,6:40:00,RSH,568793,6209983,0,0,0,0,0,0,0
WP19-176,No,1,WP19-176-1,2019,2019-06-08,5:51:00,CYF,568563,6211544,0,0,0,0,0,0,0
WP19-176,No,2,WP19-176-2,2019,2019-06-23,5:59:00,CYF,568563,6211544,0,0,0,0,0,0,1
WP19-182,No,1,WP19-182-1,2019,2019-05-31,6:50:00,RYF,567731,6208829,0,0,0,0,1,0,0
WP19-182,No,2,WP19-182-2,2019,2019-06-17,4:54:00,RYF,567731,6208829,0,0,0,0,0,1,1
WP19-183,No,1,WP19-183-1,2019,2019-05-31,7:25:00,CYF,567500,6208643,0,0,0,0,0,0,0
WP19-183,No,2,WP19-183-2,2019,2019-06-17,5:27:00,CYF,567500,6208643,0,0,0,0,0,0,0
WP19-184,No,1,WP19-184-1,2019,2019-05-31,7:33:00,CMF,567446,6208292,0,0,0,0,0,0,0
WP19-184,No,2,WP19-184-2,2019,2019-06-17,5:58:00,CMF,567446,6208292,0,0,0,1,0,1,0
WP19-188,No,1,WP19-188-1,2019,2019-05-31,8:11:00,CMF,566988,6208096,0,0,0,0,0,0,0
WP19-188,No,2,WP19-188-2,2019,2019-06-17,6:35:00,CMF,566988,6208096,0,0,0,0,0,0,0
WP19-189,No,2,WP19-189-2,2019,2019-06-24,6:08:00,CYF,566965,6206582,0,0,0,0,0,0,0
WP19-190,No,1,WP19-190-1,2019,2019-06-08,7:13:00,DYF,566488,6206022,0,0,0,0,0,0,1
WP19-190,No,2,WP19-190-2,2019,2019-06-24,5:52:00,DYF,566488,6206022,0,0,0,0,0,0,1
WP19-191,No,1,WP19-191-1,2019,2019-06-09,6:06:00,CYF,566303,6206471,0,0,0,0,0,0,0
WP19-191,No,2,WP19-191-2,2019,2019-06-23,8:15:00,CYF,566303,6206471,0,0,0,0,1,0,1
WP19-192,No,1,WP19-192-1,2019,2019-06-08,6:19:00,DSH,566035,6206832,0,0,0,0,0,0,1
WP19-192,No,2,WP19-192-2,2019,2019-06-23,8:19:00,DSH,566035,6206832,0,0,0,0,0,0,0
WP19-193,No,1,WP19-193-1,2019,2019-05-31,5:05:00,CYF,565488,6207324,0,0,0,0,0,0,0
WP19-193,No,2,WP19-193-2,2019,2019-06-17,4:45:00,CYF,565488,6207324,0,0,1,0,0,0,0
WP19-194,No,1,WP19-194-1,2019,2019-06-08,5:13:00,DSH,565420,6206229,0,0,0,0,0,0,1
WP19-194,No,2,WP19-194-2,2019,2019-06-23,7:28:00,DSH,565420,6206229,0,0,0,1,0,0,0
WP19-195,No,1,WP19-195-1,2019,2019-05-31,5:44:00,CYF,565057,6207179,0,0,0,0,0,0,1
WP19-195,No,2,WP19-195-2,2019,2019-06-17,5:21:00,CYF,565057,6207179,0,0,0,0,0,0,1
WP19-197,No,1,WP19-197-1,2019,2019-05-31,5:14:00,RSH,564737,6207201,0,0,0,0,0,0,0
WP19-199,No,1,WP19-199-1,2019,2019-06-09,9:00:00,CYF,564335,6206190,0,0,0,0,0,0,0
WP19-199,No,2,WP19-199-2,2019,2019-06-25,7:54:00,CYF,564335,6206190,0,0,1,0,0,0,0
WP19-200,No,1,WP19-200-1,2019,2019-06-08,4:42:00,DYF,564335,6205582,0,0,1,0,0,0,0
WP19-200,No,2,WP19-200-2,2019,2019-06-23,6:57:00,DYF,564335,6205582,0,0,0,0,0,0,2
WP19-201,No,1,WP19-201-1,2019,2019-06-04,4:48:00,DSH,564334,6205243,1,0,0,1,0,0,3
WP19-201,No,2,WP19-201-2,2019,2019-06-21,8:56:00,DSH,564334,6205243,0,0,0,1,0,0,2
WP19-202,Marl Fen,1,WP19-202-1,2019,2019-06-05,6:58:00,DYF,564336,6212646,0,0,0,0,0,0,0
WP19-202,Marl Fen,2,WP19-202-2,2019,2019-06-21,6:22:00,DYF,564336,6212646,0,0,0,0,0,0,0
WP19-203,Marl Fen,1,WP19-203-1,2019,2019-06-05,7:26:00,CMF,564223,6212082,0,0,0,0,0,0,0
WP19-203,Marl Fen,2,WP19-203-2,2019,2019-06-21,5:52:00,CMF,564223,6212082,0,0,0,0,0,0,0
WP19-204,No,1,WP19-204-1,2019,2019-06-09,4:24:00,DYF,563959,6205286,0,0,0,0,0,0,0
WP19-204,No,2,WP19-204-2,2019,2019-06-23,6:47:00,DYF,563959,6205286,0,0,0,0,0,0,1
WP19-205,No,1,WP19-205-1,2019,2019-06-04,4:21:00,DSH,563939,6204917,0,0,0,0,0,0,4
WP19-205,No,2,WP19-205-2,2019,2019-06-21,8:31:00,DSH,563939,6204917,0,0,0,1,1,0,2
WP19-206,No,1,WP19-206-1,2019,2019-06-09,5:07:00,FBS,563742,6205455,0,0,0,0,1,0,0
WP19-206,No,2,WP19-206-2,2019,2019-06-23,7:25:00,FBS,563742,6205455,1,0,0,0,1,1,1
WP19-207,Marl Fen,1,WP19-207-1,2019,2019-06-05,4:48:00,DYF,563738,6213747,0,0,0,0,0,0,0
WP19-207,Marl Fen,2,WP19-207-2,2019,2019-06-21,4:39:00,DYF,563738,6213747,0,0,0,0,0,0,0
WP19-210,Marl Fen,1,WP19-210-1,2019,2019-06-05,5:13:00,DSH,563251,6213987,0,0,0,0,0,0,0
WP19-210,Marl Fen,2,WP19-210-2,2019,2019-06-21,5:05:00,DSH,563251,6213987,0,0,0,0,0,0,0
WP19-212,Marl Fen,1,WP19-212-1,2019,2019-06-05,6:13:00,CMF,563101,6212914,0,0,0,1,0,0,0
WP19-212,Marl Fen,2,WP19-212-2,2019,2019-06-21,7:19:00,CMF,563101,6212914,0,0,0,0,0,0,0
WP19-213,Marl Fen,1,WP19-213-1,2019,2019-06-05,5:42:00,CYF,562595,6212938,0,0,0,0,0,0,0
WP19-213,Marl Fen,2,WP19-213-2,2019,2019-06-21,6:53:00,CYF,562595,6212938,0,0,0,0,0,0,0
