Survey Name,Footprint,Valley,Mitigation Property,ValleyUpstPine,ValleyUpstDam,Location Reference,Station,Sample Station Label,BBFM_ID,UTM Zone Sample Station,Easting Sample Station,Northing Sample Station,Longitude,Latitude,Sample Station Photos,Sample Station Comments
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-12,BBFM0746,10,640811,6224367,-120.7336195,56.14352566,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-13,BBFM0761,10,640739,6224554,-120.7346785,56.14522573,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-14,BBFM0776,10,640663,6224745,-120.7357999,56.14696288,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-15,BBFM0788,10,640558,6224919,-120.7373967,56.14855594,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-16,BBFM0795,10,640417,6225063,-120.7395885,56.14989025,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-17,BBFM0800,10,640274,6225205,-120.7418137,56.15120715,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-18,BBFM0807,10,640133,6225350,-120.7440053,56.15255036,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-19,BBFM0811,10,639990,6225490,-120.7462318,56.15384924,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-2,BBFM0695,10,640226,6223716,-120.7433695,56.13785338,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-20,BBFM0817,10,639848,6225636,-120.7484393,56.15520164,,
Point Counts 2012,No,Yes,No,Yes,No,,,PC12-AE-E-21,BBFM0823,10,639679,6225748,-120.7510991,56.15625667,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_01,BBFM0051,10,565914,6202858,-121.9440309,55.96653125,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_02,BBFM0044,10,566080,6202743,-121.9414002,55.96547534,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_03,BBFM0027,10,566244,6202633,-121.9388005,55.96446458,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_04,BBFM0033,10,566443,6202646,-121.93561,55.96455388,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_05,BBFM0033b,10,566641,6202648,-121.9324382,55.96454442,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_06,BBFM0034,10,566839,6202656,-121.929265,55.96458878,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_07,BBFM0030,10,567043,6202668,-121.9259946,55.96466815,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_08,BBFM0040,10,567249,6202672,-121.9226942,55.96467529,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_09,BBFM0031,10,567451,6202664,-121.9194609,55.9645751,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_10,BBFM0028,10,567654,6202666,-121.9162091,55.96456452,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_11,BBFM0029,10,567819,6202666,-121.9135664,55.96454126,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_14,BBFM0033,10,566400,6202646,-121.9362987,55.96455982,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_15,BBFM0033b,10,566602,6202654,-121.9330614,55.96460373,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_16,BBFM0034,10,566806,6202658,-121.929793,55.96461133,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_17,BBFM0030,10,567019,6202649,-121.9263838,55.96450082,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_18,BBFM0040,10,567215,6202670,-121.9232393,55.96466208,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_19,BBFM0031,10,567417,6202671,-121.9200037,55.96464276,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_20,BBFM0028,10,567619,6202662,-121.9167707,55.96453352,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_22,BBFM0032,10,568020,6202673,-121.9103453,55.96457572,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_23,BBFM0042,10,568223,6202692,-121.9070892,55.96471762,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_24,BBFM0045,10,568424,6202698,-121.9038684,55.96474293,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_25,BBFM0036,10,568622,6202704,-121.9006956,55.96476859,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_26,BBFM0037,10,568823,6202705,-121.8974761,55.96474882,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_27,BBFM0038,10,569024,6202712,-121.894255,55.96478286,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_28,BBFM0047,10,569227,6202718,-121.8910021,55.96480755,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_29,BBFM0048,10,569430,6202721,-121.88775,55.9648052,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_30,BBFM0041,10,569633,6202728,-121.8844969,55.9648387,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_31,BBFM0043,10,569838,6202730,-121.8812131,55.96482691,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_36,BBFM0034,10,566747,6202651,-121.9307397,55.96455665,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_37,BBFM0034,10,566897,6202656,-121.928336,55.9645807,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_38,BBFM0030,10,567048,6202659,-121.9259168,55.9645866,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_43,BBFM0032,10,568057,6202677,-121.9097517,55.96460641,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_44,BBFM0042,10,568255,6202696,-121.9065757,55.96474901,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_45,BBFM0045,10,568457,6202700,-121.9033393,55.9647562,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_46,BBFM0036,10,568658,6202701,-121.9001198,55.96473649,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_47,BBFM0037,10,568860,6202705,-121.8968835,55.96474351,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_48,BBFM0038,10,569064,6202709,-121.8936151,55.96475016,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_49,BBFM0047,10,569267,6202715,-121.8903622,55.96477483,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_50,BBFM0048,10,569468,6202720,-121.8871417,55.96479072,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_51,BBFM0041,10,569671,6202732,-121.8838873,55.96486913,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-11_52,BBFM0043,10,569875,6202733,-121.8806197,55.96484848,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-12_01,BBFM0384,10,574258,6217563,-121.8063172,56.09740817,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_02,BBFM0379,10,574329,6217369,-121.8052302,56.09565446,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_03,BBFM0373,10,574409,6217181,-121.8039969,56.09395324,,Highway noise
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_04,BBFM0366,10,574498,6216997,-121.802618,56.09228654,,At. Stand
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_05,BBFM0358,10,574575,6216810,-121.8014329,56.09059474,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_06,BBFM0361,10,574777,6216836,-121.7981799,56.09079674,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_07,BBFM0362,10,574963,6216912,-121.7951699,56.09145031,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_08,BBFM0363,10,575163,6216949,-121.7919459,56.09175128,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_09,BBFM0365,10,575364,6216980,-121.7887074,56.0919981,,Cross creek lower 2 join
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_10,BBFM0371,10,575528,6217094,-121.7860399,56.09299626,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_11,BBFM0374,10,575704,6217206,-121.7831801,56.09397449,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_12,BBFM0377,10,575880,6217290,-121.780328,56.09470114,,Bigger trees here. Still on gm trl
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-12_13,BBFM0382,10,576031,6217422,-121.777864,56.09586288,,Lost trail - bldn (?) Picked up just before this sta. Bare ground - photo. Lots tx fresh elk sign.
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-12_14,BBFM0383,10,576188,6217550,-121.7753045,56.09698767,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_15,BBFM0387,10,576380,6217624,-121.7721978,56.09762175,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_16,BBFM0390,10,576512,6217779,-121.770032,56.09899297,,Photo L
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_17,BBFM0391,10,576699,6217864,-121.7670023,56.09972653,,off gm trl
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_18,BBFM0394,10,576859,6217983,-121.7643966,56.10076977,,in mxd woods. Still no gm trl
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_19,BBFM0396,10,577039,6218088,-121.7614734,56.10168397,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_20,BBFM0400,10,577134,6218280,-121.759891,56.10339332,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_21,BBFM0397,10,577021,6218166,-121.7617402,56.10238752,,
Point Counts 2011,No,Yes,No,Yes,Yes,,,PC11-12_22,BBFM0400,10,577162,6218331,-121.7594263,56.10384692,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_01,BBFM0557,10,624662,6222176,-120.9943744,56.12834429,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_02,BBFM0566,10,624845,6222276,-120.9913854,56.1291944,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_03,BBFM0576,10,625028,6222359,-120.9884043,56.12989179,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_04,BBFM0588,10,625201,6222463,-120.985574,56.13078029,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_05,BBFM0601,10,625376,6222561,-120.9827142,56.13161433,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_06,BBFM0608,10,625556,6222658,-120.9797744,56.132438,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_07,BBFM0613,10,625735,6222754,-120.9768509,56.13325289,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_08,BBFM0628,10,625910,6222854,-120.9739898,56.13410468,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_09,BBFM0641,10,626092,6222951,-120.9710175,56.13492762,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_10,BBFM0649,10,626267,6223056,-120.9681538,56.13582417,,stinky moose/deer carcass
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_11,BBFM0658,10,626411,6223195,-120.9657723,56.13703415,,dead vole
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_12,BBFM0670,10,626522,6223366,-120.9639061,56.13854016,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_13,BBFM0680,10,626631,6223544,-120.9620687,56.14010953,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_14,BBFM0694,10,626740,6223716,-120.9602339,56.14162499,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_15,BBFM0710,10,626845,6223887,-120.9584639,56.14313251,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_16,BBFM0723,10,626952,6224057,-120.956662,56.14463049,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_17,BBFM0736,10,627059,6224227,-120.9548599,56.14612844,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_18,BBFM0749,10,627176,6224390,-120.9529002,56.14756085,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_19,BBFM0762,10,627282,6224559,-120.9511144,56.14905003,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_20,BBFM0774,10,627390,6224733,-120.949294,56.15058355,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_21,BBFM0787,10,627491,6224903,-120.9475879,56.15208299,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_22,BBFM0566,10,624797,6222244,-120.9921721,56.12891961,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_23,BBFM0576,10,624970,6222344,-120.9893438,56.12977228,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_24,BBFM0588,10,625149,6222435,-120.9864232,56.13054251,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_25,BBFM0601,10,625323,6222531,-120.9835805,56.13135887,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_26,BBFM0608,10,625498,6222629,-120.9807206,56.13219286,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_27,BBFM0613,10,625675,6222724,-120.9778298,56.13299932,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_28,BBFM0628,10,625852,6222820,-120.9749385,56.13381469,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_29,BBFM0635,10,626037,6222899,-120.9719265,56.13447523,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_30,BBFM0649,10,626209,6223016,-120.9691054,56.13548034,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_31,BBFM0658,10,626382,6223125,-120.9662718,56.13641329,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_32,BBFM0666,10,626481,6223302,-120.9645958,56.13797637,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_33,BBFM0677,10,626591,6223476,-120.9627443,56.13950956,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_34,BBFM0687,10,626700,6223650,-120.9609086,56.14104299,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_35,BBFM0710,10,626808,6223826,-120.959088,56.14259462,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_36,BBFM0723,10,626918,6224003,-120.9572345,56.14415466,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_37,BBFM0736,10,627026,6224174,-120.955416,56.14566134,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_38,BBFM0749,10,627133,6224348,-120.9536119,56.14719519,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_39,BBFM0762,10,627247,6224516,-120.951698,56.14867327,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_40,BBFM0774,10,627363,6224684,-120.9497517,56.15015079,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-14_41,BBFM0787,10,627470,6224857,-120.9479477,56.15167557,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_03,BBFM0085,10,583789,6205861,-121.6568104,55.99072046,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_04,BBFM0086,10,583984,6205904,-121.653672,55.99107262,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_05,BBFM0090,10,584181,6205940,-121.6505037,55.99136148,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_06,BBFM0091,10,584380,6205981,-121.6473017,55.99169481,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_07,BBFM0093,10,584578,6206017,-121.6441172,55.99198332,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_08,BBFM0094,10,584778,6206057,-121.6408994,55.99230733,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_09,BBFM0095,10,584977,6206097,-121.6376975,55.99263143,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_10,BBFM0096,10,585174,6206136,-121.634528,55.99294682,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_11,BBFM0097,10,585373,6206175,-121.6313264,55.99326177,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_12,BBFM0098,10,585572,6206216,-121.628124,55.9935946,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_13,BBFM0099,10,585777,6206253,-121.6248268,55.99389035,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_14,BBFM0100,10,585975,6206297,-121.6216394,55.99425014,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_15,BBFM0102,10,586170,6206367,-121.6184917,55.99484393,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_16,BBFM0103,10,586372,6206405,-121.6152421,55.99514894,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_17,BBFM0104,10,586570,6206446,-121.6120555,55.99548153,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_18,BBFM0105,10,586772,6206484,-121.6088057,55.99578637,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_19,BBFM0106,10,586974,6206521,-121.6055562,55.99608215,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_20,BBFM0107,10,587169,6206575,-121.6024133,55.9965318,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_22,BBFM0086,10,583936,6205891,-121.6544453,55.99096425,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_23,BBFM0090,10,584136,6205932,-121.6512273,55.99129751,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_24,BBFM0091,10,584332,6205970,-121.6480744,55.99160444,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_25,BBFM0093,10,584530,6206009,-121.644889,55.99191992,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_26,BBFM0094,10,584725,6206052,-121.6417503,55.99227178,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_27,BBFM0095,10,584922,6206087,-121.6385821,55.99255134,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_28,BBFM0096,10,585120,6206123,-121.6353975,55.99283963,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_29,BBFM0097,10,585316,6206165,-121.632243,55.99318208,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_30,BBFM0098,10,585513,6206202,-121.6290741,55.99347937,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_31,BBFM0099,10,585707,6206241,-121.6259525,55.99379507,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_32,BBFM0100,10,585905,6206280,-121.6227667,55.99410998,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_33,BBFM0101,10,586101,6206319,-121.619613,55.99442516,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_34,BBFM0102,10,586292,6206385,-121.6165307,55.99498369,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_35,BBFM0103,10,586490,6206430,-121.6133428,55.99535224,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_36,BBFM0104,10,586699,6206465,-121.6099818,55.99562891,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_37,BBFM0106,10,586920,6206510,-121.6064252,55.99599313,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_38,BBFM0107,10,587115,6206555,-121.6032853,55.99636196,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_39,BBFM0109,10,587306,6206625,-121.6002013,55.99695601,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_40,BBFM0090,10,584081,6205919,-121.6521128,55.99119038,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_41,BBFM0091,10,584279,6205959,-121.6489272,55.99151494,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_42,BBFM0093,10,584476,6205998,-121.6457578,55.99183062,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_43,BBFM0094,10,584673,6206037,-121.6425884,55.99214622,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_44,BBFM0095,10,584870,6206075,-121.6394193,55.99245275,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_45,BBFM0096,10,585068,6206115,-121.6362334,55.99277699,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_46,BBFM0097,10,585266,6206147,-121.6330501,55.99302929,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_47,BBFM0098,10,585464,6206191,-121.6298629,55.99338929,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_48,BBFM0099,10,585661,6206230,-121.6266932,55.99370448,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_49,BBFM0100,10,585857,6206271,-121.6235389,55.99403773,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_50,BBFM0101,10,586053,6206309,-121.6203855,55.99434395,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_51,BBFM0102,10,586237,6206387,-121.6174115,55.99501154,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_52,BBFM0103,10,586436,6206416,-121.6142128,55.99523622,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_53,BBFM0104,10,586633,6206453,-121.6110435,55.99553304,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_54,BBFM0105,10,586830,6206490,-121.6078742,55.99582977,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_55,BBFM0106,10,587026,6206531,-121.6047195,55.99616254,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_56,BBFM0107,10,587216,6206590,-121.6016552,55.996658,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-8_57,BBFM0108,10,587417,6206606,-121.5984284,55.99676513,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_12,BBFM0351,10,614004,6216530,-121.1681523,56.08030594,,WAVI nest
Point Counts 2011,No,No,No,-,No,,,PC11-9_13,BBFM0352,10,613807,6216575,-121.1712968,56.08075697,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_14,BBFM0350,10,613692,6216523,-121.1731657,56.08031734,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_15,BBFM0347,10,613871,6216431,-121.1703303,56.07944858,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_16,BBFM0344,10,613714,6216302,-121.1729064,56.07832747,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_17,BBFM0340,10,613546,6216124,-121.1756797,56.07676889,,For this sta: R & W ribbon trans CW where to go on game trail
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_18,BBFM0339,10,613368,6216024,-121.1785804,56.07591308,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_19,BBFM0337,10,613188,6215926,-121.1815121,56.07507563,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_20,BBFM0335,10,613008,6215830,-121.1844429,56.07425607,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_21,BBFM0333,10,612828,6215733,-121.187374,56.07342746,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_22,BBFM0332,10,612644,6215635,-121.1903697,56.07259074,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_23,BBFM0328,10,612466,6215533,-121.1932705,56.07171661,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_24,BBFM0327,10,612286,6215435,-121.1962016,56.07087881,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_25,BBFM0324,10,612111,6215336,-121.1990528,56.07003078,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_26,BBFM0322,10,611931,6215238,-121.2019837,56.06919284,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_27,BBFM0319,10,611751,6215138,-121.2049153,56.06833686,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_28,BBFM0318,10,611572,6215044,-121.2078282,56.06753447,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_29,BBFM0316,10,611385,6214956,-121.2108669,56.06678775,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_30,BBFM0313,10,611211,6214850,-121.2137043,56.06587628,,
Point Counts 2011,No,No,No,-,No,,,PC11-9_31,BBFM0310,10,611155,6214684,-121.2146722,56.06439853,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_32,BBFM0345,10,614034,6216370,-121.1677388,56.07886196,,"Truck got stuck, bad roads, late start"
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_33,BBFM0343,10,613855,6216271,-121.1706554,56.07801555,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_34,BBFM0341,10,613665,6216185,-121.173743,56.07728843,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_35,BBFM0340,10,613484,6216088,-121.1766906,56.07646031,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_36,BBFM0339,10,613304,6215989,-121.1796228,56.07561393,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_37,BBFM0337,10,613126,6215892,-121.182522,56.07478496,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_38,BBFM0346,10,613787,6216408,-121.1716891,56.07926202,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_39,BBFM0341,10,613641,6216171,-121.1741343,56.07716841,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_40,BBFM0339,10,613411,6216048,-121.1778797,56.07611841,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_41,BBFM0337,10,613232,6215954,-121.1807938,56.07531666,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_42,BBFM0335,10,613054,6215854,-121.1836942,56.07446073,,
Point Counts 2011,Yes,No,No,-,No,,,PC11-9_43,BBFM0333,10,612874,6215755,-121.1866262,56.07361417,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_01,BBFM0191,10,568798,6209974,-121.8960166,56.03005188,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_02,BBFM0194,10,568963,6210094,-121.8933386,56.03110615,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_03,BBFM0200,10,569131,6210210,-121.8906133,56.03212399,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_04,BBFM0207,10,569295,6210340,-121.8879485,56.03326812,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_05,BBFM0214,10,569462,6210452,-121.88524,56.03425006,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_06,BBFM0216,10,569648,6210532,-121.8822349,56.03494171,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_07,BBFM0222,10,569808,6210654,-121.8796359,56.03601437,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_08,BBFM0227,10,569932,6210808,-121.877606,56.03737969,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_09,BBFM0233,10,570028,6210984,-121.8760196,56.03894671,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_10,BBFM0235,10,570116,6211167,-121.8745597,56.04057775,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_11,BBFM0242,10,570209,6211346,-121.8730204,56.04217211,,point cnt 90m from channel
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_12,BBFM0246,10,570315,6211516,-121.8712747,56.0436837,,point cnt in cross channel
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_13,BBFM0253,10,570363,6211716,-121.8704518,56.04547327,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_14,BBFM0257,10,570501,6211867,-121.8681973,56.04680943,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_15,BBFM0259,10,570696,6211913,-121.8650553,56.04719391,,
Point Counts 2011,Yes,Yes,No,Yes,Yes,,,PC11-A_16,BBFM0264,10,570893,6211964,-121.8618799,56.04762293,,
