StationID,BHC20_100,area.x,BHC20_250,area.y,BHC33_100,area.x.x,BHC33_250,area.y.y
PC11-HW-12_41,RSH,27299.49712,RSH,123894.4696,RSH-Ac,27299.49712,RSH-Ac,123894.4696
PC11-HW-12_42,CMF,20685.76992,CMF,70502.14944,CMF-Sw,20685.76992,CMF-Sw,70502.14944
PC11-HW-12_43,CMF,14058.9663,DSH,43878.07394,CMF-Sw,14058.9663,DSH-At,43878.07394
PC11-HW-12_44,DYF,18714.11165,DYF,54699.85828,DYF-At,18714.11165,DYF-At,54699.85828
PC11-HW-12_45,DYF,12632.89325,DSG,55957.51802,DYF-At,12632.89325,DSG,55957.51802
PC11-HW-12_46,DYF,20068.20147,DSG,90882.47414,DYF-At,20068.20147,DSG,90882.47414
PC11-HW-12_50,DYF,23109.6396,DYF,97199.83361,DYF-At,23109.6396,DYF-At,97199.83361
PC11-HW-12_51,DYF,16715.53227,DYF,74750.58771,DYF-At,16715.53227,DYF-At,74750.58771
PC11-HW-12_52,DSG,12298.20447,DSH,50893.56496,DSG,12298.20447,DSH-Ac,50893.56496
PC11-HW-12_53,DSH,12322.14786,DSH,67584.88115,DSH-Ac,12322.14786,DSH-Ac,67584.88115
PC11-J_10,DYF,31341.18086,DYF,178808.0097,DYF-At,31341.18086,DYF-At,178808.0097
PC11-J_11,DYF,31415.54497,DYF,166963.2849,DYF-At,31415.54497,DYF-At,166963.2849
PC11-J_13,DYF,31415.53662,DYF,187247.6423,DYF-At,31415.53662,DYF-At,187247.6423
PC11-J_14,DYF,31415.47699,DYF,195973.8746,DYF-At,31415.47699,DYF-At,195973.8746
PC11-J_15,DYF,31415.63351,DYF,170440.3296,DYF-At,31415.63351,DYF-At,170440.3296
PC11-J_16,DYF,31385.82346,DYF,159721.9727,DYF-At,31385.82346,DYF-At,159721.9727
PC11-J_17,DYF,24655.27546,DYF,178092.575,DYF-At,24655.27546,DYF-At,178092.575
PC11-J_18,DYF,31415.55012,DYF,186767.8493,DYF-At,31415.55012,DYF-At,186767.8493
PC11-J_20,DYF,31415.49461,DYF,196348.6041,DYF-At,31415.49461,DYF-At,196348.6041
PC11-J_22,DYF,31415.64548,DYF,162759.3943,DYF-At,31415.64548,DYF-At,162759.3943
PC11-J_23,DYF,31084.12996,DYF,160887.0517,DYF-At,31084.12996,DYF-At,160887.0517
PC11-J_24,DYF,31415.57306,DYF,172016.0102,DYF-At,31415.57306,DYF-At,172016.0102
PC11-J_25,DYF,30774.27527,DYF,175761.5562,DYF-At,30774.27527,DYF-At,175761.5562
PC11-J_26,DYF,31101.96971,DYF,181405.2601,DYF-At,31101.96971,DYF-At,181405.2601
PC11-J_30,DYF,24333.08855,DYF,173866.6687,DYF-At,24333.08855,DYF-At,173866.6687
PC11-J_31,DYF,31415.5017,DYF,180795.8043,DYF-At,31415.5017,DYF-At,180795.8043
PC11-J_32,DYF,31415.4929,DYF,196348.4873,DYF-At,31415.4929,DYF-At,196348.4873
PC11-J_33,DYF,31415.63632,DYF,183478.1029,DYF-At,31415.63632,DYF-At,183478.1029
PC11-J_34,DYF,31415.60064,DYF,162392.0761,DYF-At,31415.60064,DYF-At,162392.0761
PC11-J_35,DYF,31415.56502,DYF,158984.2051,DYF-At,31415.56502,DYF-At,158984.2051
PC11-J_36,DYF,31415.39387,DYF,165868.5889,DYF-At,31415.39387,DYF-At,165868.5889
PC11-J_38,DYF,30874.95771,DYF,182850.7391,DYF-At,30874.95771,DYF-At,182850.7391
PC11-J_40,DYF,24398.89918,DYF,159105.2879,DYF-At,24398.89918,DYF-At,159105.2879
PC11-J_50,CUL,17137.30376,CUL,90543.7268,CUL,17137.30376,CUL,90543.7268
PC11-J_51,DSS,15847.95051,DSS,98378.5797,DSS,15847.95051,DSS,98378.5797
PC11-J_52,DSG,20354.52001,DSS,79700.3941,DSG,20354.52001,DSS,79700.3941
PC11-J_53,DYF,13368.33511,DYF,77588.97231,DYF-At,13368.33511,DYF-At,77588.97231
PC11-J_54,DYF,30833.26455,DYF,158742.9872,DYF-At,30833.26455,DYF-At,158742.9872
PC11-J_55,DYF,31415.52242,DYF,157846.3866,DYF-At,31415.52242,DYF-At,157846.3866
PC11-J_56,DYF,19953.37555,DYF,157810.2733,DYF-At,19953.37555,DYF-At,157810.2733
PC11-K_01,CYF,18738.89305,CYF,88762.85382,CYF-Sw,18738.89305,CYF-Sw,88762.85382
PC11-K_02,CYF,31415.58115,CYF,149407.1681,CYF-Sw,31415.58115,CYF-Sw,149407.1681
PC11-K_03,DYF,23167.95597,DYF,120178.7098,DYF-At,23167.95597,DYF-At,120178.7098
PC11-K_04,DYF,31415.58076,DYF,153320.6021,DYF-At,31415.58076,DYF-At,153320.6021
PC11-K_05,DYF,31415.64818,DYF,138902.4084,DYF-At,31415.64818,DYF-At,138902.4084
PC11-K_06,DYF,23538.07705,DYF,138167.3973,DYF-At,23538.07705,DYF-At,138167.3973
PC11-K_07,DYF,26780.72296,DYF,109411.798,DYF-At,26780.72296,DYF-At,109411.798
PC11-K_08,DYF,23826.78646,DYF,93839.74687,DYF-At,23826.78646,DYF-At,93839.74687
PC11-K_09,CYF,21255.86535,CYF,106712.4132,CYF-Sw,21255.86535,CYF-Sw,106712.4132
PC11-K_10,CYF,31415.78082,CYF,163953.4302,CYF-Sw,31415.78082,CYF-Sw,163953.4302
PC11-K_11,CYF,31415.57809,CYF,183963.0394,CYF-Sw,31415.57809,CYF-Sw,183963.0394
PC11-K_12,CYF,31415.6196,CYF,172630.2767,CYF-Sw,31415.6196,CYF-Sw,172630.2767
PC11-K_13,CYF,31415.46832,CYF,182849.1234,CYF-Sw,31415.46832,CYF-Sw,182849.1234
PC11-K_14,CYF,31415.49771,CYF,146895.427,CYF-Sw,31415.49771,CYF-Sw,146895.427
PC11-K_15,CMF,27890.03193,CMF,131470.3845,CMF-Sw,27890.03193,CMF-Sw,131470.3845
PC11-K_16,CMF,24109.85566,CMF,153916.6294,CMF-Sw,24109.85566,CMF-Sw,153916.6294
PC11-K_17,CYF,24808.4863,DYF,90277.2134,CYF-Sw,24808.4863,DYF-At,90277.2134
PC11-K_18,CYF,29487.20249,CYF,137597.5175,CYF-Sw,29487.20249,CYF-Sw,137597.5175
PC11-K_19,CYF,24629.72018,CYF,117666.6458,CYF-Sw,24629.72018,CYF-Sw,117666.6458
PC11-K_20,CYF,29939.86265,CYF,162510.4191,CYF-Sw,29939.86265,CYF-Sw,162510.4191
PC11-K_21,CYF,20091.00207,CYF,106475.3906,CYF-Sw,20091.00207,CYF-Sw,106475.3906
PC11-K_22,CYF,30839.38213,CYF,112622.973,CYF-Sw,30839.38213,CYF-Sw,112622.973
PC11-K_23,RSH,17160.63617,CYF,71736.54438,RSH-Ac,17160.63617,CYF-Sw,71736.54438
PC11-K_24,DYF,18900.53553,DYF,93764.29728,DYF-At,18900.53553,DYF-At,93764.29728
PC11-M_02,CMF,29725.45754,CMF,109776.1876,CMF-Sw,29725.45754,CMF-Sw,109776.1876
PC11-M_03,RYF,19991.13563,RYF,77069.93655,RYF-Ac,19991.13563,RYF-Ac,77069.93655
PC11-M_04,CMF,29795.74124,CMF,113377.7251,CMF-Sw,29795.74124,CMF-Sw,113377.7251
PC11-M_06,DYF,13973.64846,DYF,43487.98008,DYF-At,13973.64846,DYF-At,43487.98008
PC11-M_07,DYF,11494.65326,RYF,51600.82273,DYF-At,11494.65326,RYF-Ac,51600.82273
PC11-M_08,RYF,28821.02891,RYF,85581.8623,RYF-Ac,28821.02891,RYF-Ac,85581.8623
PC11-M_09,RYF,26258.18768,RYF,80756.35457,RYF-Ac,26258.18768,RYF-Ac,80756.35457
PC11-M_10,RYF,15121.5875,DYF,48165.43872,RYF-Ac,15121.5875,DYF-At,48165.43872
PC11-M_11,DYF,15139.43897,DYF,48690.06674,DYF-At,15139.43897,DYF-At,48690.06674
PC11-M_12,DSS,19763.57238,DSS,60409.46751,DSS,19763.57238,DSS,60409.46751
PC11-M_13,CYF,10678.114,DSS,45979.56195,CYF-Sw,10678.114,DSS,45979.56195
PC11-M_14,NVE,11765.24457,NVE,39433.40977,NVE,11765.24457,NVE,39433.40977
PC11-M_15,DMF,11811.84237,WAT,46556.99389,DMF-Ac,11811.84237,WAT,46556.99389
PC11-M_16,CMF,27116.2343,DMF,64653.97917,CMF-Sw,27116.2343,WAT,47625.25274
PC11-M_17,WAT,11360.95455,DMF,59903.92548,WAT,11360.95455,DMF-Ac,48444.93242
PC11-M_18,CMF,20262.3697,CMF,102279.3855,CMF-Sw,20262.3697,CMF-Sw,102279.3855
PC11-M_19,CMF,26723.59151,CMF,117268.2021,CMF-Sw,26723.59151,CMF-Sw,117268.2021
PC11-M_20,CMF,20339.85274,CMF,143821.7191,CMF-Sw,20339.85274,CMF-Sw,143821.7191
PC11-M_21,CMF,13214.82367,CMF,90767.42817,CMF-Sw,13214.82367,CMF-Sw,90767.42817
PC11-M_22,RYF,14957.78576,CMF,89761.52319,RYF-Ac,14957.78576,CMF-Sw,89761.52319
PC11-M_23,RYF,14136.70442,DYF,46927.74213,RYF-Ac,14136.70442,DYF-At,46927.74213
PC11-M_24,RYF,14756.42971,RYF,65313.96549,RYF-Ac,14756.42971,RYF-Ac,65313.96549
PC11-M_25,RYF,16628.29907,RYF,85285.55287,RYF-Ac,16628.29907,RYF-Ac,85285.55287
PC11-M_26,RYF,24017.06908,RYF,70371.54547,RYF-Ac,24017.06908,RYF-Ac,70371.54547
PC11-M_27,RYF,11208.55282,CSH,55122.58555,RYF-Ac,11208.55282,CSH-Sw,55122.58555
PC11-M_28,DYF,11946.08385,CSH,48366.3083,DYF-At,11946.08385,CSH-Sw,48366.3083
PC11-M_30,CYF,14381.38042,WAT,40562.4373,CYF-Sw,14381.38042,WAT,40562.4373
PC11-M_31,NVE,15670.21344,NVE,40765.39224,NVE,15670.21344,NVE,40765.39224
PC11-M_32,DMF,17809.82963,WAT,43967.85148,DMF-Ac,17809.82963,WAT,43967.85148
PC11-M_33,DYF,14037.5431,CYF,53794.20538,DYF-At,14037.5431,CYF-Sw,53794.20538
PC11-M_34,DYF,12991.02122,CMF,66042.19996,DYF-At,12991.02122,CMF-Sw,66042.19996
PC11-M_37,CYF,14364.12645,CYF,48502.40148,CYF-Sw,14364.12645,CYF-Sw,48502.40148
PC11-M_38,CMF,29725.45754,CMF,109776.1876,CMF-Sw,29725.45754,CMF-Sw,109776.1876
PC11-PR-01_01,CMF,30695.05716,CMF,89724.25233,CMF-Sw,30695.05716,CMF-Sw,89724.25233
PC11-PR-01_02,CMF,31050.67501,CMF,103808.6775,CMF-Sw,31050.67501,CMF-Sw,103808.6775
PC11-PR-01_03,CMF,24673.68818,CMF,123860.4472,CMF-Sw,24673.68818,CMF-Sw,123860.4472
PC11-PR-01_04,CMF,26530.09278,CMF,83158.15599,CMF-Sw,26530.09278,CMF-Sw,83158.15599
PC11-PR-01_05,RMF,31415.53733,RMF,138008.0684,RMF-Ac,31415.53733,RMF-Ac,138008.0684
PC11-PR-01_06,RMF,30316.48668,RMF,134622.1147,RMF-Ac,30316.48668,RMF-Ac,134622.1147
PC11-PR-01_07,CMF,31415.60646,CMF,120583.6266,CMF-Sw,31415.60646,CMF-Sw,120583.6266
PC11-PR-01_08,CMF,31415.67678,CMF,161913.4346,CMF-Sw,31415.67678,CMF-Sw,161913.4346
PC11-PR-01_09,CMF,31415.55635,CMF,168096.5789,CMF-Sw,31415.55635,CMF-Sw,168096.5789
PC11-PR-01_10,CMF,31415.51276,CMF,155309.9666,CMF-Sw,31415.51276,CMF-Sw,155309.9666
PC11-PR-01_11,CMF,31415.45522,CMF,180274.5302,CMF-Sw,31415.45522,CMF-Sw,180274.5302
PC11-PR-01_12,CMF,31415.44313,CMF,194721.0264,CMF-Sw,31415.44313,CMF-Sw,194721.0264
PC11-PR-01_13,CMF,31415.62778,CMF,117456.6601,CMF-Sw,31415.62778,CMF-Sw,117456.6601
PC11-PR-01_14,RSH,24175.39401,RSH,107376.576,RSH-Ac,24175.39401,RSH-Ac,107376.576
PC11-PR-01_15,RSH,26985.10511,RSH,98103.20172,RSH-Ac,26985.10511,RSH-Ac,98103.20172
PC11-PR-01_16,RYF,13960.3337,WAT,85651.63893,RYF-Ac,13960.3337,WAT,85651.63893
PC11-PR-01_17,RYF,22328.02999,WAT,82194.15412,RYF-Ac,22328.02999,WAT,82194.15412
PC11-PR-01_18,RMF,8693.932789,WAT,76116.3348,RMF-Ac,8693.932789,WAT,76116.3348
PC11-PR-01_19,NVE,14227.12898,WAT,75305.14517,NVE,14227.12898,WAT,75305.14517
PC11-PR-01_20,CYF,24239.72224,CYF,73440.62143,CYF-Sw,24239.72224,CYF-Sw,73440.62143
PC11-PR-01_21,CMF,21860.85246,WAT,110695.6982,CMF-Sw,21860.85246,WAT,110695.6982
PC11-PR-01_22,WAT,12277.13477,DYF,70565.6022,WAT,12277.13477,DYF-At,70565.6022
PC11-PR-01_23,CMF,31415.50746,CMF,106184.9447,CMF-Sw,31415.50746,CMF-Sw,106184.9447
PC11-PR-01_24,CMF,25100.17259,CMF,122875.7906,CMF-Sw,25100.17259,CMF-Sw,122875.7906
PC11-PR-01_25,CMF,18763.40218,CMF,86605.96229,CMF-Sw,18763.40218,CMF-Sw,86605.96229
PC11-PR-01_26,RMF,31415.52503,RMF,149168.1192,RMF-Ac,31415.52503,RMF-Ac,149168.1192
PC11-PR-01_27,RMF,27231.38937,RMF,130232.8756,RMF-Ac,27231.38937,RMF-Ac,130232.8756
PC11-PR-01_28,CMF,31415.61315,CMF,132638.1237,CMF-Sw,31415.61315,CMF-Sw,132638.1237
PC11-PR-01_29,CMF,31415.50583,CMF,158313.3006,CMF-Sw,31415.50583,CMF-Sw,158313.3006
PC11-PR-01_30,CMF,31415.59184,CMF,167087.1961,CMF-Sw,31415.59184,CMF-Sw,167087.1961
PC11-PR-01_31,CMF,31415.61702,CMF,180838.0678,CMF-Sw,31415.61702,CMF-Sw,180838.0678
PC11-PR-01_32,CMF,31415.66055,CMF,192120.2318,CMF-Sw,31415.66055,CMF-Sw,192120.2318
PC11-PR-01_33,CMF,31415.53712,CMF,172341.7477,CMF-Sw,31415.53712,CMF-Sw,172341.7477
PC11-PR-01_34,CMF,27329.62458,CMF,110586.454,CMF-Sw,27329.62458,CMF-Sw,110586.454
PC11-PR-01_35,RSH,30947.87783,RSH,100961.2466,RSH-Ac,30947.87783,RSH-Ac,100961.2466
PC11-PR-01_36,RSH,15463.11907,WAT,80609.32154,RSH-Ac,15463.11907,WAT,80609.32154
PC11-PR-01_37,RYF,16961.96462,WAT,86329.77858,RYF-Ac,16961.96462,WAT,86329.77858
PC11-PR-02_04,DMF,16469.39082,CMF,99231.78908,DMF-At,16469.39082,CMF-Sw,99231.78908
PC11-PR-02_05,DMF,15259.46219,DMF,92526.21898,DMF-At,15259.46219,DMF-At,92526.21898
PC11-PR-02_06,DMF,19991.88379,DMF,106758.0293,DMF-At,19991.88379,DMF-At,106758.0293
PC11-PR-02_07,DMF,27369.29863,DMF,129345.2658,DMF-At,27369.29863,DMF-At,129345.2658
PC11-PR-02_08,DYF,15956.09901,DYF,98217.32859,DYF-At,15956.09901,DMF-At,98131.2215
PC11-PR-02_09,DMF,16005.599,DYF,98607.67262,DMF-At,16005.599,DYF-At,98607.67262
PC11-PR-02_10,DMF,19831.93702,DMF,105365.0951,DMF-At,19831.93702,DMF-At,105365.0951
PC11-PR-02_11,DMF,23995.60531,DYF,105708.133,DMF-At,23995.60531,DYF-At,105708.133
PC11-PR-02_12,DMF,18246.13086,DYF,109140.0368,DMF-At,18246.13086,DYF-At,109140.0368
PC11-PR-02_13,DMF,30850.39648,DMF,99351.13062,DMF-At,30850.39648,DMF-At,99351.13062
PC11-PR-02_14,DMF,29456.14303,DMF,104541.1109,DMF-At,29456.14303,DMF-At,104541.1109
PC11-PR-02_15,DMF,30761.16431,DMF,110470.3712,DMF-At,30761.16431,DMF-At,110470.3712
PC11-PR-02_16,DMF,27730.74461,DMF,99649.52612,DMF-At,27730.74461,DMF-At,99649.52612
PC11-PR-02_17,DMF,26306.93716,DMF,88085.46953,DMF-At,26306.93716,DMF-At,88085.46953
PC11-PR-02_18,DMF,23525.28867,DMF,76161.60789,DMF-At,23525.28867,DMF-At,76161.60789
PC11-PR-02_19,DMF,18626.60901,DYF,88542.99108,DMF-At,18626.60901,DYF-At,88542.99108
PC11-PR-02_20,DMF,21936.04984,DYF,79158.1913,DMF-At,21936.04984,DYF-At,79158.1913
PC11-PR-02_24,DMF,19944.00334,DMF,104386.1188,DMF-At,19944.00334,DMF-At,104386.1188
PC11-PR-02_25,DMF,18827.12744,DMF,104041.5509,DMF-At,18827.12744,DMF-At,104041.5509
PC11-PR-02_26,DMF,27861.29439,DMF,125327.1837,DMF-At,27861.29439,DMF-At,125327.1837
PC11-PR-02_27,DMF,17306.89635,DMF,103364.6246,DMF-At,17306.89635,DMF-At,103364.6246
PC11-PR-02_28,DMF,17070.91809,DMF,103192.9581,DMF-At,17070.91809,DMF-At,103192.9581
PC11-PR-02_29,DMF,20803.6466,DMF,105111.6353,DMF-At,20803.6466,DMF-At,105111.6353
PC11-PR-02_30,DMF,20835.52268,DYF,103809.4514,DMF-At,20835.52268,DYF-At,103809.4514
PC11-PR-02_31,DMF,18166.69413,DYF,114011.1368,DMF-At,18166.69413,DYF-At,114011.1368
PC11-PR-02_32,DMF,29500.27262,DMF,92853.24227,DMF-At,29500.27262,DMF-At,92853.24227
PC11-PR-02_33,DMF,30843.13648,DMF,101906.7947,DMF-At,30843.13648,DMF-At,101906.7947
PC11-PR-02_34,DMF,30635.35129,DMF,110258.7203,DMF-At,30635.35129,DMF-At,110258.7203
PC11-PR-02_35,DMF,27601.45508,DMF,101883.967,DMF-At,27601.45508,DMF-At,101883.967
PC11-PR-02_36,DMF,29096.80678,DMF,92855.51959,DMF-At,29096.80678,DMF-At,92855.51959
PC11-PR-02_37,DMF,28564.76429,DMF,81054.23726,DMF-At,28564.76429,DMF-At,81054.23726
PC11-PR-02_38,DMF,23931.35106,DYF,73646.88749,DMF-At,23931.35106,DYF-At,73646.88749
PC11-PR-02_39,DMF,20111.16656,DYF,78132.04525,DMF-At,20111.16656,DYF-At,78132.04525
PC11-PR-02_40,DMF,19981.74139,DYF,85747.25909,DMF-At,19981.74139,DYF-At,85747.25909
PC11-PR-02_44,DMF,17415.66236,DMF,99456.50801,DMF-At,17415.66236,DMF-At,99456.50801
PC11-PR-02_45,DMF,24507.10639,DMF,117698.8924,DMF-At,24507.10639,DMF-At,117698.8924
PC11-PR-02_46,DMF,16494.03321,DMF,103353.3782,DMF-At,16494.03321,DMF-At,103353.3782
PC11-PR-02_47,DMF,17214.18072,DMF,103177.8193,DMF-At,17214.18072,DMF-At,103177.8193
PC11-PR-02_48,DMF,17749.60769,DMF,98390.40617,DMF-At,17749.60769,DMF-At,98390.40617
PC11-PR-02_49,DMF,19688.60612,DYF,98439.05029,DMF-At,19688.60612,DYF-At,98439.05029
PC11-PR-02_50,DMF,18987.72069,DYF,117700.5773,DMF-At,18987.72069,DYF-At,117700.5773
PC11-PR-02_51,DMF,23281.7069,DYF,89277.5291,DMF-At,23281.7069,DYF-At,89277.5291
PC11-PR-02_52,DMF,30471.71659,DMF,100357.2213,DMF-At,30471.71659,DMF-At,100357.2213
PC11-PR-02_53,DMF,28996.05101,DMF,108225.8539,DMF-At,28996.05101,DMF-At,108225.8539
PC11-PR-02_54,DMF,28892.12435,DMF,105685.6745,DMF-At,28892.12435,DMF-At,105685.6745
PC11-PR-02_55,DMF,25643.21013,DMF,94380.19277,DMF-At,25643.21013,DMF-At,94380.19277
PC11-PR-02_56,DMF,28739.33239,DMF,84788.51815,DMF-At,28739.33239,DMF-At,84788.51815
PC11-PR-02_57,DMF,25059.86033,DMF,69658.41311,DMF-At,25059.86033,DMF-At,69658.41311
PC11-PR-02_58,DMF,21218.02292,DYF,69867.2352,DMF-At,21218.02292,DYF-At,69867.2352
PC11-PR-02_59,DMF,20380.82255,DYF,85983.58743,DMF-At,20380.82255,DYF-At,85983.58743
PC11-S_01,DYF,20897.79774,DYF,109962.2485,DYF-At,20897.79774,DYF-At,109962.2485
PC11-S_02,DYF,31415.62311,DYF,184772.5381,DYF-At,31415.62311,DYF-At,184772.5381
PC11-S_03,DYF,31415.56937,DYF,187029.4399,DYF-At,31415.56937,DYF-At,187029.4399
PC11-S_04,DYF,31415.55814,DYF,183679.6445,DYF-At,31415.55814,DYF-At,183679.6445
PC11-S_05,DYF,31388.87058,DYF,169704.1799,DYF-At,31388.87058,DYF-At,169704.1799
PC11-S_06,DYF,31381.84679,DYF,166595.8895,DYF-At,31381.84679,DYF-At,166595.8895
PC11-S_07,DYF,22059.55328,DYF,133390.4402,DYF-At,22059.55328,DYF-At,133390.4402
PC11-S_08,DYF,18948.85345,DYF,111227.6654,DYF-At,18948.85345,DYF-At,111227.6654
PC11-S_09,DYF,18656.81399,DYF,124170.0325,DYF-At,18656.81399,DYF-At,124170.0325
PC11-S_10,DYF,27834.50724,DYF,167890.2047,DYF-At,27834.50724,DYF-At,167890.2047
PC11-S_11,DYF,27246.70247,DYF,162834.7243,DYF-At,27246.70247,DYF-At,162834.7243
PC11-S_12,DYF,27366.7307,DYF,138219.425,DYF-At,27366.7307,DYF-At,138219.425
PC11-S_13,DYF,31415.54953,DYF,133336.2861,DYF-At,31415.54953,DYF-At,133336.2861
PC11-S_14,DYF,29809.50939,DYF,83240.3432,DYF-At,29809.50939,DYF-At,83240.3432
PC11-S_15,CYF,22173.50838,DYF,127611.7793,CYF-Sw,22173.50838,DYF-At,127611.7793
PC11-S_16,CYF,16631.37307,DYF,93077.86337,CYF-Sw,16631.37307,DYF-At,93077.86337
PC11-S_17,DYF,31415.73869,DYF,170756.3426,DYF-At,31415.73869,DYF-At,170756.3426
PC11-S_18,DYF,31415.84428,DYF,165114.4463,DYF-At,31415.84428,DYF-At,165114.4463
PC11-S_19,DYF,23547.49563,DYF,103210.8934,DYF-At,23547.49563,DYF-At,103210.8934
PC11-S_20,DYF,20544.47966,DYF,115903.8953,DYF-At,20544.47966,DYF-At,115903.8953
PC11-S_22,DYF,18269.51216,DYF,92861.12162,DYF-At,18269.51216,DYF-At,92861.12162
PC11-S_23,DYF,16214.67487,WAT,83529.60693,DYF-At,16214.67487,WAT,83529.60693
PC11-S_24,DYF,31415.52296,DYF,187195.086,DYF-At,31415.52296,DYF-At,187195.086
PC11-S_25,DYF,31381.84679,DYF,166595.8895,DYF-At,31381.84679,DYF-At,166595.8895
PC11-S_26,DYF,18656.81399,DYF,124170.0325,DYF-At,18656.81399,DYF-At,124170.0325
PC11-S_27,DYF,31415.67946,DYF,183998.2767,DYF-At,31415.67946,DYF-At,183998.2767
PC11-S_28,DYF,22059.55328,DYF,133390.4402,DYF-At,22059.55328,DYF-At,133390.4402
PC11-S_29,DYF,27727.5665,DYF,167836.8152,DYF-At,27727.5665,DYF-At,167836.8152
PC11-S_30,DYF,31388.87058,DYF,169704.1799,DYF-At,31388.87058,DYF-At,169704.1799
PC11-S_31,DYF,18948.85345,DYF,111227.6654,DYF-At,18948.85345,DYF-At,111227.6654
PC11-S_32,DYF,27140.32768,DYF,162663.7196,DYF-At,27140.32768,DYF-At,162663.7196
PC11-TC-11_01,DYF,18860.07665,WAT,66434.106,DYF-At,18860.07665,WAT,66434.106
PC11-TC-11_02,DYF,14165.15173,DYF,70969.82906,DYF-At,14165.15173,DYF-At,70969.82906
PC11-TC-11_03,DSG,15288.15521,DYF,108176.3587,DSG,15288.15521,DYF-At,108176.3587
PC11-TC-11_04,DYF,25766.97774,DYF,143243.4316,DYF-At,25766.97774,DYF-At,143243.4316
PC11-TC-11_05,DYF,21462.7061,DYF,131889.5551,DYF-At,21462.7061,DYF-At,131889.5551
PC11-TC-11_06,DSS,17707.4114,DYF,99618.2191,DSS,17707.4114,DYF-At,99618.2191
PC11-TC-11_14,NVE,27645.45225,DYF,84180.88971,NVE,27645.45225,DYF-At,84180.88971
PC11-TC-11_15,NVE,12804.58551,NVE,87975.94742,NVE,12804.58551,NVE,87975.94742
PC11-TC-11_17,NVE,17087.45032,DYF,152608.9821,NVE,17087.45032,DYF-At,152608.9821
PC11-TC-11_18,DYF,20518.52787,DYF,144260.5929,DYF-At,20518.52787,DYF-At,144260.5929
PC11-TC-11_19,DYF,31415.77156,DYF,162356.0284,DYF-At,31415.77156,DYF-At,162356.0284
PC11-TC-11_20,DYF,31415.70231,DYF,176078.4829,DYF-At,31415.70231,DYF-At,176078.4829
PC11-TC-11_21,DYF,31415.92654,DYF,142525.4258,DYF-At,31415.92654,DYF-At,142525.4258
PC11-TC-11_22,DSH,26371.08704,DSH,103563.8381,DSH-At,26371.08704,DSH-At,103563.8381
PC11-TC-11_23,DYF,21905.44349,DYF,104260.1631,DYF-At,21905.44349,DYF-At,104260.1631
PC11-TC-11_24,DYF,31415.92654,DYF,177406.7646,DYF-At,31415.92654,DYF-At,177406.7646
PC11-TC-11_25,DYF,22536.68943,DYF,141227.9395,DYF-At,22536.68943,DYF-At,141227.9395
PC11-TC-11_26,DYF,31415.92654,DYF,169792.3476,DYF-At,31415.92654,DYF-At,169792.3476
PC11-TC-11_27,DMF,23999.24241,DYF,105953.2241,DMF-At,23999.24241,DYF-At,105953.2241
PC11-TC-11_28,DYF,15633.12376,WAT,64414.73844,DYF-At,15633.12376,WAT,64414.73844
PC11-TC-11_29,DSS,18341.00184,DYF,81231.93543,DSS,18341.00184,DYF-At,81231.93543
PC11-TC-11_30,DYF,29078.11906,DYF,103146.8586,DYF-At,29078.11906,DYF-At,103146.8586
PC11-TC-11_31,DYF,31415.50008,DYF,158913.8721,DYF-At,31415.50008,DYF-At,158913.8721
PC11-TC-11_32,DYF,30681.56942,DYF,131477.9881,DYF-At,30681.56942,DYF-At,131477.9881
PC11-TC-11_33,DYF,21908.3719,DYF,113696.586,DYF-At,21908.3719,DYF-At,113696.586
PC11-TC-11_34,DYF,28565.78794,DYF,125324.0129,DYF-At,28565.78794,DYF-At,125324.0129
PC11-TC-11_35,DYF,18615.32317,DYF,131725.6536,DYF-At,18615.32317,DYF-At,131725.6536
PC11-TC-11_36,DYF,19155.99275,DYF,96823.23006,DYF-At,19155.99275,DYF-At,96823.23006
PC11-TC-11_37,CYF,19343.02289,DYF,113645.0607,CYF-Sw,19343.02289,DYF-At,113645.0607
PC11-TC-11_38,NVE,11325.76027,WAT,56011.76759,NVE,11325.76027,WAT,56011.76759
PC11-TC-11_39,CYF,16815.76341,DYF,123892.8695,CYF-Sw,16815.76341,DYF-At,123892.8695
PC11-TC-11_40,DYF,15898.6145,DYF,118617.1015,DYF-At,15898.6145,DYF-At,118617.1015
PC11-TC-11_41,DYF,18320.51185,DYF,101458.8696,DYF-At,18320.51185,DYF-At,101458.8696
PC11-TC-11_48,DYF,16654.45985,DYF,92491.77575,DYF-At,16654.45985,DYF-At,92491.77575
PC11-TC-11_49,DSG,17650.99876,DYF,101566.5275,DSG,17650.99876,DYF-At,101566.5275
PC11-TC-11_50,DYF,24517.92319,DYF,101970.0471,DYF-At,24517.92319,DYF-At,101970.0471
PC11-TC-11_51,DYF,16937.37926,DYF,120690.1341,DYF-At,16937.37926,DYF-At,120690.1341
PC12-85-A-1,CUL,17532.08737,CUL,130212.5813,CUL,17532.08737,CUL,130212.5813
PC12-85-A-2,CUL,31415.92654,CUL,187880.2762,CUL,31415.92654,CUL,187880.2762
PC12-85-A-3,ANT,19091.27563,CUL,158840.7295,ANT,19091.27563,CUL,158840.7295
PC12-85-A-4,CUL,20529.84446,CUL,141679.3617,CUL,20529.84446,CUL,141679.3617
