StationID,BHC20_1,Area (m)
CONI19-012,CUL,19304.17838
CONI19-012,CYF,25927.46662
CONI19-012,DSG,60097.75703
CONI19-012,DSH,3274.814148
CONI19-012,DSS,70326.51777
CONI19-012,DYF,17417.77215
CONI19-013,CUL,2666.670024
CONI19-013,CYF,16139.17842
CONI19-013,DSG,75576.53066
CONI19-013,DSH,23639.69241
CONI19-013,DSS,71690.02905
CONI19-013,DYF,6636.350273
CONI19-014,CUL,134525.9037
CONI19-014,CYF,3660.178657
CONI19-014,DSG,3.113726
CONI19-014,DSH,2540.244542
CONI19-014,DSS,54614.39965
CONI19-014,DYF,1004.820909
CONI19-015,CUL,15609.959
CONI19-015,DSG,50067.58122
CONI19-015,DSS,130671.1147
CONI19-016,CUL,195128.994
CONI19-016,DSS,1219.97324
CONI19-017,CUL,130155.2505
CONI19-017,DSG,28738.40527
CONI19-017,DSH,2286.104921
CONI19-017,NVE,20292.71172
CONI19-017,WAT,14876.20684
CONI19-018,CUL,11965.05781
CONI19-018,CYF,7292.672735
CONI19-018,DSG,86877.72537
CONI19-018,DSS,23515.59573
CONI19-018,DYF,31186.33179
CONI19-018,NVE,35511.34399
CONI19-044,CMF,21508.99227
CONI19-044,CSH,2858.154446
CONI19-044,CYF,30204.71306
CONI19-044,NVE,25236.5112
CONI19-044,WAT,112995.6104
CONI19-044,WRI,3544.582768
CONI19-047,CSH,4306.935455
CONI19-047,CYF,59139.94468
CONI19-047,NVE,31715.4951
CONI19-047,WAT,69768.4358
CONI19-047,WRI,31417.54811
CONI19-049,CMF,589.372908
CONI19-049,CYF,32737.61946
CONI19-049,NVE,127649.2376
CONI19-049,WAT,35372.16564
CONI19-054,CMF,9521.290078
CONI19-054,CUL,11341.61685
CONI19-054,DYF,34324.81644
CONI19-054,NVE,59680.99926
CONI19-054,WAT,50970.29156
CONI19-054,WRI,30509.51578
CONI19-059,CSH,18906.01153
CONI19-059,CYF,17243.11589
CONI19-059,NVE,87764.69927
CONI19-059,WAT,72279.19612
CONI19-059,WRI,155.5996
CONI19-065,CMF,2011.933238
CONI19-065,DYF,17594.44758
CONI19-065,NVE,62900.12093
CONI19-065,WAT,113841.842
CONI19-080,CYF,21535.95242
CONI19-080,NVE,3853.035455
CONI19-080,RMF,54870.9899
CONI19-080,RSH,50270.0745
CONI19-080,WAT,65818.66996
CONI19-085,ANT,2686.818041
CONI19-085,CMF,533.977349
CONI19-085,CUL,1829.718995
CONI19-085,CYF,20494.6778
CONI19-085,DYF,44545.86306
CONI19-085,RSH,37392.27848
CONI19-085,WAT,27576.03162
CONI19-085,WRI,61289.39192
CONI19-091,CYF,47733.04208
CONI19-091,DYF,20604.40749
CONI19-091,NVE,103550.8523
CONI19-091,RSH,2844.183913
CONI19-091,WAT,21616.04
CONI19-101,CMF,18165.59055
CONI19-101,DMF,161159.6842
CONI19-101,DYF,14577.87065
CONI19-101,NVE,2445.333444
CONI19-102,CYF,108.921899
CONI19-102,DYF,1331.917339
CONI19-102,NVE,47247.73525
CONI19-102,RMF,8652.812859
CONI19-102,RSH,843.919006
CONI19-102,RYF,3905.729073
CONI19-102,WAT,83523.83824
CONI19-102,WRI,50733.66348
CONI19-107,CUL,103803.2672
CONI19-107,DYF,517.199034
CONI19-107,WAT,92028.77521
CONI19-108,CUL,14006.22796
CONI19-108,CYF,35687.97335
CONI19-108,DYF,17568.87532
CONI19-108,NVE,600.078362
CONI19-108,RSH,42172.95017
CONI19-108,WAT,64039.78762
CONI19-108,WRI,22272.47707
CONI19-113,CUL,39025.96942
CONI19-113,CYF,118992.7504
CONI19-113,DYF,7477.661148
CONI19-113,NVE,10293.69735
CONI19-113,RMF,17989.36825
CONI19-113,RSH,2569.042906
CONI19-114,CMF,42429.21747
CONI19-114,CYF,1222.545468
CONI19-114,NVE,15904.41834
CONI19-114,RSH,81696.79009
CONI19-114,WAT,55095.68576
CONI19-116,CUL,17247.05427
CONI19-116,CYF,22629.35755
CONI19-116,DSG,25855.65509
CONI19-116,DSH,22455.94452
CONI19-116,NVE,19942.62072
CONI19-116,RSH,27369.29757
CONI19-116,WAT,60848.55359
CONI19-118,CUL,14616.7756
CONI19-118,DSG,95537.06067
CONI19-118,DSH,755.943253
CONI19-118,DSS,82404.18436
CONI19-118,DYF,3034.621082
CONI19-119,CUL,163758.1619
CONI19-119,DSH,28231.26329
CONI19-119,DSS,1154.619037
CONI19-119,DYF,3204.899756
CONI19-120,CUL,96788.53149
CONI19-120,DMF,10214.40605
CONI19-120,DSH,23948.76276
CONI19-120,DYF,15472.30833
CONI19-120,WAT,49924.53572
CONI19-121,CYF,737.602264
CONI19-121,NVE,53595.33126
CONI19-121,RSH,69824.4515
CONI19-121,WAT,72191.27031
CONI19-126,CUL,106385.7407
CONI19-126,DSG,6236.639948
CONI19-126,DYF,33532.69114
CONI19-126,RYF,50193.48579
CONI19-128,CUL,26698.35514
CONI19-128,CYF,14595.15476
CONI19-128,DSG,30937.54699
CONI19-128,DSS,79012.06479
CONI19-128,DYF,45099.56756
CONI19-128,RYF,6.00254
CONI19-129,CMF,9628.182492
CONI19-129,DSG,2801.377251
CONI19-129,NVE,51360.29841
CONI19-129,RSH,61999.60825
CONI19-129,WAT,58603.20936
CONI19-129,WRI,11955.74458
CONI19-130,CMF,19726.41901
CONI19-130,CYF,4725.638875
CONI19-130,DYF,25703.03337
CONI19-130,NVE,47332.3918
CONI19-130,WAT,64937.47984
CONI19-130,WRI,33923.6757
CONI19-136,CUL,141846.6374
CONI19-136,DSG,15559.51708
CONI19-136,DYF,22117.1578
CONI19-136,NVE,9887.804404
CONI19-136,WAT,6937.369837
CONI19-138,CUL,127773.6583
CONI19-138,DSH,543.651349
CONI19-138,DYF,5981.224864
CONI19-138,NVE,3384.361076
CONI19-138,WAT,58665.36552
CONI19-141,DYF,1587.435317
CONI19-141,NVE,91365.42868
CONI19-141,RSH,4117.970308
CONI19-141,WAT,99277.64269
CONI19-142,CUL,2270.726019
CONI19-142,CYF,3357.386874
CONI19-142,DSG,50.513085
CONI19-142,DSH,166647.521
CONI19-142,DYF,9759.445878
CONI19-142,NVE,8499.540952
CONI19-142,RSH,5610.524187
CONI19-142,WAT,153.085545
CONI19-145,ANT,42197.21949
CONI19-145,DYF,84539.24028
CONI19-145,NVE,12289.15187
CONI19-145,WAT,57322.95459
CONI19-148,ANT,5275.316672
CONI19-148,CUL,21269.28284
CONI19-148,CYF,7594.627253
CONI19-148,DYF,162209.3859
CONI19-152,CMF,68577.45134
CONI19-152,NVE,80052.5715
CONI19-152,RMF,38351.44671
CONI19-152,WRI,9366.990756
CONI19-157,CMF,97853.58448
CONI19-157,DYF,1932.56038
CONI19-157,NVE,33449.89706
CONI19-157,RMF,1467.847801
CONI19-157,WAT,33754.15083
CONI19-157,WRI,27890.75665
CONI19-159,CMF,70756.2629
CONI19-159,CYF,797.993732
CONI19-159,DMF,12919.72424
CONI19-159,DYF,19888.76199
CONI19-159,NVE,24953.93569
CONI19-159,RSH,3677.805661
CONI19-159,WRI,63354.15481
CONI19-173,CMF,11553.82654
CONI19-173,CYF,20272.78854
CONI19-173,NVE,40895.82152
CONI19-173,RSH,55208.97176
CONI19-173,WAT,68417.44746
CONI19-180,CMF,25805.72695
CONI19-180,CYF,705.09229
CONI19-180,DYF,37857.28346
CONI19-180,NVE,56732.13497
CONI19-180,WAT,69220.75163
CONI19-180,WRI,6027.786721
CONI19-181,CMF,32513.27658
CONI19-181,CUL,691.875707
CONI19-181,DYF,29266.3282
CONI19-181,NVE,71875.57263
CONI19-181,RSH,17259.10905
CONI19-181,WAT,17504.55669
CONI19-181,WRI,27237.77038
CONI19-185,CMF,85537.15763
CONI19-185,CSH,40999.16749
CONI19-185,CYF,25171.86564
CONI19-185,DMF,132.035261
CONI19-185,DYF,44508.539
CONI19-187,CMF,55596.81917
CONI19-187,CUL,22549.6706
CONI19-187,NVE,9112.307103
CONI19-187,RSH,32593.51486
CONI19-187,WAT,70911.11688
CONI19-187,WRI,5585.265695
CONI19-205,DMF,15258.38364
CONI19-205,DSH,169344.3809
CONI19-205,DYF,11746.26963
CONI19-208,CUL,196348.3552
CONI19-209,CUL,196348.6287
CONI19-211,CSH,59684.14442
CONI19-211,FBS,365.660806
CONI19-211,WGR,136298.7564
CONI19-214,CUL,196349.5408
CR-E-01,CUL,148001.517
CR-E-01,CYF,16005.3316
CR-E-01,DYF,32341.57141
CR-E-02,CSH,31432.69698
CR-E-02,CUL,164916.0107
CR-E-03,CSH,48811.43919
CR-E-03,CUL,142270.2086
CR-E-03,WGR,5267.164872
CR-E-04,CSH,34875.71446
CR-E-04,CUL,129100.3576
CR-E-04,WGR,32372.71552
CR-E-05,CSH,264.564797
CR-E-05,CUL,158948.8307
CR-E-05,CYF,12249.0113
CR-E-05,WGR,24885.8651
CR-E-06,CUL,184835.9778
CR-E-06,CYF,8113.69149
CR-E-06,WGR,3398.979012
CR-E-07,CUL,193963.187
CR-E-07,DSH,2385.390543
CR-E-08,CUL,88100.35545
CR-E-08,DSH,108248.0971
CR-E-09,CUL,144529.605
CR-E-09,DSH,51819.21209
DR01-1,CUL,196348.5663
DR01-10,DSH,5712.148297
DR01-10,DYF,17654.88985
DR01-10,FBS,172981.6407
DR01-11,DSH,10757.35251
DR01-11,DYF,9047.840355
DR01-11,FBS,145356.1221
DR01-11,WAT,31187.22993
DR01-12,DYF,52062.00932
DR01-12,FBS,100202.8386
DR01-12,WAT,44083.76431
DR01-13,ANT,16180.6412
DR01-13,DMF,47383.26261
DR01-13,DSH,41021.8317
DR01-13,DYF,64586.49488
DR01-13,FBS,22813.01076
DR01-13,FBT,320.242707
DR01-13,WGR,4043.164906
DR01-14,CSH,24735.37095
DR01-14,CUL,7058.329814
DR01-14,CYF,77898.86215
DR01-14,DMF,70794.75057
DR01-14,DYF,15861.4145
DR01-15,CUL,156984.2721
DR01-15,DMF,6167.605514
DR01-15,DYF,23343.36932
DR01-15,WAT,9853.106814
DR01-16,CUL,68778.80024
DR01-16,DMF,17371.77138
DR01-16,DYF,87600.92772
DR01-16,WAT,22597.51956
DR01-17,CUL,195320.1637
DR01-17,DYF,1028.63
DR01-18,CUL,196348.7252
DR01-19,CUL,27587.5842
DR01-19,DMF,111605.293
DR01-19,DSH,36903.32243
DR01-19,DYF,18638.02971
DR01-19,WAT,1614.162917
DR01-2,CMF,64.591886
DR01-2,CUL,196284.0098
DR01-20,CUL,190402.708
DR01-20,DYF,5946.427491
DR01-3,CUL,196348.7423
DR01-4,CUL,193749.6132
DR01-4,DYF,2599.286924
DR01-5,CUL,196348.959
DR01-6,CUL,190442.3871
DR01-6,DMF,1120.986495
DR01-6,DYF,4785.38552
DR01-7,CUL,40676.56945
DR01-7,DMF,54857.0549
DR01-7,DSH,100814.8272
DR01-8,DMF,196348.2968
DR01-9,ANT,27901.0747
DR01-9,CSH,64105.80826
DR01-9,DMF,104342.1078
DR03-1,CMF,132949.7413
DR03-1,CSH,59739.59014
DR03-1,CUL,3642.037076
DR03-1,DMF,17.182208
DR03-2,CMF,122661.3969
DR03-2,CSH,39217.63988
DR03-2,CYF,7815.391203
DR03-2,DMF,24043.2363
DR03-2,DYF,2610.872778
DR03-3,CMF,57697.50847
DR03-3,CSH,23057.74463
DR03-3,CYF,8593.004467
DR03-3,DMF,59872.82889
DR03-3,DSH,31024.96398
DR03-3,DYF,2017.465095
DR03-3,WGR,14084.93591
DR03-4,CMF,85352.69125
DR03-4,CYF,2102.295893
DR03-4,DMF,2838.140882
DR03-4,DSH,65903.52773
DR03-4,DYF,34001.15012
DR03-4,FBS,205.028068
DR03-4,WGR,5945.632555
DR03-5,ANT,15867.5546
DR03-5,CMF,101596.1817
DR03-5,DMF,49918.46222
DR03-5,DYF,28966.20117
DR03-6,CMF,135541.8926
DR03-6,CSH,41197.35861
DR03-6,WAT,19609.51754
DR03-7,CMF,176098.5849
DR03-7,CYF,20249.98412
DR03-8,CMF,75441.43087
DR03-8,CSH,72351.73772
DR03-8,DSH,16754.20893
DR03-8,DYF,31801.07906
HH01-1,CUL,29282.30283
HH01-1,DMF,23440.61115
HH01-1,DSH,73857.74914
HH01-1,DYF,62.734179
HH01-1,RSH,55274.85511
HH01-1,WAT,14430.31112
HH01-2,ANT,43882.93542
HH01-2,CSH,44917.77048
HH01-2,CUL,60021.57625
HH01-2,DSH,35580.25507
HH01-2,DSS,2786.909823
HH01-2,DYF,9158.991886
HH01-4,ANT,22056.12588
HH01-4,CMF,5286.411215
HH01-4,CUL,22953.26291
HH01-4,CYF,58156.76517
HH01-4,DYF,48597.23849
HH01-4,RSH,4445.463299
HH01-4,WRI,34853.30958
HH01-5,ANT,52078.39949
HH01-5,CMF,16389.54886
HH01-5,CUL,20593.98207
HH01-5,CYF,67464.8654
HH01-5,DYF,39821.97633
HH01-6,CUL,22118.14893
HH01-6,DSG,38722.58858
HH01-6,DYF,74412.42591
HH01-6,WAT,61095.62447
HH01-7,ANT,13241.86542
HH01-7,CUL,27308.80719
HH01-7,CYF,1469.701928
HH01-7,DYF,154328.11
HH02-1,ANT,10289.50411
HH02-1,CMF,49250.47283
HH02-1,CUL,136512.795
HH02-1,DMF,295.970381
