StationID,BHC33_1,Area (m)
AE-C-11,NVE,17613.65758
AE-C-12,ANT,1515.414544
AE-C-12,CUL,38900.33831
AE-C-12,DMF-At,137992.0842
AE-C-12,DYF-At,17931.94774
CH01-1,CSH-Sw,2145.758576
CH01-1,CYF-Sw,8618.078782
CH01-1,DSG,19805.24205
CH01-1,DSS,15576.94893
CH01-1,DYF-At,50899.42875
CH01-1,RYF-Ac,25993.95676
CH01-1,WAT,65838.74882
CH01-1,WRI,7470.308065
CH01-2,CUL,77032.45966
CH01-2,DYF-At,119316.1772
CH01-3,CUL,154174.4885
CH01-3,DYF-At,42174.40022
CL04-1,ANT,12896.3775
CL04-1,CUL,55289.43141
CL04-1,DMF-At,15088.3909
CL04-1,DYF-At,113074.5985
CL04-2,CUL,196348.8081
CL04-3,CUL,182737.5351
CL04-3,DYF-At,13611.15035
CL04-4,CUL,196349.4133
CL04-5,CUL,152820.6351
CL04-5,CYF-Sw,24575.00551
CL04-5,DYF-At,18952.96749
CL04-6,CUL,171537.7249
CL04-6,DYF-At,24810.98177
CL04-7,CUL,196348.7111
CL04-8,ANT,1321.719601
CL04-8,CUL,119283.4203
CL04-8,DSH-At,2592.092521
CL04-8,DYF-At,73151.65093
CL05-1,CUL,196348.8629
CL05-2,CUL,195316.7767
CL05-2,DYF-At,1032.088828
CL05-3,CUL,196349.2845
CL05-4,CUL,187200.1737
CL05-4,DYF-At,9148.146711
CL05-5,CUL,192399.4291
CL05-5,DYF-At,3949.437468
CL05-6,CUL,149450.0794
CL05-6,DYF-At,46898.5259
CL05-7,CUL,115820.9267
CL05-7,DSH-At,9282.400125
CL05-7,DSS,44498.01824
CL05-7,DYF-At,26747.24292
CONI18-009,CMF-Sw,26836.73718
CONI18-009,DYF-At,2329.166169
CONI18-009,NVE,11704.18753
CONI18-009,RSH-Ac,46703.17633
CONI18-009,RYF-Ac,88360.13803
CONI18-009,WAT,20415.2024
CONI18-010,CMF-Sw,58590.92579
CONI18-010,CSH-Sw,7950.144384
CONI18-010,DMF-At,945.395818
CONI18-010,RMF-Ac,21309.14556
CONI18-010,RSH-Ac,53725.8636
CONI18-010,WAT,53827.38955
CONI18-011,DYF-At,5337.883213
CONI18-011,NVE,142372.5775
CONI18-011,WAT,48638.19202
CONI18-012,CMF-Sw,30989.8847
CONI18-012,DYF-At,16157.01968
CONI18-012,NVE,91816.12043
CONI18-012,RMF-Ac,49566.24537
CONI18-012,RSH-Ac,7819.317923
CONI18-013,CYF-Sw,54.345951
CONI18-013,DSG,2521.126064
CONI18-013,DYF-At,67241.81148
CONI18-013,NVE,54299.22792
CONI18-013,RMF-Ac,46988.82689
CONI18-013,RSH-Ac,13724.03658
CONI18-013,RYF-Ac,11519.19495
CONI18-014,DSG,3296.624368
CONI18-014,DYF-At,3579.365233
CONI18-014,NVE,36204.20075
CONI18-014,RMF-Ac,17526.48407
CONI18-014,RSH-Ac,60279.22902
CONI18-014,RYF-Ac,59063.79013
CONI18-014,WRI,16398.79994
CONI18-015,NVE,130315.8553
CONI18-015,RSH-Ac,29266.59133
CONI18-015,WAT,36766.19621
CONI18-016,CUL,1379.306036
CONI18-016,DSG,20344.32356
CONI18-016,DSH-At,60698.26397
CONI18-016,DYF-At,37868.45552
CONI18-016,NVE,11095.50593
CONI18-016,WAT,64962.55755
CONI18-017,CYF-Sw,30849.24564
CONI18-017,DYF-At,110426.3533
CONI18-017,RSH-Ac,50441.57007
CONI18-017,WAT,4631.202626
CONI18-018,DYF-At,36884.11317
CONI18-018,RSH-Ac,123682.02
CONI18-018,WAT,35782.46958
CONI18-019,CMF-Sw,2458.583654
CONI18-019,CYF-Sw,10846.06109
CONI18-019,DSH-At,26193.57171
CONI18-019,NVE,4772.395071
CONI18-019,RSH-Ac,104536.5178
CONI18-019,WAT,47541.63737
CONI18-020,CUL,25983.52115
CONI18-020,DSH-At,48659.54185
CONI18-020,DSS,23786.66826
CONI18-020,DYF-At,18583.09084
CONI18-020,NVE,12805.47474
CONI18-020,RSH-Ac,837.196632
CONI18-020,WAT,65693.10994
CONI18-021,CUL,7615.728878
CONI18-021,NVE,20070.0035
CONI18-021,RSH-Ac,74181.55405
CONI18-021,RYF-Ac,11370.37712
CONI18-021,WAT,83110.7764
CONI18-022,NVE,37466.46689
CONI18-022,RSH-Ac,73307.5862
CONI18-022,RYF-Ac,6899.278412
CONI18-022,WAT,78675.24504
CONI18-023,CMF-Sw,54061.12144
CONI18-023,DMF-Ac,48459.40131
CONI18-023,DMF-At,19857.62309
CONI18-023,NVE,73970.54248
CONI18-025,CYF-Sw,11015.36698
CONI18-025,NVE,7710.75481
CONI18-025,RSH-Ac,140176.0795
CONI18-025,WAT,37446.25368
CONI18-026,CMF-Sw,21664.11478
CONI18-026,CYF-Sw,39650.72106
CONI18-026,DYF-Ep,7798.645376
CONI18-026,NVE,14621.61391
CONI18-026,RSH-Ac,59188.3144
CONI18-026,WAT,53425.23305
CONI18-027,CYF-Sw,4681.210423
CONI18-027,DYF-At,8990.620753
CONI18-027,NVE,3473.693586
CONI18-027,RSH-Ac,144280.4217
CONI18-027,WAT,34922.64003
CONI18-028,DYF-At,87933.70928
CONI18-028,NVE,22430.6173
CONI18-028,RSH-Ac,8722.172992
CONI18-028,WAT,77262.21564
CONI18-030,DSH-At,11437.05197
CONI18-030,DYF-At,154520.1244
CONI18-030,WAT,30391.47362
CONI18-032,CUL,162615.4927
CONI18-032,DYF-At,2082.011615
CONI18-032,WAT,31651.07578
CONI18-033,CUL,143802.7932
CONI18-033,DSS,26016.76691
CONI18-033,DYF-At,11101.63461
CONI18-033,NVE,15427.32008
CONI18-034,CUL,89606.65195
CONI18-034,NVE,13138.90014
CONI18-034,RSH-Ac,15556.32917
CONI18-034,RYF-Ac,7257.538654
CONI18-034,WAT,12751.72112
CONI18-034,WRI,58037.70735
CONI18-035,CMF-Sw,24355.93208
CONI18-035,CUL,25772.57408
CONI18-035,DMF-Ac,2623.854483
CONI18-035,DSS,7923.817097
CONI18-035,DYF-At,14411.58091
CONI18-035,NVE,19039.13725
CONI18-035,RMF-Ac,56128.84031
CONI18-035,RSH-Ac,4112.697883
CONI18-035,WAT,5691.714584
CONI18-035,WRI,36288.20289
CONI18-036,CMF-Sw,10846.81656
CONI18-036,DSH-At,17020.30356
CONI18-036,DYF-At,128037.445
CONI18-036,NVE,31252.69508
CONI18-036,WAT,5783.587743
CONI18-036,WRI,3407.64439
CONI18-037,RSH-Ac,1396.16446
CONI18-037,RYF-Ac,22823.48297
CONI18-037,WRI,172129.0031
CONI18-038,CUL,19148.13184
CONI18-038,DSG,21250.39436
CONI18-038,DSH-At,21834.85538
CONI18-038,DYF-At,134115.2902
CONI18-039,CMF-Sw,8532.080282
CONI18-039,NVE,94218.16011
CONI18-039,RSH-Ac,26340.17579
CONI18-039,WAT,67258.16235
CONI18-040,ANT,15798.85725
CONI18-040,CMF-Sw,40056.82763
CONI18-040,CUL,195.315489
CONI18-040,DSH-At,71187.63096
CONI18-040,DYF-At,69109.68527
CONI18-041,CUL,50438.56704
CONI18-041,DSH-At,6937.841621
CONI18-041,DYF-At,11111.77346
CONI18-041,NVE,42517.39347
CONI18-041,RYF-Ac,85342.728
CONI18-043,DYF-At,147783.1248
CONI18-043,RMF-Ac,566.786351
CONI18-043,WGR,28014.88117
CONI18-043,WRI,19983.85583
CONI18-044,NVE,11175.69602
CONI18-044,RMF-Ac,33324.40971
CONI18-044,RSH-Ac,528.176408
CONI18-044,RYF-Ac,5846.611109
CONI18-044,WAT,46334.3155
CONI18-044,WRI,99139.21811
CONI18-045,CMF-Sw,3365.421747
CONI18-045,RMF-Ac,28890.76109
CONI18-045,RSH-Ac,94418.69234
CONI18-045,WAT,69673.80371
CONI18-046,CUL,23078.32283
CONI18-046,DYF-At,83612.09364
CONI18-046,WGR,30268.21273
CONI18-046,WSH,59389.98221
CONI18-047,CMF-Sw,20512.28585
CONI18-047,CUL,94659.46346
CONI18-047,DSH-At,69504.01545
CONI18-047,DYF-At,11672.78536
CONI18-049,ANT,64897.53286
CONI18-049,CUL,39978.66956
CONI18-049,CYF-Sw,4758.114757
CONI18-049,DYF-At,86713.94024
CONI18-050,RMF-Ac,10561.37274
CONI18-050,RSH-Ac,118213.7001
CONI18-050,RYF-Ac,16244.51615
CONI18-050,WAT,51328.81621
CONI18-051,DYF-At,65953.10021
CONI18-051,WGR,130395.71
CONI18-052,CUL,55805.43216
CONI18-052,CYF-Sw,5297.922123
CONI18-052,DSH-At,15862.14851
CONI18-052,FBT-Sb,42038.28741
CONI18-052,WGR,77344.84837
CONI18-053,CUL,163955.6564
CONI18-053,DSH-At,25873.51387
CONI18-053,DYF-At,6487.007181
CONI18-053,NVE,32.403489
CONI18-056,CUL,150330.4915
CONI18-056,DYF-At,16654.25347
CONI18-056,WAT,29364.16521
CONI18-057,CMF-Sw,17485.19473
CONI18-057,CYF-Sw,2051.094407
CONI18-057,NVE,49575.09387
CONI18-057,RSH-Ac,67248.03716
CONI18-057,WAT,59989.3477
CONI18-058,DYF-At,242.892819
CONI18-058,NVE,54776.15026
CONI18-058,RMF-Ac,197.470672
CONI18-058,RSH-Ac,28049.83315
CONI18-058,WAT,61226.10411
CONI18-058,WRI,51856.22204
CONI18-059,NVE,11444.28412
CONI18-059,RMF-Ac,27741.44667
CONI18-059,RSH-Ac,71444.38093
CONI18-059,RYF-Ac,12434.41918
CONI18-059,WAT,73283.88381
CONI18-060,CMF-Sw,3310.638105
CONI18-060,NVE,52391.75507
CONI18-060,RYF-Ac,50095.32044
CONI18-060,WAT,58318.71444
CONI18-060,WRI,32232.09936
CONI18-061,NVE,48809.81719
CONI18-061,RSH-Ac,542.399023
CONI18-061,WRI,146996.4484
CONI18-063,CUL,9300.571632
CONI18-063,DSH-At,5657.662018
CONI18-063,DYF-At,3837.065689
CONI18-063,NVE,25800.93039
CONI18-063,RSH-Ac,43036.5318
CONI18-063,RYF-Ac,48734.54405
CONI18-063,WAT,59981.4867
CONI18-064,CUL,174226.4635
CONI18-064,DSS,7672.715262
CONI18-064,DYF-At,13472.30468
CONI18-064,NVE,976.982018
CONI18-065,CMF-Sw,4335.77212
CONI18-065,CUL,191797.7535
CONI18-065,NVE,214.99224
CONI18-066,CMF-Sw,35623.05462
CONI18-066,CUL,22176.75625
CONI18-066,NVE,52264.99943
CONI18-066,RSH-Ac,3111.894076
CONI18-066,RYF-Ac,25446.35042
CONI18-066,WAT,57725.4449
CONI18-067,NVE,76526.36467
CONI18-067,WAT,118693.1823
CONI18-067,WRI,1129.281895
CONI18-069,DSH-Ac,94091.04479
CONI18-069,DYF-At,14800.68167
CONI18-069,RSH-Ac,39947.20064
CONI18-069,WAT,47509.56338
CONI18-071,CYF-Sw,10336.1614
CONI18-071,DSH-Ac,26008.99139
CONI18-071,NVE,27281.10166
CONI18-071,RSH-Ac,41480.20576
CONI18-071,RYF-Ac,2064.457325
CONI18-071,WAT,89177.79404
CONI18-074,CMF-Sw,58999.02261
CONI18-074,CYF-Sw,2605.978488
CONI18-074,DMF-Ac,278.157346
CONI18-074,DSG,40381.74921
CONI18-074,DYF-At,3246.195192
CONI18-074,NVE,9111.199331
CONI18-074,RSH-Ac,3739.208019
CONI18-074,WAT,77987.0517
CONI18-076,DYF-At,11061.99574
CONI18-076,RSH-Ac,141006.2176
CONI18-076,WAT,44280.43236
CONI18-077,CMF-Sw,11660.59819
CONI18-077,CYF-Sw,46270.79307
CONI18-077,DMF-At,219.505578
CONI18-077,DSH-At,811.198098
CONI18-077,DYF-At,5940.608018
CONI18-077,NVE,10468.55377
CONI18-077,RSH-Ac,27341.9326
CONI18-077,RYF-Ac,22305.36925
CONI18-077,WAT,42615.02318
CONI18-077,WRI,28714.99357
CONI18-078,DMF-Ac,624.343382
CONI18-078,DSG,8726.618344
CONI18-078,DSH-Ac,63730.57553
CONI18-078,DYF-Ac,12472.18101
CONI18-078,DYF-At,4858.945611
CONI18-078,RSH-Ac,16099.28542
CONI18-078,WAT,60747.67405
CONI18-078,WRI,29088.97634
CONI18-079,DSG,1375.413313
CONI18-079,DSS,9318.408175
CONI18-079,DYF-At,2071.416852
CONI18-079,NVE,7277.514473
CONI18-079,WAT,48899.45582
CONI18-079,WRI,127406.2564
CONI18-080,CMF-Sw,21091.95584
CONI18-080,DSH-At,69674.74564
CONI18-080,DYF-At,10258.99031
CONI18-080,NVE,2745.379127
CONI18-080,RYF-Ac,4308.624215
CONI18-080,WAT,57432.65237
CONI18-080,WRI,30836.09497
CONI19-001,CUL,119417.9703
CONI19-001,RMF-Ac,7060.756806
CONI19-001,RSH-Ac,56687.26925
CONI19-001,WRI,13182.61011
CONI19-002,CUL,117511.2277
CONI19-002,RSH-Ac,18912.0124
CONI19-002,WAT,56936.57531
CONI19-002,WRI,2988.723839
CONI19-003,RYF-Ac,109.563435
CONI19-003,WAT,180036.6351
CONI19-003,WRI,16202.45864
CONI19-004,CUL,177219.7739
CONI19-004,DYF-At,2234.957671
CONI19-004,WAT,6256.819674
CONI19-004,WRI,10637.01824
CONI19-005,ANT,1339.620862
CONI19-005,CUL,185959.9215
CONI19-005,DSH-At,6247.013691
CONI19-005,WRI,2801.903443
CONI19-006,NVE,87021.39635
CONI19-006,RSH-Ac,108818.1531
CONI19-006,WAT,509.244654
CONI19-009,ANT,2043.991211
CONI19-009,DSG,3751.134279
CONI19-009,DSH-At,9959.090577
CONI19-009,DYF-At,74224.4289
CONI19-009,NVE,74483.54064
CONI19-009,RMF-Ac,18018.16692
CONI19-009,WAT,13868.10454
CONI19-010,CMF-Sw,1723.069171
CONI19-010,RSH-Ac,100778.6415
CONI19-010,RYF-Ac,44693.5097
CONI19-010,WAT,49153.40234
CONI19-012,CUL,19304.17838
CONI19-012,CYF-Sw,25927.46662
CONI19-012,DSG,60097.75703
CONI19-012,DSH-At,3274.814148
CONI19-012,DSS,70326.51777
CONI19-012,DYF-At,17417.77215
CONI19-013,CUL,2666.670024
CONI19-013,CYF-Sw,16139.17842
CONI19-013,DSG,75576.53066
CONI19-013,DSH-At,23639.69241
CONI19-013,DSS,71690.02905
CONI19-013,DYF-At,6636.350273
CONI19-014,CUL,134525.9037
CONI19-014,CYF-Sw,3660.178657
CONI19-014,DSG,3.113726
CONI19-014,DSH-At,2540.244542
CONI19-014,DSS,54614.39965
CONI19-014,DYF-At,1004.820909
CONI19-015,CUL,15609.959
CONI19-015,DSG,50067.58122
CONI19-015,DSS,130671.1147
CONI19-016,CUL,195128.994
CONI19-016,DSS,1219.97324
CONI19-017,CUL,130155.2505
CONI19-017,DSG,28738.40527
CONI19-017,DSH-At,2286.104921
CONI19-017,NVE,20292.71172
CONI19-017,WAT,14876.20684
CONI19-018,CUL,11965.05781
CONI19-018,CYF-Sw,7292.672735
CONI19-018,DSG,86877.72537
CONI19-018,DSS,23515.59573
CONI19-018,DYF-At,31186.33179
CONI19-018,NVE,35511.34399
CONI19-044,CMF-Sw,21508.99227
CONI19-044,CSH-Sw,2858.154446
CONI19-044,CYF-Sw,30204.71306
CONI19-044,NVE,25236.5112
CONI19-044,WAT,112995.6104
CONI19-044,WRI,3544.582768
CONI19-047,CSH-Sw,4306.935455
CONI19-047,CYF-Sw,59139.94468
CONI19-047,NVE,31715.4951
CONI19-047,WAT,69768.4358
CONI19-047,WRI,31417.54811
CONI19-049,CMF-Sw,589.372908
CONI19-049,CYF-Sw,32737.61946
CONI19-049,NVE,127649.2376
CONI19-049,WAT,35372.16564
CONI19-054,CMF-Sw,9521.290078
CONI19-054,CUL,11341.61685
CONI19-054,DYF-At,34324.81644
CONI19-054,NVE,59680.99926
CONI19-054,WAT,50970.29156
CONI19-054,WRI,30509.51578
CONI19-059,CSH-Sw,18906.01153
CONI19-059,CYF-Sw,17243.11589
CONI19-059,NVE,87764.69927
CONI19-059,WAT,72279.19612
CONI19-059,WRI,155.5996
CONI19-065,CMF-Sw,2011.933238
CONI19-065,DYF-At,17594.44758
CONI19-065,NVE,62900.12093
CONI19-065,WAT,113841.842
CONI19-080,CYF-Sw,21535.95242
CONI19-080,NVE,3853.035455
CONI19-080,RMF-Ac,54870.9899
CONI19-080,RSH-Ac,50270.0745
CONI19-080,WAT,65818.66996
CONI19-085,ANT,2686.818041
CONI19-085,CMF-Sw,533.977349
CONI19-085,CUL,1829.718995
CONI19-085,CYF-Pl,16892.93388
CONI19-085,CYF-Sw,3601.743927
CONI19-085,DYF-At,44545.86306
CONI19-085,RSH-Ac,37392.27848
CONI19-085,WAT,27576.03162
CONI19-085,WRI,61289.39192
CONI19-091,CYF-Sw,47733.04208
CONI19-091,DYF-Ac,1111.256835
CONI19-091,DYF-At,5425.688375
CONI19-091,DYF-Ep,14067.46228
CONI19-091,NVE,103550.8523
CONI19-091,RSH-Ac,2844.183913
CONI19-091,WAT,21616.04
CONI19-101,CMF-Sw,18165.59055
CONI19-101,DMF-At,28331.81795
CONI19-101,DMF-Ep,132827.8662
CONI19-101,DYF-At,14577.87065
CONI19-101,NVE,2445.333444
CONI19-102,CYF-Sw,108.921899
CONI19-102,DYF-At,1331.917339
CONI19-102,NVE,47247.73525
CONI19-102,RMF-Ac,8652.812859
CONI19-102,RSH-Ac,843.919006
CONI19-102,RYF-Ac,3905.729073
CONI19-102,WAT,83523.83824
CONI19-102,WRI,50733.66348
CONI19-107,CUL,103803.2672
CONI19-107,DYF-At,517.199034
CONI19-107,WAT,92028.77521
CONI19-108,CUL,14006.22796
CONI19-108,CYF-Sw,35687.97335
CONI19-108,DYF-At,17568.87532
CONI19-108,NVE,600.078362
CONI19-108,RSH-Ac,42172.95017
CONI19-108,WAT,64039.78762
CONI19-108,WRI,22272.47707
CONI19-113,CUL,39025.96942
CONI19-113,CYF-Sw,118992.7504
CONI19-113,DYF-At,3049.441934
CONI19-113,DYF-Ep,4428.219214
CONI19-113,NVE,10293.69735
CONI19-113,RMF-Ac,17989.36825
CONI19-113,RSH-Ac,2569.042906
CONI19-114,CMF-Sw,42429.21747
CONI19-114,CYF-Sw,1222.545468
CONI19-114,NVE,15904.41834
CONI19-114,RSH-Ac,81696.79009
CONI19-114,WAT,55095.68576
CONI19-116,CUL,17247.05427
CONI19-116,CYF-Sw,22629.35755
CONI19-116,DSG,25855.65509
CONI19-116,DSH-Ac,22455.94452
CONI19-116,NVE,19942.62072
CONI19-116,RSH-Ac,27369.29757
CONI19-116,WAT,60848.55359
CONI19-118,CUL,14616.7756
CONI19-118,DSG,95537.06067
CONI19-118,DSH-At,755.943253
CONI19-118,DSS,82404.18436
CONI19-118,DYF-At,3034.621082
CONI19-119,CUL,163758.1619
CONI19-119,DSH-At,28231.26329
CONI19-119,DSS,1154.619037
CONI19-119,DYF-At,3204.899756
CONI19-120,CUL,96788.53149
CONI19-120,DMF-At,10214.40605
CONI19-120,DSH-Ac,23948.76276
CONI19-120,DYF-At,15472.30833
CONI19-120,WAT,49924.53572
CONI19-121,CYF-Sw,737.602264
CONI19-121,NVE,53595.33126
CONI19-121,RSH-Ac,69824.4515
CONI19-121,WAT,72191.27031
CONI19-126,CUL,106385.7407
CONI19-126,DSG,6236.639948
CONI19-126,DYF-At,33532.69114
CONI19-126,RYF-Ac,50193.48579
CONI19-128,CUL,26698.35514
CONI19-128,CYF-Sw,14595.15476
CONI19-128,DSG,30937.54699
CONI19-128,DSS,79012.06479
CONI19-128,DYF-At,45099.56756
CONI19-128,RYF-Ac,6.00254
CONI19-129,CMF-Sw,9628.182492
CONI19-129,DSG,2801.377251
CONI19-129,NVE,51360.29841
CONI19-129,RSH-Ac,61999.60825
CONI19-129,WAT,58603.20936
CONI19-129,WRI,11955.74458
CONI19-130,CMF-Sw,19726.41901
CONI19-130,CYF-Sw,4725.638875
CONI19-130,DYF-At,25703.03337
CONI19-130,NVE,47332.3918
CONI19-130,WAT,64937.47984
CONI19-130,WRI,33923.6757
CONI19-136,CUL,141846.6374
CONI19-136,DSG,15559.51708
CONI19-136,DYF-At,8088.689782
CONI19-136,DYF-Ep,14028.46801
CONI19-136,NVE,9887.804404
CONI19-136,WAT,6937.369837
CONI19-138,CUL,127773.6583
CONI19-138,DSH-At,543.651349
CONI19-138,DYF-At,5457.218399
CONI19-138,DYF-Ep,524.006465
CONI19-138,NVE,3384.361076
CONI19-138,WAT,58665.36552
CONI19-141,DYF-At,1587.435317
CONI19-141,NVE,91365.42868
CONI19-141,RSH-Ac,4117.970308
CONI19-141,WAT,99277.64269
CONI19-142,CUL,2270.726019
CONI19-142,CYF-Sw,3357.386874
CONI19-142,DSG,50.513085
CONI19-142,DSH-At,166647.521
CONI19-142,DYF-At,9759.445878
CONI19-142,NVE,8499.540952
CONI19-142,RSH-Ac,5610.524187
CONI19-142,WAT,153.085545
CONI19-145,ANT,42197.21949
CONI19-145,DYF-At,84539.24028
CONI19-145,NVE,12289.15187
CONI19-145,WAT,57322.95459
CONI19-148,ANT,5275.316672
CONI19-148,CUL,21269.28284
CONI19-148,CYF-Sw,7594.627253
CONI19-148,DYF-Ac,26276.39862
CONI19-148,DYF-At,135932.9872
CONI19-152,CMF-Sw,68577.45134
CONI19-152,NVE,80052.5715
CONI19-152,RMF-Ac,38351.44671
CONI19-152,WRI,9366.990756
CONI19-157,CMF-Sw,97853.58448
CONI19-157,DYF-At,1932.56038
CONI19-157,NVE,33449.89706
CONI19-157,RMF-Ac,1467.847801
CONI19-157,WAT,33754.15083
CONI19-157,WRI,27890.75665
CONI19-159,CMF-Sw,70756.2629
CONI19-159,CYF-Pl,797.993732
CONI19-159,DMF-At,12919.72424
CONI19-159,DYF-At,19888.76199
CONI19-159,NVE,24953.93569
CONI19-159,RSH-Ac,3677.805661
CONI19-159,WRI,63354.15481
CONI19-173,CMF-Sw,11553.82654
CONI19-173,CYF-Sw,20272.78854
CONI19-173,NVE,40895.82152
CONI19-173,RSH-Ac,55208.97176
CONI19-173,WAT,68417.44746
CONI19-180,CMF-Sw,25805.72695
CONI19-180,CYF-Pl,705.09229
CONI19-180,DYF-At,37857.28346
CONI19-180,NVE,56732.13497
CONI19-180,WAT,69220.75163
CONI19-180,WRI,6027.786721
CONI19-181,CMF-Sw,32513.27658
CONI19-181,CUL,691.875707
CONI19-181,DYF-At,29266.3282
CONI19-181,NVE,71875.57263
CONI19-181,RSH-Ac,17259.10905
CONI19-181,WAT,17504.55669
CONI19-181,WRI,27237.77038
CONI19-185,CMF-Sw,85537.15763
CONI19-185,CSH-Sw,40999.16749
CONI19-185,CYF-Sw,25171.86564
CONI19-185,DMF-At,132.035261
CONI19-185,DYF-At,44508.539
CONI19-187,CMF-Sw,55596.81917
CONI19-187,CUL,22549.6706
CONI19-187,NVE,9112.307103
CONI19-187,RSH-Ac,32593.51486
CONI19-187,WAT,70911.11688
CONI19-187,WRI,5585.265695
CONI19-205,DMF-At,15258.38364
CONI19-205,DSH-At,14288.43119
CONI19-205,DSH-Ep,155055.9497
CONI19-205,DYF-At,11746.26963
CONI19-208,CUL,196348.3552
CONI19-209,CUL,196348.6287
CONI19-211,CSH-Sw,59684.14442
CONI19-211,FBS-Sb,365.660806
CONI19-211,WGR,136298.7564
CONI19-214,CUL,196349.5408
CR-E-01,CUL,148001.517
CR-E-01,CYF-Sb,16005.3316
CR-E-01,DYF-At,32341.57141
CR-E-02,CSH-Sw,31432.69698
CR-E-02,CUL,164916.0107
CR-E-03,CSH-Sw,48811.43919
CR-E-03,CUL,142270.2086
CR-E-03,WGR,5267.164872
CR-E-04,CSH-Sw,34875.71446
CR-E-04,CUL,129100.3576
CR-E-04,WGR,32372.71552
CR-E-05,CSH-Sw,264.564797
CR-E-05,CUL,158948.8307
CR-E-05,CYF-Sw,12249.0113
CR-E-05,WGR,24885.8651
CR-E-06,CUL,184835.9778
CR-E-06,CYF-Sw,8113.69149
CR-E-06,WGR,3398.979012
CR-E-07,CUL,193963.187
CR-E-07,DSH-At,2385.390543
CR-E-08,CUL,88100.35545
CR-E-08,DSH-At,108248.0971
CR-E-09,CUL,144529.605
CR-E-09,DSH-At,51819.21209
DR01-1,CUL,196348.5663
DR01-10,DSH-At,5712.148297
DR01-10,DYF-At,17654.88985
DR01-10,FBS-Lt,129792.681
DR01-10,FBS-Sb,43188.95976
DR01-11,DSH-At,10757.35251
DR01-11,DYF-At,9047.840355
DR01-11,FBS-Lt,145356.1221
DR01-11,WAT,31187.22993
DR01-12,DYF-At,52062.00932
DR01-12,FBS-Lt,100202.8386
DR01-12,WAT,44083.76431
DR01-13,ANT,16180.6412
DR01-13,DMF-At,47383.26261
DR01-13,DSH-At,41021.8317
DR01-13,DYF-At,64586.49488
DR01-13,FBS-Lt,22813.01076
DR01-13,FBT-Sb,320.242707
DR01-13,WGR,4043.164906
DR01-14,CSH-Sw,24735.37095
DR01-14,CUL,7058.329814
DR01-14,CYF-Sw,77898.86215
DR01-14,DMF-At,70794.75057
DR01-14,DYF-At,15861.4145
DR01-15,CUL,156984.2721
DR01-15,DMF-At,6167.605514
DR01-15,DYF-At,23343.36932
DR01-15,WAT,9853.106814
DR01-16,CUL,68778.80024
DR01-16,DMF-At,17371.77138
DR01-16,DYF-At,87600.92772
DR01-16,WAT,22597.51956
DR01-17,CUL,195320.1637
DR01-17,DYF-At,1028.63
DR01-18,CUL,196348.7252
DR01-19,CUL,27587.5842
DR01-19,DMF-At,111605.293
DR01-19,DSH-At,36903.32243
DR01-19,DYF-At,18638.02971
