StationID,BHC20_1,Area (m)
CONI19-185,CMF,10900.18871
CONI19-185,CSH,11712.89864
CONI19-185,DYF,8802.565697
CONI19-187,CMF,379.639903
CONI19-187,CUL,9568.861922
CONI19-187,NVE,4900.512226
CONI19-187,RSH,11897.28679
CONI19-187,WAT,4655.68305
CONI19-187,WRI,13.488467
CONI19-205,DSH,31415.92654
CONI19-208,CUL,31415.92654
CONI19-209,CUL,31415.45398
CONI19-211,WGR,31415.92654
CONI19-214,CUL,31415.92654
CR-E-01,CUL,30584.42831
CR-E-01,DYF,831.291259
CR-E-02,CSH,156.895226
CR-E-02,CUL,31258.66868
CR-E-03,CSH,255.535671
CR-E-03,CUL,31159.89774
CR-E-04,CSH,5542.256542
CR-E-04,CUL,25748.29239
CR-E-04,WGR,124.752824
CR-E-05,CUL,29463.05834
CR-E-05,WGR,1952.669723
CR-E-06,CUL,31415.92654
CR-E-07,CUL,31415.74034
CR-E-08,CUL,25573.88456
CR-E-08,DSH,5841.833095
CR-E-09,CUL,31346.08318
CR-E-09,DSH,69.658375
DR01-1,CUL,31415.92654
DR01-10,FBS,31415.5431
DR01-11,FBS,29211.84993
DR01-11,WAT,2203.902612
DR01-12,DYF,7053.80932
DR01-12,FBS,18119.58362
DR01-12,WAT,6242.170657
DR01-13,ANT,5927.436196
DR01-13,DMF,396.098988
DR01-13,DSH,19302.19384
DR01-13,DYF,5002.857031
DR01-13,FBS,786.960896
DR01-14,CSH,12501.91712
DR01-14,CYF,10415.57194
DR01-14,DMF,8498.096591
DR01-15,CUL,31011.3395
DR01-15,DYF,404.565854
DR01-16,CUL,19703.00158
DR01-16,DMF,5.487995
DR01-16,DYF,11706.93147
DR01-17,CUL,31415.92654
DR01-18,CUL,31415.92654
DR01-19,CUL,1144.882333
DR01-19,DMF,30270.92898
DR01-2,CUL,31415.92654
DR01-20,CUL,31415.92654
DR01-3,CUL,31415.92654
DR01-4,CUL,31415.92654
DR01-5,CUL,31415.92654
DR01-6,CUL,31415.92654
DR01-7,CUL,11113.76996
DR01-7,DMF,6586.604447
DR01-7,DSH,13715.20107
DR01-8,DMF,31415.503
DR01-9,ANT,15670.89476
DR01-9,CSH,2514.524292
DR01-9,DMF,13230.14013
DR03-1,CMF,18663.72242
DR03-1,CSH,12751.80794
DR03-2,CMF,22262.50126
DR03-2,CSH,9059.533801
DR03-2,CYF,93.691525
DR03-3,CMF,9394.624537
DR03-3,CSH,2876.585916
DR03-3,CYF,6168.979909
DR03-3,DMF,5011.023242
DR03-3,DSH,4990.786326
DR03-3,WGR,2973.553659
DR03-4,CMF,15672.85041
DR03-4,DSH,6926.918354
DR03-4,DYF,8815.78521
DR03-5,ANT,7836.483694
DR03-5,CMF,11323.84073
DR03-5,DMF,3247.828141
DR03-5,DYF,9007.463077
DR03-6,CMF,22203.78736
DR03-6,CSH,9211.85932
DR03-7,CMF,31415.92654
DR03-8,CMF,3039.717749
DR03-8,CSH,13779.16978
DR03-8,DYF,14596.50524
HH01-1,CUL,11554.23303
HH01-1,DMF,839.501793
HH01-1,DSH,6853.808831
HH01-1,RSH,12168.11189
HH01-2,ANT,11595.28617
HH01-2,CSH,10292.50214
HH01-2,CUL,7720.09629
HH01-2,DSH,1807.730365
HH01-4,ANT,8826.048965
HH01-4,CUL,3464.968245
HH01-4,CYF,3812.2058
HH01-4,DYF,15294.00032
HH01-4,WRI,18.416425
HH01-5,ANT,21482.48687
HH01-5,CUL,7582.016295
HH01-5,CYF,2171.232249
HH01-5,DYF,179.850195
HH01-6,CUL,11922.62727
HH01-6,DSG,13141.87454
HH01-6,DYF,3624.470353
HH01-6,WAT,2726.614915
HH01-7,CUL,1592.868912
HH01-7,DYF,29822.67551
HH02-1,ANT,3154.135502
HH02-1,CMF,1658.219754
HH02-1,CUL,26603.19583
HH02-10,CUL,31415.92654
HH02-2,ANT,15705.15033
HH02-2,CUL,5576.438161
HH02-2,DMF,10133.91042
HH02-3,ANT,7643.653153
HH02-3,CSH,3236.522403
HH02-3,CUL,2649.955548
HH02-3,DMF,17885.41764
HH02-4,ANT,8588.127548
HH02-4,CSH,12986.63422
HH02-4,DMF,9840.861939
HH02-5,ANT,8589.419858
HH02-5,CUL,15148.84678
HH02-5,DMF,7677.265566
HH02-6,ANT,9788.065731
HH02-6,CUL,14435.00226
HH02-6,DMF,7192.510464
HH02-7,CUL,22914.70105
HH02-7,DMF,8501.088562
HH02-8,CUL,31252.00474
HH02-8,DMF,163.515268
HH02-9,ANT,9652.650819
HH02-9,CUL,11949.78956
HH02-9,DMF,9813.105204
HW01-1,DSG,24770.09526
HW01-1,DYF,6645.376435
HW01-10,CUL,30826.49145
HW01-10,DSS,589.157845
HW01-2,CUL,21315.46622
HW01-2,DSS,8721.02037
HW01-2,DYF,1379.092502
HW01-3,CUL,14922.42014
HW01-3,DYF,2560.563251
HW01-3,WGR,1414.510385
HW01-3,WSH,12518.01726
HW01-4,DYF,19512.43865
HW01-4,WGR,11903.26441
HW01-5,CMF,6325.992316
HW01-5,CUL,18098.53278
HW01-5,CYF,6991.100018
HW01-6,CUL,4049.651909
HW01-6,DSG,891.251505
HW01-6,DYF,26474.70327
HW01-7,CUL,11658.86315
HW01-7,DSG,1689.209728
HW01-7,DSH,1397.35559
HW01-7,DYF,16670.08612
HW01-8,CUL,4120.73363
HW01-8,DSG,12700.02977
HW01-8,DSH,4921.872045
HW01-8,DYF,9672.894249
HW01-9,DSG,20243.95465
HW01-9,DSS,11171.62683
HW02-1,CUL,31415.48916
HW02-2,ANT,847.302703
HW02-2,CUL,29112.66093
HW02-2,DSH,1455.729897
HW02-3,ANT,7730.583651
HW02-3,CSH,2055.285988
HW02-3,DMF,9642.754637
HW02-3,DSH,11986.83423
HW02-4,ANT,6304.143058
HW02-4,DMF,11994.08108
HW02-4,DSH,13117.48756
HW02-5,CUL,31415.92654
HW02-6,ANT,7102.545232
HW02-6,CUL,18476.32027
HW02-6,DYF,5836.730998
TR01n-1,CUL,31415.92654
TR01n-2,CUL,31415.92654
TR01n-3,CUL,31415.92654
TR01n-4,CUL,31415.92654
TR01s-1,CUL,5629.994788
TR01s-1,CYF,2559.572137
TR01s-1,DMF,7760.247296
TR01s-1,DSH,10636.49772
TR01s-1,DYF,4686.161929
TR01s-1,NVE,143.089088
TR01s-2,CUL,1038.727163
TR01s-2,CYF,6615.202676
TR01s-2,DMF,8044.675679
TR01s-2,DSH,15357.33659
TR01s-2,DYF,359.563466
TR01s-3,CUL,13282.96776
TR01s-3,DYF,6590.185903
TR01s-3,RMF,11542.37449
TR01s-4,DMF,27243.07565
TR01s-4,WAT,4172.307814
TR01s-5,ANT,9497.89574
TR01s-5,CUL,16822.19277
TR01s-5,DYF,5095.575798
TR01s-6,CUL,16659.57012
TR01s-6,DMF,1571.910952
TR01s-6,DYF,13184.13641
TR01s-7,CYF,15494.18504
TR01s-7,DYF,15921.49536
TR01s-8,ANT,1206.648077
TR01s-8,CUL,8784.178365
TR01s-8,CYF,10708.04392
TR01s-8,DSH,10716.7293
TR01s-9,ANT,9847.83356
TR01s-9,DYF,21567.85863
PC06-A-04A,CMF,31415.4628
PC06-A-05A,CMF,31415.54506
PC06-A-1,CMF,27174.86314
PC06-A-1,NVE,2044.054607
PC06-A-1,RSH,2196.644714
PC06-A-10,CMF,26705.14295
PC06-A-10,CUL,4710.34073
PC06-A-11,CMF,26727.00255
PC06-A-11,CUL,3419.400654
PC06-A-11,NVE,1269.136717
PC06-A-12,CMF,23104.10956
PC06-A-12,CUL,4961.662835
PC06-A-12,NVE,3348.950869
PC06-A-12,RSH,0.864364
PC06-A-13,CMF,3709.332316
PC06-A-13,DMF,27706.28036
PC06-A-14,WRI,31415.64951
PC06-A-15,CMF,31415.71551
PC06-A-16,CMF,3552.779568
PC06-A-16,CYF,16045.47585
PC06-A-16,RSH,6598.875005
PC06-A-16,WAT,5218.416406
PC06-A-2,CMF,17573.56378
PC06-A-2,NVE,886.010354
PC06-A-2,WAT,12955.99768
PC06-A-2n,CMF,31383.60337
PC06-A-2n,WAT,31.87854
PC06-A-3,CMF,21747.02031
PC06-A-3,WAT,9668.48153
PC06-A-4,CMF,31233.04837
PC06-A-4,WAT,182.513603
PC06-A-5,CMF,31415.49774
PC06-A-6,CMF,31415.56917
PC06-A-7,CMF,31410.16286
PC06-A-7,DMF,5.453388
PC06-A-8,CMF,10495.09592
PC06-A-8,NVE,7794.195661
PC06-A-8,WAT,1181.582736
PC06-A-8,WRI,11944.64597
PC06-A-9,CMF,20456.21876
PC06-A-9,CUL,990.145288
PC06-A-9,NVE,20.24176
PC06-A-9,WRI,9948.821109
PC06-B-1,CYF,8780.22931
PC06-B-1,DYF,22635.36465
PC06-B-10,CYF,31415.58694
PC06-B-11,CYF,31415.62124
PC06-B-12,CYF,31415.92654
PC06-B-13,CYF,31415.77672
PC06-B-14,CMF,1823.320802
PC06-B-14,CYF,29592.22287
PC06-B-15,CMF,27441.8041
PC06-B-15,DSG,1138.631907
PC06-B-15,NVE,2835.204133
PC06-B-16,CMF,8911.795351
PC06-B-16,CSH,18323.59495
PC06-B-16,NVE,4180.31586
PC06-B-17,CMF,21393.89497
PC06-B-17,CSH,6189.650418
PC06-B-17,DSH,7.355553
PC06-B-17,NVE,3824.69199
PC06-B-18,CMF,8172.366817
PC06-B-18,DSH,23243.22665
PC06-B-1n,DYF,31415.45001
PC06-B-2,CYF,30807.01919
PC06-B-2,DYF,608.635557
PC06-B-3,CYF,31415.80682
PC06-B-4,CYF,31415.60442
PC06-B-5,CYF,31415.43081
PC06-B-6,CYF,24091.75601
PC06-B-6,WAT,7323.667216
PC06-B-7,CYF,27911.48143
PC06-B-7,WAT,3504.122347
PC06-B-8,DYF,31415.78677
PC06-B-9,CYF,8022.967739
PC06-B-9,DYF,23392.643
PC06-C-1,CYF,21248.42679
PC06-C-1,NVE,9270.146025
PC06-C-1,RSH,897.042888
PC06-C-10,DYF,31415.69955
PC06-C-10n,DYF,31415.5127
PC06-C-11,CYF,1115.153173
PC06-C-11,DYF,30300.43054
PC06-C-11n,DYF,31415.78449
PC06-C-12,CYF,25851.23586
PC06-C-12,DYF,5564.365141
PC06-C-12n,DYF,31415.65023
PC06-C-13,CYF,4201.486889
PC06-C-13,DYF,27214.03776
PC06-C-13n,CYF,4036.083241
PC06-C-13n,DYF,27379.45504
PC06-C-14,CYF,29335.43647
PC06-C-14,DYF,2080.084389
PC06-C-15,CYF,4220.682263
PC06-C-15,DYF,27194.89885
PC06-C-15n,CYF,229.528388
PC06-C-15n,DYF,31186.06967
PC06-C-16,DYF,31415.43253
PC06-C-1n,CYF,12530.47736
PC06-C-1n,DYF,6513.662305
PC06-C-1n,NVE,12371.4336
PC06-C-2,CYF,605.463045
PC06-C-2,DMF,1032.311834
PC06-C-2,DYF,28119.58722
PC06-C-2,NVE,1658.223969
PC06-C-3,DYF,30662.08838
PC06-C-3,NVE,12.706989
PC06-C-3,RSH,740.819422
PC06-C-4,DYF,27634.62428
PC06-C-4,RSH,3780.949957
PC06-C-4n,DYF,31415.47004
PC06-C-5,DYF,24925.74373
PC06-C-5,NVE,5862.732745
PC06-C-5,WAT,627.092523
PC06-C-5n,DYF,31415.58894
PC06-C-6,DYF,31415.4658
PC06-C-6n,DYF,25236.82754
PC06-C-6n,NVE,5651.399112
PC06-C-6n,WAT,527.309332
PC06-C-7,DYF,31415.65938
PC06-C-7n,DYF,31415.61791
PC06-C-8,DYF,31415.54132
PC06-C-9,DYF,31415.46626
PC06-C-9n,DYF,31415.55382
PC06-D-1,CYF,126.049239
PC06-D-1,DYF,21285.78693
PC06-D-1,NVE,10003.66762
PC06-D-10,CMF,1864.089054
PC06-D-10,CYF,25486.86637
PC06-D-10,DYF,4064.526617
PC06-D-11,CYF,1856.248476
PC06-D-11,DYF,29530.69471
PC06-D-11,NVE,28.564828
PC06-D-12,CMF,67.511583
PC06-D-12,DYF,24949.88894
PC06-D-12,NVE,6398.182275
PC06-D-13,DYF,31415.57974
PC06-D-13n,DYF,31415.56634
PC06-D-14,DYF,31415.62781
PC06-D-15,DYF,31415.48117
PC06-D-15n,DYF,31415.60804
PC06-D-16,CYF,4888.241633
PC06-D-16,DYF,26527.19408
PC06-D-16n,DYF,31415.48431
PC06-D-2,DYF,31415.51983
PC06-D-2n,DYF,31415.49257
PC06-D-3,DYF,31415.60895
PC06-D-3n,DYF,31415.57385
PC06-D-4,DYF,31415.68342
PC06-D-4n,DYF,31415.58442
PC06-D-5,CYF,8375.978067
PC06-D-5,DYF,23039.5119
PC06-D-6,CYF,17101.31114
PC06-D-6,DYF,14314.24464
PC06-D-6n,CYF,8330.796398
PC06-D-6n,DYF,23084.76479
PC06-D-7,CMF,6178.421386
PC06-D-7,CYF,25237.10615
PC06-D-8,CYF,31415.59982
PC06-D-9,CMF,24637.8453
PC06-D-9,CYF,6777.663316
PC06-D-9n,CMF,23555.65657
PC06-D-9n,CYF,7860.062213
PC06-E-1,CMF,31415.5886
PC06-E-10,CYF,9423.407678
PC06-E-10,NVE,4305.89189
PC06-E-10,RMF,875.376472
PC06-E-10,RSH,16810.78599
PC06-E-10n,CMF,31415.72172
PC06-E-11,CMF,2860.174585
PC06-E-11,CYF,25414.03533
PC06-E-11,DYF,3141.392579
PC06-E-12,CYF,497.200588
PC06-E-12,DYF,30918.30336
PC06-E-13,CYF,4651.099428
PC06-E-13,NVE,10084.22019
PC06-E-13,RMF,10253.92433
PC06-E-13,RSH,6426.362197
PC06-E-14,NVE,2341.830608
PC06-E-14,RMF,29073.76809
PC06-E-15,NVE,9749.579903
PC06-E-15,RMF,21666.08472
PC06-E-2,CMF,28771.89775
PC06-E-2,CYF,2643.642579
PC06-E-3,CMF,14448.19248
PC06-E-3,CYF,16967.3836
PC06-E-4,CMF,10887.33304
PC06-E-4,CYF,20528.16511
PC06-E-4n,CMF,28108.29073
PC06-E-4n,CYF,3307.268623
PC06-E-5,CMF,3733.141949
PC06-E-5,CYF,27682.46008
PC06-E-6,CMF,31415.47023
PC06-E-7,CMF,10259.74306
PC06-E-7,CYF,21155.7447
PC06-E-8,CMF,1450.874405
PC06-E-8,CYF,29964.7199
PC06-E-9,CMF,2692.226541
PC06-E-9,CYF,28723.30749
PC06-E-9n,CMF,31415.62581
PC06-F-1,CMF,18550.76067
PC06-F-1,NVE,6231.611292
PC06-F-1,WAT,6633.199591
PC06-F-10,CYF,31415.69736
PC06-F-11,CMF,3653.387223
PC06-F-11,CYF,4021.281786
PC06-F-11,DYF,23740.88214
PC06-F-12,CMF,12348.82306
PC06-F-12,DYF,19066.69009
PC06-F-13,CMF,29689.16917
PC06-F-13,DYF,1726.333074
PC06-F-14,CMF,25432.24441
PC06-F-14,CYF,5983.372971
PC06-F-15,CYF,5000.450932
PC06-F-15,DYF,26414.94225
PC06-F-2,CMF,25537.54573
PC06-F-2,WAT,5877.98479
PC06-F-3,CMF,30808.6353
PC06-F-3,WAT,606.843592
PC06-F-4,CMF,23877.34253
PC06-F-4,DYF,7302.120731
PC06-F-4,WAT,236.189236
PC06-F-5,CMF,28029.30519
PC06-F-5,DYF,3386.281118
PC06-F-6,CMF,31415.69877
PC06-F-7,CMF,9552.991426
PC06-F-7,CYF,21862.69518
PC06-F-8,CYF,31415.54612
PC06-F-9,CYF,31415.46425
PC06-G-1,DYF,14306.50948
PC06-G-1,WGR,14534.49503
PC06-G-1,WSH,2574.457421
PC06-G-10,FBT,31415.51541
PC06-G-10n,DYF,1226.196142
PC06-G-10n,FBT,18457.68051
PC06-G-10n,WGR,11731.65814
PC06-G-11,CUL,5010.243649
PC06-G-11,CYF,16413.76918
PC06-G-11,DSH,2037.031135
PC06-G-11,FBT,7718.566556
PC06-G-11,WGR,235.888337
PC06-G-12,CUL,1297.909272
PC06-G-12,CYF,4386.014808
PC06-G-12,DYF,22494.41423
PC06-G-12,WGR,3237.190281
PC06-G-13,DYF,20961.8318
PC06-G-13,WGR,10453.7603
PC06-G-14,DYF,26979.64346
PC06-G-14,WGR,4435.956772
PC06-G-15,DYF,24327.23128
PC06-G-15,WGR,7088.314232
PC06-G-16,DYF,23927.17686
PC06-G-16,WGR,7488.310921
PC06-G-16n,DYF,30407.18706
PC06-G-16n,WGR,1008.299349
PC06-G-2,DYF,24885.79849
PC06-G-2,WSH,6529.66419
