Model,AICc,Species
m2,308.83993138159053,ATTW
m5,309.6168728289901,ATTW
m7,310.9520782720006,ATTW
m8,311.7227055400366,ATTW
m0,312.32807993622265,ATTW
m3,314.6628951557806,ATTW
m1,314.7684193385732,ATTW
m6,316.7771313190638,ATTW
m4,316.88277152353976,ATTW
Model,AICc,Species
m0,29.547444928831798,BBWO
m1,43.07927419944944,BBWO
m2,NA,BBWO
m3,NA,BBWO
m4,43.84531886551574,BBWO
m5,44.07540887850581,BBWO
m6,45.95417188806772,BBWO
m7,42.501465129151995,BBWO
m8,44.62757783726556,BBWO
Model,AICc,Species
m0,192.4145631201365,DOWO
m1,200.27915147522896,DOWO
m4,201.22574929978143,DOWO
m2,201.91670897650133,DOWO
m3,202.38280273072425,DOWO
m7,202.86660268960287,DOWO
m6,203.29766562976084,DOWO
m5,204.04101090442856,DOWO
m8,204.97356100591117,DOWO
Model,AICc,Species
m0,415.2123735762987,HAWO
m1,419.41653040784087,HAWO
m4,420.6303899568991,HAWO
m3,421.276561119481,HAWO
m2,421.28608278426,HAWO
m6,422.4957846240722,HAWO
m7,422.5385208074869,HAWO
m5,423.229233504971,HAWO
m8,424.48343121448806,HAWO
Model,AICc,Species
m2,324.18114948918605,NOFL
m7,325.4417580164347,NOFL
m5,325.54681555268684,NOFL
m8,326.82178717896727,NOFL
m1,332.5381535343843,NOFL
m4,334.2206082692097,NOFL
m3,334.4680978473789,NOFL
m6,336.155706645988,NOFL
m0,337.5824647157547,NOFL
Model,AICc,Species
m5,235.3600311848749,PIWO
m3,237.28503912982987,PIWO
m8,237.4912783121165,PIWO
m6,239.41057747489543,PIWO
m0,240.6938803397873,PIWO
m1,250.4393272463057,PIWO
m2,250.73868007133885,PIWO
m4,252.55062958830658,PIWO
m7,252.86089683559572,PIWO
Model,AICc,Species
m0,658.4916878955937,YBSA
m4,663.2670415514766,YBSA
m7,663.5300504904709,YBSA
m6,665.3753478780019,YBSA
m8,665.6599046246754,YBSA
m1,670.2971688613227,YBSA
m2,670.863577541029,YBSA
m3,672.4104837651311,YBSA
m5,672.9364350231984,YBSA
